id,p,team
56194,Tamim Iqbal,1
436677,Soumya Sarkar,1
280734,Imrul Kayes,1
56029,Mushfiqur Rahim,1
56143,Shakib Al Hasan,1
373538,Sabbir Rahman,1
56025,Mahmudullah,1
629063,Mehidy Hasan,1
56007,Mashrafe Mortaza,1
300619,Rubel Hossain,1
330902,Mustafizur Rahman,1
219889,David Warner,2
5334,Aaron Finch,2
267192,Steven Smith,2
5961,Moises Henriques,2
325026,Glenn Maxwell,2
530011,Travis Head,2
230193,Matthew Wade,2
311592,Mitchell Starc,2
489889,Pat Cummins,2
379504,Adam Zampa,2
288284,Josh Hazlewood,2
