id,p,team
24611,William Porterfield,1
303427,Paul Stirling,1
44014,John Anderson,1
24609,Gary Wilson,1
24605,Kevin O'Brien,1
467420,Sean Terry,1
308294,Stuart Poynter,1
348034,George Dockrell,1
348059,Barry McCarthy,1
17134,Tim Murtagh,1
524845,Peter Chase,1
215155,Usman Khawaja,2
219889,David Warner,2
267192,Steven Smith,2
4451,George Bailey,2
530011,Travis Head,2
272450,Mitchell Marsh,2
230193,Matthew Wade,2
228622,John Hastings,2
379504,Adam Zampa,2
557298,Daniel Worrall,2
446548,Scott Boland,2
