id,p,team
226492,Martin Guptill,1
388802,Tom Latham,1
277906,Kane Williamson,1
38699,Ross Taylor,1
36581,Neil Broom,1
232359,Colin Munro,1
355269,James Neesham,1
502714,Mitchell Santner,1
232364,Tim Southee,1
493773,Lockie Ferguson,1
277912,Trent Boult,1
5334,Aaron Finch,2
530011,Travis Head,2
6683,Shaun Marsh,2
334337,Peter Handscomb,2
325026,Glenn Maxwell,2
826679,Sam Heazlett,2
325012,Marcus Stoinis,2
270484,James Faulkner,2
489889,Pat Cummins,2
311592,Mitchell Starc,2
288284,Josh Hazlewood,2
