id,p,team
25446,Kyle Coetzer,1
232435,Calum MacLeod,1
297488,Matt Machan,1
461281,Preston Mommsen,1
364329,Freddie Coleman,1
25490,Richie Berrington,1
417268,Matthew Cross,1
407265,Josh Davey,1
353431,Rob Taylor,1
414966,Michael Leask,1
509107,Iain Wardlaw,1
4578,Michael Clarke,2
5334,Aaron Finch,2
8180,Shane Watson,2
270484,James Faulkner,2
219889,David Warner,2
267192,Steven Smith,2
325026,Glenn Maxwell,2
5560,Brad Haddin,2
6033,Mitchell Johnson,2
311592,Mitchell Starc,2
489889,Pat Cummins,2
