id,p,team
53118,Dwayne Smith,1
51880,Chris Gayle,1
52983,Marlon Samuels,1
314615,Jonathan Carter,1
52917,Denesh Ramdin,1
53116,Lendl Simmons,1
53115,Darren Sammy,1
276298,Andre Russell,1
391485,Jason Holder,1
53191,Jerome Taylor,1
230553,Kemar Roach,1
34102,Rohit Sharma,2
28235,Shikhar Dhawan,2
253802,Virat Kohli,2
277916,Ajinkya Rahane,2
33335,Suresh Raina,2
28081,MS Dhoni,2
234675,Ravindra Jadeja,2
26421,Ravichandran Ashwin,2
537119,Mohit Sharma,2
481896,Mohammed Shami,2
376116,Umesh Yadav,2
