id,p,team
277916,Ajinkya Rahane,1
28235,Shikhar Dhawan,1
33141,Ambati Rayudu,1
253802,Virat Kohli,1
33335,Suresh Raina,1
28081,MS Dhoni,1
27223,Stuart Binny,1
554691,Axar Patel,1
234675,Ravindra Jadeja,1
481896,Mohammed Shami,1
236779,Ishant Sharma,1
5334,Aaron Finch,2
219889,David Warner,2
325026,Glenn Maxwell,2
267192,Steven Smith,2
4451,George Bailey,2
270484,James Faulkner,2
272450,Mitchell Marsh,2
5560,Brad Haddin,2
311592,Mitchell Starc,2
288284,Josh Hazlewood,2
5017,Xavier Doherty,2
