id,p,team
34102,Rohit Sharma,1
28235,Shikhar Dhawan,1
253802,Virat Kohli,1
36084,Yuvraj Singh,1
28081,MS Dhoni,1
625371,Hardik Pandya,1
290716,Kedar Jadhav,1
234675,Ravindra Jadeja,1
326016,Bhuvneshwar Kumar,1
376116,Umesh Yadav,1
625383,Jasprit Bumrah,1
429754,Niroshan Dickwella,2
345821,Danushka Gunathilaka,2
629074,Kusal Mendis,2
300631,Kusal Perera,2
49764,Angelo Mathews,2
360456,Asela Gunaratne,2
300628,Dinesh Chandimal,2
233514,Thisara Perera,2
49619,Suranga Lakmal,2
49758,Lasith Malinga,2
324358,Nuwan Pradeep,2
