id,p,team
429754,Niroshan Dickwella,1
50747,Upul Tharanga,1
304735,Dilshan Munaweera,1
301236,Lahiru Thirimanne,1
49764,Angelo Mathews,1
222354,Milinda Siriwardana,1
784379,Wanindu Hasaranga,1
574178,Akila Dananjaya,1
50205,Malinda Pushpakumara,1
465783,Vishwa Fernando,1
49758,Lasith Malinga,1
34102,Rohit Sharma,2
277916,Ajinkya Rahane,2
253802,Virat Kohli,2
290630,Manish Pandey,2
290716,Kedar Jadhav,2
28081,MS Dhoni,2
625383,Jasprit Bumrah,2
430246,Yuzvendra Chahal,2
559235,Kuldeep Yadav,2
326016,Bhuvneshwar Kumar,2
475281,Shardul Thakur,2
