batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
34102,47492,"swing straightaway, from middle to off from a fairly full length. Rohit defends solidly off the front foot",1,0.1,0.01,0.1,0,0,150,188,6
34102,47492,"full again, angling in towards off stump, no swing on this one. Rohit clips it to mid-on",1,0.2,0.02,0.2,0,0,211,249,4
34102,47492,"wide-ish ball outside off, left alone",1,0.3,0.03,0.3,0,0,0,0,0
34102,47492,a lot of shape away but it starts wide outside off. Rohit leaves again,1,0.4,0.04,0.4,0,0,0,0,0
34102,47492,"back of a length, closer to off stump this time, punched towards point",1,0.5,0.05,0.5,0,0,125,155,7
34102,47492,"there's the waft. It's on a fullish length outside off, not full enough to drive, but Rohit attempts to hit it on the up and the ball curls away and beats his outside edge",1,0.6,0.06,0.6,0,0,0,0,0
28235,46945,starts with a shortish ball outside off. Dhawan stands up and slaps hard but Miller cuts it off with a dive to his right at backward point,1,1.1,1.01,1.1,0,0,254,157,2
28235,46945,"better line now, angling across towards off and middle. Dhawan blocks it back down the pitch",1,1.2,1.02,1.2,0,0,219,207,4
28235,46945,"back of a length on off stump, defended off the back foot to short cover",1,1.3,1.03,1.3,0,0,232,181,3
28235,46945,"too straight now, and Dhawan is on his way, clipping it off his pads to the square leg boundary",1,1.4,1.04,1.4,4,4,20,122,7
28235,46945,"fullish on middle stump, driven to mid-on",1,1.5,1.05,1.5,0,0,148,239,5
28235,46945,full on off stump and he gets a good stride out to drive to the right of mid-off,1,1.6,1.06,1.6,1,1,242,230,4
28235,47492,"back of a length, fourth-stump line, defended off the back foot to point",1,2.1,2.01,2.1,0,0,250,158,2
28235,47492,"pushes it up a bit fuller, probing line in the corridor, Dhawan leaves it alone",1,2.2,2.02,2.2,0,0,0,0,0
28235,47492,"length ball, not too much width outside off, but Dhawan doesn't really need a lot, stays leg-side of the ball, plants his front foot out, and carves it away backward of point",1,2.3,2.03,2.3,4,4,350,131,2
28235,47492,"straightens his line now, attacks middle stump. Dhawan defends back towards the bowler",1,2.4,2.04,2.4,0,0,190,199,4
28235,47492,"Oh, my. That's an unfortunate way to go. Dhawan comes on the front foot to push into the covers, where Duminy makes a super diving stop, and the ball rolls to AB at mid-off. Rohit had sprinted out of his crease, and was quite a distance down it when he realised the ball hadn't gone past the fielder. Stumbled as he turned. AB hits the stumps direct, and Rohit is well short, even while diving, and the bat's slipped out of his hand as well.",1,2.5,2.05,2.5,0,0,239,206,3
28235,47492,"back of a length outside off, blocked into the covers",1,2.6,2.06,2.6,0,0,226,180,3
253802,46945,"back of a length on a fifth-stump line. Kohli is batting outside his crease, on off stump. Leaves it alone",1,3.1,3.01,3.1,0,0,0,0,0
253802,46945,"oooh., That's the ball that's troubled Kohli all these months, leaving him from back of a length, fifth-stump line. Kohli jabs and misses",1,3.2,3.02,3.2,0,0,0,0,0
253802,46945,"a little fuller, left alone",1,3.3,3.03,3.3,0,0,0,0,0
253802,46945,"a bit closer to off stump, defended off the front foot into the covers",1,3.4,3.04,3.4,0,0,140,185,6
253802,46945,"back of a length now, close enough to off stump for Kohli to punch it to point",1,3.5,3.05,3.5,0,0,122,157,7
253802,46945,"a bit fuller now, and Kohli, who's a foot out of his crease at least, gets further forward to defend towards mid-on",1,3.6,3.06,3.6,0,0,189,197,4
28235,47492,a little bit of shape in towards leg stump from back of a length. Dhawan tucks it away towards square leg,1,4.1,4.01,4.1,0,0,129,159,7
28235,47492,"again, the leg-stump line cramps Dhawan, and he plays it cautiously off the back foot into the on side",1,4.2,4.02,4.2,0,0,157,186,6
28235,47492,"what a delivery. That was short, and it rose to neck-height, coming into Dhawan off the pitch and following him as he tried to sway away. Hands went up to protect his face and he's lucky that didn't pop too far away after hitting his gloves",1,4.3,4.03,4.3,0,0,206,174,3
28235,47492,"short again, close to Dhawan's body again, and he's a little late on a strange checked pull, hits it in the air but it drops short of short midwicket diving to his left",1,4.4,4.04,4.4,0,0,116,174,6
28235,47492,"full-toss on off stump, punched towards cover",1,4.5,4.05,4.5,1,1,234,221,4
253802,47492,shortish outside off and Kohli goes hard at it with an angled-bat slash. Ball moves away slightly and beats his edge again,1,4.6,4.06,4.6,0,0,0,0,0
28235,46945,"back of a length on leg stump, tucked off the hips towards backward square leg",1,5.1,5.01,5.1,1,1,45,138,7
253802,46945,back of a length on off stump. Kohli walks across his stumps and works it towards square leg,1,5.2,5.02,5.2,1,1,236,184,3
28235,46945,"back of a length, a bit of shape in towards off stump, punched firmly to short cover",1,5.3,5.03,5.3,0,0,238,191,3
28235,46945,"short now, and again Dhawan is in an uncomfortable position for the pull. Hits it uppishly but bounces safely down before it gets to long leg",1,5.4,5.04,5.4,2,2,113,42,8
28235,46945,"fuller now, on off stump. Positive stride forward to drive to mid-off",1,5.5,5.05,5.5,0,0,228,238,4
28235,46945,"back of a length on off stump, punched to mid-off",1,5.6,5.06,5.6,0,0,209,240,4
253802,47492,"excellent carry through to de Kock. Length ball outside off, Kohli left it alone",1,6.1,6.01,6.1,0,0,0,0,0
253802,47492,"a bit closer to off stump now and Kohli presses forward, opens his bat face to guide it down to third man",1,6.2,6.02,6.2,1,1,117,47,8
28235,47492,"full and wide and Dhawan loves room, swings his arms through a lovely arc to send it skimming away through extra cover",1,6.3,6.03,6.3,4,4,335,263,3
28235,47492,"pulls his length back, straightens his line towards middle stump, and Dhawan pokes it out to mid-off",1,6.4,6.04,6.4,0,0,207,207,4
28235,47492,"back of a length on off stump, a bit more bounce here. Dhawan gets on his toes to defend that into the covers",1,6.5,6.05,6.5,0,0,245,183,3
28235,47492,"length ball, not particularly wide outside off. Dhawan stands there and flat-bats it to cover point",1,6.6,6.06,6.6,0,0,227,182,3
253802,46945,"full now, gives him width outside off. Kohli gets forward and plays a typically whippy bottom-handed drive through square cover",1,7.1,7.01,7.1,4,4,9,207,6
253802,46945,back of a length on middle stump. Kohli shuffles across and works it through square leg,1,7.2,7.02,7.2,1,1,321,157,2
28235,46945,"back of a length on middle stump, punched off the back foot towards cover",1,7.3,7.03,7.3,0,0,231,208,3
28235,46945,"fuller now, on middle stump, tucked away towards short midwicket",1,7.4,7.04,7.4,0,0,139,193,6
28235,46945,a bit of width now and he gets his weight onto the front foot and flat-bats it on the top of the bounce through extra cover,1,7.5,7.05,7.5,4,4,353,207,3
28235,46945,"this is a little fuller and he drives with a straight bat to mid-off, and takes on AB's arm and manages to pick up a slightly iffy single",1,7.6,7.06,7.6,1,1,228,240,4
28235,44932,"goes on the back foot to a length ball angling into him, and it goes with the angle and hits him on the back pad. Was going down leg, luckily for the batsman",1,8.1,8.01,8.1,0,0,0,0,0
28235,44932,a bit of air now and he comes forward to drive to long-off,1,8.2,8.02,8.2,1,1,239,326,4
253802,44932,"length ball on the pads, goes on the back foot and clips it away to deep midwicket",1,8.3,8.03,8.3,1,1,314,226,3
28235,44932,tossed up on off and middle. Dhawan presses forward to defend,1,8.4,8.04,8.4,0,0,205,196,4
28235,44932,"length ball, angling in towards off and middle, poked into the covers looking for the quick single, can't get it",1,8.5,8.05,8.5,0,0,225,174,3
28235,44932,a bit fuller now and he clips it away to deep midwicket,1,8.6,8.06,8.6,1,1,49,221,6
28235,46538,"full on leg stump, pushed back to the bowler",1,9.1,9.01,9.1,0,0,177,200,5
28235,46538,"back of a length on off stump, defended towards point",1,9.2,9.02,9.2,0,0,247,183,3
28235,46538,"fuller now, and he gets forward and steers it to backward point",1,9.3,9.03,9.3,0,0,243,151,2
28235,46538,"short, wide, Dhawan stands tall and slaps it up and over point",1,9.4,9.04,9.4,4,4,351,142,2
28235,46538,"fuller, straighter, and Dhawan presses forward to push it into the covers",1,9.5,9.05,9.5,0,0,224,190,3
28235,46538,full on middle and off and Dhawan drives to mid-off,1,9.6,9.06,9.6,0,0,202,247,4
253802,40618,"middle-stump line, Kohli sweeps to short fine leg",1,10.1,10.01,10.1,0,0,212,109,1
253802,40618,"tossed up outside off, driven to long-off",1,10.2,10.02,10.2,1,1,153,329,5
28235,40618,"strange footwork, Dhawan moved his back foot towards leg stump as Tahir ran in, then got back in an orthodox position and drove the full ball to mid-off",1,10.3,10.03,10.3,0,0,230,200,3
28235,40618,"back of a length, pushed through. Dhawan goes back and tucks it towards short midwicket",1,10.4,10.04,10.4,0,0,146,203,5
28235,40618,"down the track now, clips it to short midwicket",1,10.5,10.05,10.5,0,0,141,195,6
28235,40618,"a touch short on off and middle, Dhawan rocks back and makes room to cut but can't beat short cover",1,10.6,10.06,10.6,0,0,255,179,3
253802,46538,"back of a length, angling in towards middle stump, shuffles across and plays it to mid-on",1,11.1,11.01,11.1,0,0,218,240,4
253802,46538,fullish outside off and Kohli presses forward to push that to sweeper cover,1,11.2,11.02,11.2,1,1,32,205,6
28235,46538,too straight and he works it off his thigh pad to long leg,1,11.3,11.03,11.3,1,1,137,36,8
253802,46538,"too straight again, Kohli tucks it off his hips through square leg",1,11.4,11.04,11.4,1,1,293,189,3
