batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
379143,326016,"132kph, back of a length on off stump, defended",1,0.1,0.01,0.1,0,0,174,198,5
379143,326016,,1,0.2,0.02,0.2,0,0,170,187,5
379143,326016,"appeal for leg-before, but the umpire is unmoved. Should have been sliding down leg. There is pace on this pitch for the new ball. And seeing as it is new, it is moving about. De Kock plays all around an indipper and is struck rather high too",1,0.3,0.03,0.3,0,0,149,203,5
379143,326016,"Bhajji moves quickly to his left and stops thoughts of a single to mid-on. Bhuvi kept this one fuller too, inviting the batsman forward",1,0.4,0.04,0.4,0,0,108,187,6
379143,326016,"good length, nudged to mid-on again where Bhajji prevents the single again.",1,0.5,0.05,0.5,0,0,157,193,5
379143,326016,went a little overboard with the inswinger there as Bhuvi slings the ball way down leg. South Africa on the board,1,0.6,0.06,0.6,0,1,0,0,0
379143,326016,"beats Bhajji finally! Oh, he put in the big dive too but there was just enough on this backfoot flick from de Kock to go past him and trickle to the boundary",1,0.6,0.07,0.6,4,4,85,327,5
43906,537119,"punched! That was sweet. Two closer to 6000, and that would have served his confidence well. Stood up tall behind the short of a length ball and laced it through extra cover",1,1.1,1.01,1.1,2,2,76,285,5
43906,537119,"darts the ball back into the right-hander, Amla is careful because the length is fuller and blocks",1,1.2,1.02,1.2,0,0,182,203,4
43906,537119,"teasing line just outside off, and the bounce everyone has been talking about at the Wankhede introduces itself. Leaps into Dhoni's gloves as Amla leaves",1,1.3,1.03,1.3,0,0,0,0,0
43906,537119,"short and wide, Amla tried to reach it with his hands but the memo had not reached his feet. No movement below the torso and that's why he plays and misses",1,1.4,1.04,1.4,0,0,0,0,0
43906,537119,beauty! An on-drive for the ages. Didn't do anything flashy. Watched the full delivery all the way onto the full face of the bat and gently persuaded it to beat the mid-on fielder,1,1.5,1.05,1.5,4,4,188,356,4
43906,537119,"thhhhhwack! Past point before anyone even blinked. Did someone say he was out of form? Poor bowling though with Mohit affording width for Amla to free his arms, and then making the length short to sabotage himself further",1,1.6,1.06,1.6,4,4,10,197,6
379143,326016,"full on off stump, tapped to mid-on",1,2.1,2.01,2.1,0,0,159,221,5
379143,326016,"lovely, crisp defence to mid-off, where Kohli rushes in to keep it to nothing. Nice, tight lines from Bhuvi and it held its line this time instead of swinging in",1,2.2,2.02,2.2,0,0,221,235,4
379143,326016,"poor follow up though, as he slides this down the leg side and the ball is clipped away to long-leg. Needs a towel to get rid of the sweat. Gripping the ball might be difficult here",1,2.3,2.03,2.3,1,1,65,70,7
43906,326016,"picked away off his hips to long leg. Very little hope for success bowling there to Amla, to be honest",1,2.4,2.04,2.4,1,1,269,71,1
379143,326016,"goes short, and at 135 kph, that is not the length to use on a pitch that is giving pace for the new ball. Pulled away past square leg. Not timed perfectly, but it shouldn't surprise that the ball still reached the boundary in this day and age",1,2.5,2.05,2.5,4,4,6,197,6
379143,326016,"sweetly struck down the ground, but Bhuvi dives to his right in his followthrough to stop the runs. Reverts to a fuller length, but there wasn't much swing there",1,2.6,2.06,2.6,0,0,185,201,4
43906,537119,wheels away on off stump and Amla gets across to nudge it to midwicket.,1,3.1,3.01,3.1,0,0,244,204,3
43906,537119,"ugly shot, but it still does the job. It was short again from Mohit, and Amla decided on the pull and continued with it. Got into the shot too early and gets the very bottom of the inside edge. How did it still get there? <b>There is 6000 in his 123rd innings, the fastest batsman to the mark in ODis</b> beating Virat Kohli's count of 136",1,3.2,3.02,3.2,4,4,290,320,4
43906,537119,"good length ball on off stump, defended",1,3.3,3.03,3.3,0,0,126,188,6
43906,537119,why does he need to muscle the ball away when he can do that. Just brought down the bat and tapped the overpitched delivery to the long-on boundary. Just the slightest extension defence,1,3.4,3.04,3.4,4,4,212,358,4
43906,537119,"short and wide, Mohit is doing everything a bowler should not do in the early overs. Dhoni grimacing under the shades as Amla picks another gap - this one between cover and point. Slapped away off the back foot",1,3.5,3.05,3.5,4,4,14,231,6
43906,537119,"edged and taken! Mohit has see-sawed this way and that with his length. This time a back of a good length delivery gets a little more bounce. Amla thought it was there to cut with the room on offer, but with the ball rising up higher, it takes the edge and settles in Dhoni's gloves. Mohit just looks relived. Kohli roars from mid-off. And Wankhede goes ""Indiaaaaa.... India""",1,3.6,3.06,3.6,0,0,178,153,8
379143,326016,"back of a lenght on off stump, nudged to midwicket",1,4.1,4.01,4.1,0,0,135,219,5
379143,326016,"long leg was pushed quite square, de Kock was aware of that as he moved inside the line of a short delivery on middle and off and glanced it to the boundary",1,4.2,4.02,4.2,4,4,122,15,8
