batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
277916,232364,"that one didn't quite come on. Rahane was on the back foot, ready to drill a back of a length delivery into the covers but ended up inside edging it by his feet.",1,0.1,0.01,0.1,0,0,172,174,5
277916,232364,"that one certainly did. Smacked through cover! Gentle-paced, short ball, allowing Rahane the freedom to throw his arms at it. Simply stood still and lashed the ball in front of point.",1,0.2,0.02,0.2,4,4,8,180,6
277916,232364,"good length from Southee, and not only does it make the batsman uncertain, it gains some outswing as well. Rahane didn't know whether to be forward or back as this ball came at him just outside off. Ended up having to adjust with his hands, reaching a bit away from his body",1,0.3,0.03,0.3,0,0,136,157,7
277916,232364,"back of a length and outside off, allowed through to the wicketkeeper. Outswing again from Southee",1,0.4,0.04,0.4,0,0,0,0,0
277916,232364,"steps forward, covers the line of the good length ball, and the swing away as he opens the face at the last moment and steers it to point",1,0.5,0.05,0.5,0,0,131,158,7
277916,232364,"perhaps he was searching for the old hooping pitch-on-leg-stump-hit-off-stump ball. But he ended up asking too much of the humidity currently in the air, assisting swing. Rahane holds firm in his crease and flicks the ball off his hips to fine leg",1,0.6,0.06,0.6,1,1,255,105,2
277916,277912,"and this is a different challenge. Boult brings the ball in, and he does so pitching it full and around off stump. Rahane blocks, but was almost guilty of putting his front leg across too far",1,1.1,1.01,1.1,0,0,204,194,4
277916,277912,"superbly hit, gets nicely forward, and presents the full face of the bat against a 138 kph delivery. He was able to time it so well because he pointed his front foot towards mid-on, to direct the ball. Good fielding from Boult in his followthrough",1,1.2,1.02,1.2,0,0,194,200,4
277916,277912,full and outside off - almost the sucker ball - Rahane baps it back to the bowler,1,1.3,1.03,1.3,0,0,182,258,4
277916,277912,"132kph, lets the back of a length delivery come on and guides it off the back foot to point",1,1.4,1.04,1.4,0,0,140,151,7
277916,277912,bang! Through the covers again! Flat track. Ball coming onto the bat. Rahane's in his element. He's even been gifted with all the width he could possibly want to get on the front foot and just hit through the line,1,1.5,1.05,1.5,4,4,8,175,6
277916,277912,"good length ball at 138 kph, defended",1,1.6,1.06,1.6,0,0,144,193,6
34102,232364,"shortish and outside off, Rohit taps it to point with soft hands",1,2.1,2.01,2.1,0,0,139,149,7
34102,232364,"a tinge of movement away from the bat, but it began early and Rohit is able to account for it by staying on the back foot and with a defensive bat",1,2.2,2.02,2.2,0,0,144,172,6
34102,232364,"fine bowling. He had gone wide of the crease for the outswinger - that seam is bolt upright, and the length is delightfully full. Southee wants Rohit to square up, but he doesn't and defends well",1,2.3,2.03,2.3,0,0,175,180,5
34102,232364,"<b>outside edge</b>! All he had to do was pull the length back just a bit, so that Rohit couldn't feel like he could reach the pitch of the ball with his front foot. Tentative push results and the outswing almost does its job",1,2.4,2.04,2.4,0,0,167,141,8
34102,232364,"slammed over mid-off as Rohit strides down the pitch, turns a length ball into a half-volley and lofts it over the in-field. Clearly great conditions to bat in",1,2.5,2.05,2.5,4,4,114,344,5
34102,232364,"huge appeal for lbw, could it have been sliding down? Southee angled a full delivery into the pads and had Rohit falling over as he tried to flick. Umpire Oxenford shakes his head",1,2.6,2.06,2.6,0,0,0,0,0
277916,277912,"132 kph, short of a length delivery angled in towards fourth stump. Rahane went for a late cut, as he does often in one-day cricket, but is too cramped",1,3.1,3.01,3.1,0,0,134,152,7
277916,277912,"his inswing seems to be accentuated with the angle from around the stumps. But the thing that did Rahane was the length - it doesn't let Rahane come forward, but he has to because it wasn't short. The batsman tries to play close to his body to limit the damage and gets an inside edge to square leg",1,3.2,3.02,3.2,0,0,226,181,3
277916,277912,waits on a back of a length delivery and steers the ball to point,1,3.3,3.03,3.3,0,0,151,145,7
277916,277912,"fuller delivery on off stump, Rahane drills it to mid-on and then points to some problems behind the bowler's arm",1,3.4,3.04,3.4,0,0,195,220,4
277916,277912,"gets ready for a flick to fine leg, but the short-pitched delivery may not have come onto him as he had hoped. Perhaps that's the length where some shenanigans can happen. Dig it in",1,3.5,3.05,3.5,0,0,0,0,0
277916,277912,"turns this to the left of fine leg, waiting nicely on the ball and positioning himself outside the line of the ball to bring his wrists into play",1,3.6,3.06,3.6,1,1,261,107,2
277916,232364,"back of a length and outside off, Rahane was looking to get on top of the bounce and slap it through the covers. Isn't able to",1,4.1,4.01,4.1,0,0,186,199,4
277916,232364,"drifts down the pads, Rahane was hoping to glance it away fine and get the maximum out of it, but could not connect",1,4.2,4.02,4.2,0,1,0,0,0
277916,232364,loads up the pull - he's quite good with that shot - and sends the short ball on middle and off stump to the left of long leg. Southee should get his bouncers higher. That was <i>just about</i> chest-high.,1,4.2,4.03,4.2,1,1,301,64,2
34102,232364,"114kph, slower ball on middle and leg, Rohit sees it and tucks the ball in front of square leg",1,4.3,4.04,4.3,1,1,288,72,2
277916,232364,"invites the drive outside off stump, Rahane is into his shot a bit too early. Inside edge sends the ball back down the pitch",1,4.4,4.05,4.4,0,0,182,204,4
277916,232364,"good length ball on off stump, defended",1,4.5,4.06,4.5,0,0,181,196,4
277916,232364,"lands the offcutter right up on off stump, Rahane keeps it out",1,4.6,4.07,4.6,0,0,174,184,5
34102,277912,"back of a length and outside off, as Boult continues bowling around the stumps, Rohit leaves",1,5.1,5.01,5.1,0,0,0,0,0
34102,277912,"good length, teasing Rohit outside off, doesn't want to have anything to do with it. No slips though.",1,5.2,5.02,5.2,0,0,0,0,0
34102,277912,"<b>extra bounce</b> beats the outside edge! The ball comes down with a wobbly seam, hits back of a length outside off, which is why Rohit went for the late cut to third man, but it kicks up more than he expects",1,5.3,5.03,5.3,0,0,0,0,0
34102,277912,nudges a length delivery on middle stump past the left of short midwicket,1,5.4,5.04,5.4,1,1,230,235,4
277916,277912,plays a very uncharacteristic shot - a rank slog - against a pretty good length delivery on off stump. Gets an inside edge onto his pads. India seem to be feeling just a bit under pressure,1,5.5,5.05,5.5,0,0,164,183,5
277916,277912,"back of a length on off stump, Rahane brings his wrists into play and taps the ball towards short midwicket. Only one run off the over. India going along at a run-rate of 3",1,5.6,5.06,5.6,0,0,207,186,3
34102,355269,"starts with a full delivery on middle, Rohit uses the angle and works it to deep square leg",1,6.1,6.01,6.1,1,1,277,167,3
277916,355269,"opens the face against a shortish delivery, having come forward, and runs it to backward point",1,6.2,6.02,6.2,0,0,136,146,7
277916,355269,"slides a full delivery down the leg side, Rahane had no hope of getting his bat to it though he did try with a flick",1,6.3,6.03,6.3,0,1,0,0,0
277916,355269,"back of a length and outside off, Rahane pats the ball to mid-off, and since the fielder is on the edge of the circle, there is opportunity for a quick single",1,6.3,6.04,6.3,1,1,131,235,5
34102,355269,gets up with the short delivery outside off and defuses it to the right of short midwicket. Soft hands. Good thinking to keep the singles going,1,6.4,6.05,6.4,1,1,225,176,3
277916,355269,"just short of a good length on off stump, Rahane defends",1,6.5,6.06,6.5,0,0,150,181,6
277916,355269,moves across onto off stump - almost premeditating - so he can nudge a shortish delivery outside off to the vacant square leg region,1,6.6,6.07,6.6,1,1,229,121,2
277916,277912,forces a length ball outside off stump to deep midwicket. Rahane seems to be playing some odd shots right now. Plonks his front leg across and slogs,1,7.1,7.01,7.1,1,1,312,189,3
34102,277912,lets the shortish delivery come on and dabs it to point. Soft hands allows him a simple single. That ball came up at hit Rohit's bat near the handle.,1,7.2,7.02,7.2,1,1,133,168,6
277916,277912,"sweet, glorious relief! Boult has been outstanding in this first spell - until this slower ball, which was wide and on the half-volley as well. Rahane sees it early and lifts it over extra cover. He was definitely eager to get on that.",1,7.3,7.03,7.3,4,4,25,259,6
277916,277912,"back of a length and outside off, taps it down",1,7.4,7.04,7.4,0,0,139,172,6
277916,277912,"the wicketkeeper can't reach it! The length ball was angled into middle and leg, then it seamed further away. Rahane tries a leg glance to no avail. Watling really should have got there, but he only put in a dive, without moving his feet towards the ball",1,7.5,7.05,7.5,0,5,0,0,0
277916,277912,"good length on off stump, defended to point",1,7.5,7.06,7.5,0,0,134,141,7
277916,277912,opens the face and glides the shortish delivery to deep third man. Twelve runs off the over. Would help these two settle,1,7.6,7.07,7.6,1,1,106,62,8
277916,232364,"fuller delivery just outside off, defended. Seems the slower ball too.",1,8.1,8.01,8.1,0,0,139,173,6
277916,232364,"length ball outside off, driven to the left of cover, where Neesham puts in a dive. Got a bad bounce, but got his body behind it",1,8.2,8.02,8.2,0,0,113,174,6
277916,232364,"full delivery on off stump, Rahane works it to long-on. Roll of the wrists to drag the ball over",1,8.3,8.03,8.3,1,1,233,316,4
34102,232364,"no messing around! Rohit reads the slower ball, shifts his weight back and heaves it with the offcut to deep midwicket. Santner patrols that boundary, running a long way to his left and doing extremely well to stop the boundary. He was right on the edge when he stuck out his left hand",1,8.4,8.04,8.4,2,2,334,237,3
34102,232364,moves back and flicks a shortish delivery on off stump through square leg,1,8.5,8.05,8.5,1,1,275,168,3
277916,232364,gets forward and blocks a good length ball outside off to point and throws a wry grin at his partner.,1,8.6,8.06,8.6,0,0,125,168,6
34102,355269,"slants the full ball down leg, Rohit flicks it to deep square leg",1,9.1,9.01,9.1,1,1,289,159,2
277916,355269,"chips it straight to short midwicket! The most innocuous of deliveries. Full on middle. There for the flick. But he has not timed the ball. It's that old weakness of his, unable to force the pace when the pitch becomes slow. He was not quite to the pitch of the ball, it held up on the surface a bit and he didn't make much of an effort the keep it down. The ball didn't come on, he found Latham",1,9.2,9.02,9.2,0,0,221,197,3
253802,355269,"<b>squared up first ball</b>! It's fullish on off stump, wobbling away just a bit, Kohli closes the bat face, looking for a single into the leg side, gets a leading edge to point",1,9.3,9.03,9.3,0,0,156,137,8
253802,355269,shuffles across outside off and pats a shortish delivery to the right of short midwicket. Enough for Kohli to scamper across for a quick single,1,9.4,9.04,9.4,1,1,222,180,3
34102,355269,"fuller delivery on off stump, driven to mid-off. That was the offcutter",1,9.5,9.05,9.5,0,0,161,239,5
34102,355269,"short and wide, Rohit bashes it to the point boundary. One-bounce. Nothing held back. Opportunities like this would ease India's tension. Not least because this pitch would only slow down further and become harder for batting in the second innings provided there is no dew",1,9.6,9.06,9.6,4,4,43,75,7
253802,502714,"starts with a shortish delivery on middle, Kohli rocks back and drills it to the left of long-off",1,10.1,10.01,10.1,1,1,68,273,6
34102,502714,<b>huge turn</b>. Big appeal for lbw Rohit had gone so far back and was right in front. But did it pitch outside leg? Yes. Top call from umpire Oxenford.,1,10.2,10.02,10.2,0,0,0,0,0
34102,502714,"now that he knows there is turn, Rohit plays with it, opening the face to point",1,10.3,10.03,10.3,0,0,147,145,7
34102,502714,"flighted delivery on the stumps, defended",1,10.4,10.04,10.4,0,0,188,193,4
34102,502714,rocks back and thumps a flatter delivery to extra cover,1,10.5,10.05,10.5,0,0,125,190,6
34102,502714,"shortish again and Rohit moves back, allowing himself the time to read the turn - slow turn - and flick it to the right of short midwicket",1,10.6,10.06,10.6,1,1,310,177,3
34102,355269,"back of a length and outside off, Rohit tries to steer the ball behind point, but the man has been placed really well",1,11.1,11.01,11.1,0,0,140,152,7
34102,355269,"wanted to nudge the shortish delivery off his pads to square leg. Does do so, but off the pad because the angle of the ball coming in was a bit acute",1,11.2,11.02,11.2,0,1,232,162,2
253802,355269,"sweet timing! Kohli gets the flick going, leaning over the fuller delivery on leg stump and watching the ball fly away to deep midwicket",1,11.3,11.03,11.3,1,1,327,180,3
34102,355269,"that's how you deal with a slow pitch. This was the offcutter, pitched short and just a shade outside off. Rohit had played this very ball to point earlier in the over. This time he shifts his weight back and powers the ball over mid-off. So powerful was the strike that it went for six. Leaves Kohli open-mouthed",1,11.4,11.04,11.4,6,6,89,355,5
34102,355269,,1,11.5,11.05,11.5,0,0,149,245,5
34102,355269,"fuller delivery outside off, driven to mid-off",1,11.6,11.06,11.6,0,0,144,247,5
253802,502714,"moves back to a flatter delivery on leg stump, accounts for the turn and pats the ball into the covers. Point has to run in, and to his right, by which time Kohli is safely at the non-stirkers'",1,12.1,12.01,12.1,1,1,136,166,6
