batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
55354,481896,begins with a back of a length which is tucked away softly on the leg side,1,0.1,0.01,0.1,0,0,213,183,3
55354,481896,"short of a length outside of off, with some movement away, as Chamu looked for the cut",1,0.2,0.02,0.2,0,0,0,0,0
55354,481896,shortish length outside of off which is run away through third man to get Zimbabwe off the mark,1,0.3,0.03,0.3,1,1,135,38,8
55608,481896,"gets good carry to this shortish length going down the pads, with the batsman fending this away behind of square on the leg side",1,0.4,0.04,0.4,0,1,235,127,2
55354,481896,"fires a short of a length which hones in on the thigh guard of Chamu, as he failed to get away the glance",1,0.5,0.05,0.5,0,0,0,0,0
55354,481896,"pitched up, but well wide of off, as this swung away",1,0.6,0.06,0.6,0,1,0,0,0
55354,481896,finishes with a back of a length which curls away a touch as Chamu went fishing after it,1,0.6,0.07,0.6,0,0,0,0,0
55608,376116,straight away on target with this length delivery just outside of off which is given respect by the batsman,1,1.1,1.01,1.1,0,0,128,185,6
55608,376116,"far too short outside of off as this is struck away through backward point, with Rohit putting in a fine, athletic stop to his left to intercept the ball",1,1.2,1.02,1.2,0,0,104,188,6
55608,376116,"now flicks away this straight delivery on the pads, with this ending up at deep fine leg",1,1.3,1.03,1.3,1,1,292,85,2
55354,376116,"strikes the pads of Chamu, with Yadav going up for the appeal, but the umpire was not interested. Looks like this may have been slipping down leg, with height another factor",1,1.4,1.04,1.4,0,0,0,0,0
55354,376116,outswinger which the batsman shoulders arms to,1,1.5,1.05,1.5,0,0,0,0,0
55354,376116,"fuller length on the pads which is tucked away behind of square. However, the fielder in the vicinity fires the throw wide of the mark as the batsmen were under pressure in going for that second",1,1.6,1.06,1.6,2,2,315,131,2
55608,481896,able to glance away a single down the pads through fine leg,1,2.1,2.01,2.1,1,1,254,46,1
55354,481896,"short of a length, outside of off, which is chopped away past the keeper through fine leg for a boundary",1,2.2,2.02,2.2,4,4,216,12,1
55354,481896,"fuller delivery on and around leg which strikes the pads as the Indian make a clamour for leg before, but the umpire remains nonplussed. Probably going down leg there",1,2.3,2.03,2.3,0,0,0,0,0
55354,481896,short of a length outside of off which is cut away to the man at point,1,2.4,2.04,2.4,0,0,116,192,6
55354,481896,short of a length which beat Chamu for pace as he gets struck on top of the pads,1,2.5,2.05,2.5,0,0,0,0,0
55354,481896,short of a length outside of off which swings away a great deal as MS shuffled over to the right,1,2.6,2.06,2.6,0,0,0,0,0
55608,376116,defends this length delivery outside of off back to the bowler in his follow through,1,3.1,3.01,3.1,0,0,161,202,5
55608,376116,short of a length which is defended away to the leg side,1,3.2,3.02,3.2,0,0,154,192,5
55608,376116,"fuller length outside of off which catches the outside edge of this flash from Mt Masakadza, with the ball carrying low to the keeper",1,3.3,3.03,3.3,0,0,169,105,8
290462,376116,full delivery on the pads which is flicked away through backward square,1,3.4,3.04,3.4,2,2,315,134,2
290462,376116,shoulders arms to this shortish length which shapes away outside of off stump,1,3.5,3.05,3.5,0,0,0,0,0
290462,376116,"full delivery, just outside of off, which is edged away unintentionally to the slip, but this one carried just short",1,3.6,3.06,3.6,0,0,156,109,8
55354,481896,"tries to work away this back of a length through mid-on, but doesn't quite get it away",1,4.1,4.01,4.1,0,0,218,191,3
55354,481896,"is nice enough to provide a courtesy helmet check for the batsman, but it appears Chamu doesn't want any part of it",1,4.2,4.02,4.2,0,0,0,0,0
55354,481896,"back of a length outside of off and another one bites the dust for Zimbabwe as now both openers are back in the shed after Chamu played half-heartedly at this delivery from Shami, providing a thick edge to Dhawan at slip, who took it just to the right of his position",1,4.3,4.03,4.3,0,0,165,95,8
55814,481896,"continues to attack that fourth stump line, at a back of a length, as Taylor is enticed to have a flash",1,4.4,4.04,4.4,0,0,0,0,0
55814,481896,sensibly shoulders arms to this length delivery outside off stump from Shami,1,4.5,4.05,4.5,0,0,0,0,0
55814,481896,able to cover the line of this length delivery just outside of off,1,4.6,4.06,4.6,0,0,153,195,5
290462,376116,gets appreciable away movement to this length delivery outside of off,1,5.1,5.01,5.1,0,0,0,0,0
290462,376116,allows this one to fly through as well outside his off stump,1,5.2,5.02,5.2,0,0,0,0,0
290462,376116,jabs away this back of a length towards the fielder at cover,1,5.3,5.03,5.3,0,0,112,179,6
290462,376116,short of a length which strikes the thigh guard as he ends up being late on it,1,5.4,5.04,5.4,0,0,0,0,0
290462,376116,pitched up outside off as this one is driven back to Yadav,1,5.5,5.05,5.5,0,0,159,200,5
290462,376116,"length delivery on the pads which is fended away by the batsman, but close to the body, to end the over",1,5.6,5.06,5.6,0,0,212,175,3
55814,481896,fuller length outside of off which is allowed to sail through to MS,1,6.1,6.01,6.1,0,0,0,0,0
55814,481896,gets this one to seam in upon pitching on a back of a length just outside off stump,1,6.2,6.02,6.2,0,0,195,201,4
55814,481896,"tries to ramp this bouncer from Shami, but is unable to make a connection with the delivery as MS leapt to take this",1,6.3,6.03,6.3,0,0,0,0,0
