batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
277916,670031,"gets some drift away outside off, takes it too far away from the batsman and called a wide",1,0.1,0.01,0.1,0,1,0,0,0
277916,670031,"just short of good length, closer to off but still wide enough to be left alone",1,0.1,0.02,0.1,0,0,0,0,0
277916,670031,"short of good length, again fired well outside off and drifting away, wide signalled again",1,0.2,0.03,0.2,0,1,0,0,0
277916,670031,"beauty! That's a much better line, almost forces the batsman to play at it as it is fired just outside off, kicks off from short of good length and squares up Rahane, really gets up and gets him into a tangle",1,0.2,0.04,0.2,0,0,0,0,0
277916,670031,"follows up with another short ball but this one does not come on at such an awkward height, Rahane is waiting on the backfoot and swivels around with the pull through backward square leg",1,0.3,0.05,0.3,4,4,340,96,2
277916,670031,"good length, angling in on off, Rahane lunges forward and punches into the covers",1,0.4,0.06,0.4,0,0,139,191,6
277916,670031,"that's a lovely shot, short of good length and angled in to the batsman, Rahane leans back and just opens the face of the bat to steer to square third man",1,0.5,0.07,0.5,1,1,79,78,7
28235,670031,"fullish length, blocked back to the bowler",1,0.6,0.08,0.6,0,0,181,188,4
277916,391485,"good length, angled in on off, Rahane comes forward and pushes and finds the outside part of the bat as the ball rolls away to third man",1,1.1,1.01,1.1,1,1,109,61,8
28235,391485,"short of a length, angled across, Dhawan defends with an open bat face into the covers",1,1.2,1.02,1.2,0,0,219,170,3
28235,391485,"back of a length around middle, Dhawan drops it into the covers region and sets off for a very quick single, they complete easily even as the fielder comes charging in",1,1.3,1.03,1.3,1,1,211,181,3
277916,391485,nice shape on that one. Angles it in but from wide of the crease to find the outside part of Rahane's bat as he presses forward with soft hands,1,1.4,1.04,1.4,1,1,105,49,8
28235,391485,"fullish length, angled across, ends up coming on at around the fourth or fifth-stump channel as Dhawan shoulders arms",1,1.5,1.05,1.5,0,0,0,0,0
28235,391485,"fuller ball, pushed out to point with a slightly open bat face",1,1.6,1.06,1.6,0,0,241,174,3
277916,670031,"has that travelled the distance? Short and wide and Rahane pounces on it to flay it uppishly with a slice over backward point. It does go all the way, beating third man to his right",1,2.1,2.01,2.1,6,6,38,77,7
277916,670031,"good length, just outside off and look at that for timing. Comes forward and pushes it out gently past mid-on. Bishoo gives it a chase and probably because of the dampness, ends up slipping slightly as he slides and pushes the ball away",1,2.2,2.02,2.2,3,3,196,317,4
28235,670031,"fuller, on the fifth-stump channel, drilled hard towards mid-off",1,2.3,2.03,2.3,0,0,198,224,4
28235,670031,"hits the blockhole around the leg stump channel, Dhawan backs away and digs it out back to the bowler",1,2.4,2.04,2.4,0,0,168,198,5
28235,670031,"length, angled across on off, punched to point from the crease",1,2.5,2.05,2.5,0,0,214,188,3
28235,670031,"just back of a length, pitching outside leg, Dhawan turns it away behind square on the leg side for one",1,2.6,2.06,2.6,1,1,77,156,7
28235,391485,"full and wide, has to really reach out and does not find the middle of the bat as he slashes hard",1,3.1,3.01,3.1,0,0,191,197,4
28235,391485,"shot, what a shot! Short, all the width Dhawan is looking for and he lays into a square cut, flays it off the backfoot and beats point diving to his right",1,3.2,3.02,3.2,4,4,351,148,2
28235,391485,"overcompensates with the length and offers up a half-volley outside off, Dhawan gets the front foot across and drives crisply through covers",1,3.3,3.03,3.3,4,4,335,275,3
28235,391485,"short of good length, Dhawan stabs it out to the left of point who gets around it",1,3.4,3.04,3.4,0,0,225,178,3
28235,391485,"good length on off, drops it to point with an open bat face for a quick single",1,3.5,3.05,3.5,1,1,220,170,3
277916,391485,"short of a length, angling in, steered to backward point",1,3.6,3.06,3.6,0,0,148,144,7
28235,315594,"short of a length, Dhawan backs away and punches it out to extra cover",1,4.1,4.01,4.1,0,0,217,194,3
28235,315594,"sliding in on leg on a length, tucked off the pads to square leg",1,4.2,4.02,4.2,1,1,129,179,6
277916,315594,"length, tucked with the spin to deep square leg",1,4.3,4.03,4.3,1,1,275,156,2
28235,315594,"just back of a length, Dhawan waits for it to spin away before punching it hard off the backfoot to long-on",1,4.4,4.04,4.4,1,1,132,311,5
277916,315594,"length, Rahane shifts back and defends, ends up chopping it into the surface",1,4.5,4.05,4.5,0,0,160,167,6
277916,315594,"just short of good length, backs away and cuts but can't find the gap between cover and point",1,4.6,4.06,4.6,0,0,125,190,6
