batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
431901,481896,"hints of swing back in from length on middle, deflects off the thigh pad to square leg. Beaten for pace first up",1,0.1,0.01,0.1,0,1,142,142,7
443150,481896,"skiddly length ball on middle, this one nips back in, tucked to midwicket. 136kph",1,0.2,0.02,0.2,0,0,206,192,4
443150,481896,risky single. Tapped to Jadhav at square leg as they scampered through. Direct hit wouldn't have mattered as Lewis was just in. The fielder was slightly late to move to his right that time,1,0.3,0.03,0.3,1,1,231,176,3
431901,481896,hops back and across to punch the length ball on middle to mid-on,1,0.4,0.04,0.4,0,0,173,195,5
431901,481896,uses the depth of the crease to bunt this one to the short cover region,1,0.5,0.05,0.5,0,0,200,194,4
431901,481896,"short of length down leg, helped to fine leg. Didn't get hold of it as much as he would've liked.",1,0.6,0.06,0.6,1,1,122,43,8
431901,376116,"shapes to cut, no timing whatsoever. Chopped to the man coming in from point as they scamper through",1,1.1,1.01,1.1,1,1,210,174,3
443150,376116,"poor ball. Errs in line this time. Slides a short of length delivery down leg, Hope tickles it fine. No chance for fine leg. Got enough bat on it. Easy pickings",1,1.2,1.02,1.2,4,4,233,11,1
443150,376116,"too short outside off, he rocks back and frees his arms to flay this behind point. Dinesh Karthik with a sliding stop at square third man. Full-length dive across the turf",1,1.3,1.03,1.3,2,2,31,146,7
443150,376116,risky. Hops across to whip this to square leg. This one kept a touch low. Would've been plumb in front had he missed it,1,1.4,1.04,1.4,0,0,220,181,3
443150,376116,sprays this way outside off at length. Perhaps slipped out of his hand. Stiff breeze across the ground may have played its part,1,1.5,1.05,1.5,0,1,0,0,0
443150,376116,gets on top of the bounce and defends this towards point,1,1.5,1.06,1.5,0,0,128,181,6
443150,376116,"hint of away movement from length outside off, left alone",1,1.6,1.07,1.6,0,0,0,0,0
431901,625371,"floats this full on off stump, driven to mid-off",1,2.1,2.01,2.1,0,0,201,235,4
431901,625371,angles a back of length delivery across the left-hander who defends firmly off the backfoot,1,2.2,2.02,2.2,0,0,188,237,4
431901,625371,width and punished. Punched into the gap between cover and point. Slow outfield aids Jadeja who sprints behind that to pull it back in. Lovely timing,1,2.3,2.03,2.3,3,3,341,200,3
443150,625371,whips this full delivery from off stump towards mid-on,1,2.4,2.04,2.4,0,0,218,234,4
443150,625371,"back of length outside off, not much movement this time, watched through to Dhoni",1,2.5,2.05,2.5,0,0,0,0,0
443150,625371,"full and straight on off, drives but gets a thick inside edge towards mid-on",1,2.6,2.06,2.6,0,0,208,227,4
431901,481896,"hint of away movement off the deck from length on middle, defended firmly",1,3.1,3.01,3.1,0,0,200,202,4
431901,481896,"nips this away from short of length area on middle, once again Lewis hops back and across to defend this with a straight bat",1,3.2,3.02,3.2,0,0,180,196,4
431901,481896,"short on leg stump, pulled to Dinesh Karthik at fine leg",1,3.3,3.03,3.3,1,1,100,49,8
