batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
56194,326016,"length ball slanted across the left-hander into a wide-ish channel outside off, left alone",1,0.1,0.01,0.1,0,0,0,0,0
56194,326016,"and again, angled into the fifth-stump channel, trying to invite the loose drive away from the body. Tamim doesn't oblige",1,0.2,0.02,0.2,0,0,0,0,0
56194,326016,"length ball on off stump now, Tamim defends with a half-stride forward and across. Played slightly across his front pad there. Might be a little dangerous if Bhuvneshwar can swing it into him",1,0.3,0.03,0.3,0,0,132,187,6
56194,326016,"finds a tiny bit of movement in to cramp Tamim on a middle-and-off line. Starts shorter than the previous ball, and he lets it come on and tucks it into the square leg region",1,0.4,0.04,0.4,1,1,104,135,7
436677,326016,"fullish, fourth-stump channel, no swing, left alone",1,0.5,0.05,0.5,0,0,0,0,0
436677,326016,"bowled him! Not the greatest shot from Sarkar there. Length ball, angling away wide of off stump, and his front foot goes nowhere as he reaches out to drive. Plays with an angled bat, and can only chop it onto his stumps",1,0.6,0.06,0.6,0,0,183,160,1
56194,625383,"too straight, starts with one on Tamim's legs and he tucks it away fine, too fine for fine leg to run around and stop the boundary",1,1.1,1.01,1.1,0,4,159,7,8
56194,625383,"length ball angling into middle and off, gets a stride forward and uses the angle to work it away through backward square leg",1,1.2,1.02,1.2,1,1,76,78,7
373538,625383,"fullish, too much width, and even though it wasn't a half-volley, Sabbir puts it away easily, gets forward and drives with a full follow-through through point",1,1.3,1.03,1.3,4,4,13,180,6
373538,625383,"ooh, this one nipped back quite a bit from outside off, exaggerating Bumrah's angle into the right-hander. Came forward to defend, and the ball zipped between bat and pad and over middle stump",1,1.4,1.04,1.4,0,0,0,0,0
373538,625383,"back of a length, a bit of width again, slashed away to third man, off the outside half of the bat",1,1.5,1.05,1.5,1,1,140,20,8
56194,625383,"good ball, hits the pitch hard just short of a good length, in the corridor, and gets it to straighten a touch with steep carry. Good leave from Tamim, just pulled his bat away from the line of the ball and let it pass",1,1.6,1.06,1.6,0,0,0,0,0
373538,326016,"length ball on off stump, defended",1,2.1,2.01,2.1,0,0,133,183,6
373538,326016,"length ball again, a touch wider outside off, defended to cover point",1,2.2,2.02,2.2,0,0,129,134,7
373538,326016,down the track comes Sabbir and he gets some width from Bhuvneshwar. Just frees his arms and lofts that over extra-cover,1,2.3,2.03,2.3,4,4,96,336,5
373538,326016,"ooh, full, a bit of inswing towards off stump. Sabbir was looking to drive into the off side, gets a thick inside edge that runs away through backward square leg",1,2.4,2.04,2.4,2,2,320,137,2
373538,326016,"there's that inswing again. This one starts from just back of a length, and Sabbir, looking to go on the back foot, can't connect with his hurried flick. Hits him on his thigh pad",1,2.5,2.05,2.5,0,0,0,0,0
373538,326016,"shot, shot. A touch too full this time, outside off, and Sabbir opens his bat face and just eases it through cover point. His two previous fours were hit with extravagant follow-throughs. This one he just timed",1,2.6,2.06,2.6,4,4,15,224,6
56194,625383,"good ball, again gets it to straighten in the corridor outside the left-hander's off stump. The length brings Tamim half-forward, and the movement beats the outside edge of his defensive bat",1,3.1,3.01,3.1,0,0,0,0,0
56194,625383,"strays onto Tamim's legs, and he tucks it away to fine leg",1,3.2,3.02,3.2,0,1,142,31,8
373538,625383,"back of a length, angling into middle and off, blocked back to the bowler",1,3.3,3.03,3.3,0,0,204,196,4
373538,625383,"back of a length close to off stump, defended to Dhawan in that short cover point position",1,3.4,3.04,3.4,0,0,134,176,6
373538,625383,"once again he charges out of his crease, and gets close to the pitch of the ball. Has to make himself a bit of room because of Bumrah's inward angle, and he lofts inside-out over mid-off. Doesn't really middle it, hits close to the toe end but he manages to clear mid-off comfortably",1,3.5,3.05,3.5,4,4,136,353,5
373538,625383,"back of a length on off stump, defended into the covers",1,3.6,3.06,3.6,0,0,137,193,6
56194,326016,"back of a length, pitching just outside leg. Straightens a touch into Tamim's body, and it hits his thigh pad as he misses the leg-side tuck",1,4.1,4.01,4.1,0,0,0,0,0
56194,326016,"ooh, this one goes the other way and opens Tamim up. Fuller, starts from outside leg stump. Looks to close his bat face and work it through square leg, and the leading edge flies wide of second slip",1,4.2,4.02,4.2,4,4,237,18,1
56194,326016,"back of a length on leg stump, lets it come on and dabs softly into the midwicket region",1,4.3,4.03,4.3,1,1,144,193,6
373538,326016,"back of a length, angling in towards off stump, goes back and across to defend back to the bowler",1,4.4,4.04,4.4,0,0,200,196,4
