batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
226492,376116,some swing straight away. Doesn't pose much threat to the batsman though with Yadav lining a good length ball well outside off and allowing Guptill the luxury of a leave,1,0.1,0.01,0.1,0,0,0,0,0
226492,376116,"that's better. Applause from a well-packed slip cordon as they wanted a fuller delivery on fifth stump curving away from the right-hander. Guptill, wisely, left it alone",1,0.2,0.02,0.2,0,0,0,0,0
226492,376116,"oooh, went for a drive on the up, and the ball just dies on the fielder at mid-off.",1,0.3,0.03,0.3,1,1,149,233,5
388802,376116,"good length ball on off stump, defended with a little stride forward and head over the ball",1,0.4,0.04,0.4,0,0,208,186,3
388802,376116,attempt at a quick single after Latham tapped the back of a length ball down into the off side. The men in the ring are too quick for such things,1,0.5,0.05,0.5,0,0,192,198,4
388802,376116,"<b>inside edge</b> as Latham is unsure whether to play with a horizontal or a vertical bat. The ball was short, but the line was too close, cramping him and creating the uncertainty",1,0.6,0.06,0.6,1,1,117,41,8
388802,625371,"132kph, starts with a very wide delivery outside off. It was a drivable length, but Latham is happy to see it through to the wicketkeeper",1,1.1,1.01,1.1,0,0,0,0,0
388802,625371,continues plying the left-hander with teasers outside off. Latham adamantly leaves,1,1.2,1.02,1.2,0,0,0,0,0
388802,625371,third time's not the charm. Pandya's line strays a little too far away outside off for the umpire's liking. His length has been good though,1,1.3,1.03,1.3,0,1,0,0,0
388802,625371,"hits a good length, but the angle is again going across Latham. Once he knew it pitched outside off, he could leave again. His fourth in a row",1,1.3,1.04,1.3,0,0,0,0,0
388802,625371,"132 kph, that's nice. A lot closer to Latham's off stump, but he continues to leave the ball",1,1.4,1.05,1.4,0,0,0,0,0
388802,625371,finally throws his hands at a wide one and he gets an outside edge to third man. A shorter length has drawn him into the shot,1,1.5,1.06,1.5,1,1,306,80,2
226492,625371,<b>indecision</b>! And he has somehow put bat to ball while trying to leave it outside off. A fifth stump line created doubts in his mind. He was bowled off the elbow playing his very shot in the Tests. This time he gets a single to third man,1,1.6,1.07,1.6,1,1,132,65,8
226492,376116,"the drive on the up, promising signs for a batsman. Guptill came forward and lashed a wide, length ball through point.",1,2.1,2.01,2.1,4,4,5,190,6
226492,376116,"back of a length on off stump, defended into the covers. Kohli at short cover came at the ball, and takes a tumble having lost his footing. May have hurt his left hand, the fingers jammed into the hard turf",1,2.2,2.02,2.2,0,0,150,189,6
226492,376116,brings a straight bat down on a length ball attacking middle stump.,1,2.3,2.03,2.3,0,0,217,221,4
226492,376116,"indulges in a shimmy down the pitch, and makes room to open up the off side. But Yadav folllows him with a back of a length delivery. The batsman adjusts with a single to mid-on",1,2.4,2.04,2.4,1,1,236,202,3
388802,376116,"straight bat push to mid-off, but since he played it with soft hands, Pandya has to rush forward, and to his right a bit to get to the ball. And in that time, they've taken another quick single",1,2.5,2.05,2.5,1,1,218,200,3
226492,376116,"back of a length on off stump, and it is that length that allows Guptill the time to get back and across and work it wide of mid-on",1,2.6,2.06,2.6,1,1,241,203,3
226492,625371,"he has smashed that! That shot must have been bubbling up all through the tour! He came at the ball, cleared the front leg and swung free. More importantly, he swung straight. That's his strength and it <b>hits the third tier of the stands</b> over long-on",1,3.1,3.01,3.1,6,6,314,310,4
226492,625371,,1,3.2,3.02,3.2,0,0,159,162,7
