batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
277916,8608,"nice outswinger from length outside the off stump, Rahane leans forward and lets it go",1,0.1,0.01,0.1,0,0,0,0,0
277916,8608,"brings it in towards the off stump now, Rahane defends with soft hands on the leg side",1,0.2,0.02,0.2,0,0,202,183,3
277916,8608,"back to outside off on good length, pushed into the covers, he looks for one but there isn't one",1,0.3,0.03,0.3,0,0,144,187,6
277916,8608,"that's WACA for you! Pitched on short of length outside off this time and it takes off, Rahane poked and missed",1,0.4,0.04,0.4,0,0,0,0,0
277916,8608,takes a small step down this time but the ball beats him and hits him on the body outside off,1,0.5,0.05,0.5,0,0,127,159,7
277916,8608,wider outside off and he guides it to third man to get off the mark,1,0.6,0.06,0.6,1,1,53,99,7
277916,247235,"outside off just short of length, Rahane cuts it to third man for one",1,1.1,1.01,1.1,1,1,85,123,7
28235,247235,this one was outside leg but the extra bounce nearly had Dhawan hand a chance on the off side. Leading edge didn't go too far,1,1.2,1.02,1.2,0,0,219,170,3
28235,247235,"outside the off stump with the angle, left alone",1,1.3,1.03,1.3,0,0,0,0,0
28235,247235,"<b>run out chance</b>! Dhawan is desperate to get off the mark, he defends the straighter delivery on off and sets off, Woakes gets to the ball and rolls it back but misses, Dhawan was way out of the crease",1,1.4,1.04,1.4,0,0,195,182,4
28235,247235,gets width outside off now and he taps it towards third man to get off the mark,1,1.5,1.05,1.5,1,1,297,118,2
277916,247235,"pushes and misses! Outswinger well outside off, Rahane leans forward to chase and misses",1,1.6,1.06,1.6,0,0,0,0,0
28235,8608,"way outside the off stump and angling away, left alone",1,2.1,2.01,2.1,0,0,0,0,0
28235,8608,"better line now, it's closer to off, still angling away and he lets it go",1,2.2,2.02,2.2,0,0,0,0,0
28235,8608,touch closer to off stump again and Dhawan watches it go to the keeper,1,2.3,2.03,2.3,0,0,0,0,0
28235,8608,gets the quick single this time - defends the straighter delivery on off and Rahane responds quickly for the run,1,2.4,2.04,2.4,1,1,196,181,3
277916,8608,"beaten! He just doesn't bowl loose deliveries - angled in from outside off, but it held its line after pitching as Rahane looked to defend it",1,2.5,2.05,2.5,0,0,0,0,0
277916,8608,length delivery closer to off and Rahane defends it into the covers,1,2.6,2.06,2.6,0,0,162,182,6
28235,247235,"short ball outside leg, good bounce and it's tucked towards square leg and that's another quick single",1,3.1,3.01,3.1,1,1,152,189,6
277916,247235,"back of length with room outside off, taps it to third man for one",1,3.2,3.02,3.2,1,1,86,73,7
28235,247235,"short of length on middle, defended with soft hands on off for one more quick single",1,3.3,3.03,3.3,1,1,203,187,3
277916,247235,takes a step down the pitch and guides the outswinger to third man for one more,1,3.4,3.04,3.4,1,1,71,72,7
28235,247235,one more quick single before anyone realises. Dhawan defended the length ball on the off side not far from the pitch and Rahane completed the run in no time,1,3.5,3.05,3.5,1,1,200,163,2
277916,247235,"straighter delivery towards middle stump, pushed down to mid on",1,3.6,3.06,3.6,0,0,207,233,4
28235,8608,"angles away the length delivery from outside off, left alone carefully",1,4.1,4.01,4.1,0,0,0,0,0
28235,8608,"similar line on good length outside off, he leaves again",1,4.2,4.02,4.2,0,0,0,0,0
28235,8608,on off stump now and Dhawan leans forward to push the ball towards point. Extra bounce surprised him a bit,1,4.3,4.03,4.3,0,0,228,172,3
28235,8608,"on off and shaping away, pushed to cover point this time",1,4.4,4.04,4.4,0,0,232,185,3
28235,8608,"bit of room, Dhawan cuts off the back foot but Morgan dives at point to save a few runs",1,4.5,4.05,4.5,0,0,234,175,3
28235,8608,back to outside off and Dhawan lets it go easily,1,4.6,4.06,4.6,0,0,0,0,0
277916,247235,takes a step down to make room and lofts it over the in-field for two,1,5.1,5.01,5.1,2,2,118,300,5
277916,247235,"fullish on the pads, flicked straight to midwicket",1,5.2,5.02,5.2,0,0,237,183,3
277916,247235,width outside off and Rahane cuts it to third man for one,1,5.3,5.03,5.3,1,1,66,73,7
28235,247235,"he gets room too and capitalises by cutting it slightly late to beat backward point and third man, both",1,5.4,5.04,5.4,4,4,326,80,2
28235,247235,"fullish on middle and off, pushed into the covers for a single",1,5.5,5.05,5.5,1,1,232,218,4
277916,247235,"more room outside off for Rahane, who taps it to third man for one",1,5.6,5.06,5.6,1,1,68,81,7
277916,8608,"angled towards the legs, deflected off the pads behind square on leg for one",1,6.1,6.01,6.1,0,1,217,127,1
28235,8608,"length delivery on off stump, he defends on the off side off the front foot",1,6.2,6.02,6.2,0,0,206,181,3
28235,8608,"bit towards middle and leg now, tucked to midwicket",1,6.3,6.03,6.3,0,0,131,188,6
28235,8608,"well outside off and shaping away, he lets it go",1,6.4,6.04,6.4,0,0,0,0,0
28235,8608,"right on the middle stump on length, he defends it back",1,6.5,6.05,6.5,0,0,153,190,6
28235,8608,"on the pads outside leg, tucked away behind square for one",1,6.6,6.06,6.6,1,1,116,139,7
28235,247235,"just outside leg on the pads, pushed down to mid on",1,7.1,7.01,7.1,0,0,162,217,5
28235,247235,"length delivery on middle stump, it shapes away and takes a very thick outside edge to go to third man for one",1,7.2,7.02,7.2,1,1,260,75,1
277916,247235,"gets room outside off, it's slightly full and Rahane swings his arms to drive it into the covers",1,7.3,7.03,7.3,1,1,113,206,6
28235,247235,"middle stump line, drives it down to mid off off the front foot",1,7.4,7.04,7.4,0,0,202,242,4
28235,247235,"fuller on the middle stump, driven firmly into the covers by opening the face of the bat",1,7.5,7.05,7.5,1,1,246,219,3
277916,247235,"goes over the top again, this time a thick edge as he lofted it over point towards third man for one",1,7.6,7.06,7.6,1,1,48,141,7
277916,8608,"comes down the track, Anderson angles it in from short of length and Rahane tucks it awkwardly to the leg side",1,8.1,8.01,8.1,0,0,222,183,3
277916,8608,bit too full on off stump and Rahane lofts it over mid on with the wrists to get two,1,8.2,8.02,8.2,2,2,252,294,4
277916,8608,"this one comes in sharply from outside off as Rahane looked to tap it to third man, doesn't go too far",1,8.3,8.03,8.3,0,0,138,143,7
277916,8608,"another lofted shot, another one clears the in-field on the off side and another couple for two. He's not able to middle these properly for boundaries",1,8.4,8.04,8.4,2,2,39,192,6
277916,8608,"on length now just outside off, Rahane nudges it down to third man",1,8.5,8.05,8.5,1,1,94,66,8
28235,8608,"outside leg and towards the pads, struck outside leg as he tries to whip it away",1,8.6,8.06,8.6,0,0,234,163,2
277916,10617,"short of length outside off, Rahane defends it towards point",1,9.1,9.01,9.1,0,0,139,163,7
277916,10617,that's too wide outside off and Rahane slashes it with a swing of his arms and that's his first four,1,9.2,9.02,9.2,4,4,9,162,7
277916,10617,"full on off stump, pushed firmly down the ground over Broad's head",1,9.3,9.03,9.3,0,0,177,191,5
277916,10617,"length delivery outside the off stump, defends it into the covers",1,9.4,9.04,9.4,0,0,146,181,6
277916,10617,"just outside off again, pushed back to the bowler",1,9.5,9.05,9.5,0,0,172,198,5
