batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
34102,47492,"just short of length with some away movement well outside off, Rohit chops it to point",1,0.1,0.01,0.1,0,0,113,148,7
34102,47492,"on good length outside off, some outswing again and Rohit leaves this time",1,0.2,0.02,0.2,0,0,0,0,0
34102,47492,"on the stumps now at 134kph, Rohit flicks it tentatively in the air and it falls well short of midwicket",1,0.3,0.03,0.3,0,0,219,198,3
34102,47492,"tough further towards leg stump and Rohit flicks it much better this time, and there's a deep midwicket to keep it to one",1,0.4,0.04,0.4,1,1,324,193,3
28235,47492,"little back of length around off stump, Dhawan stays back and defends close to himself",1,0.5,0.05,0.5,0,0,214,189,3
28235,47492,"bit too full outside off, Dhawan drives beautifully through the covers and the mid-off fielder dives to his right to save three",1,0.6,0.06,0.6,1,1,243,230,4
28235,550215,"starts on the pads, Dhawan tucks it easily to the midwicket region for one",1,1.1,1.01,1.1,1,1,147,164,7
34102,550215,"good bounce for that one at 140kph, Rohit came forward a bit and defended the back of length ball outside off",1,1.2,1.02,1.2,0,0,135,178,6
34102,550215,on the stumps now and Rohit flicks it away in the air over midwicket. There's no deep midwicket this time and Rohit has connected enough to send it for four,1,1.3,1.03,1.3,4,4,354,240,3
34102,550215,"short of length outside off, Rohit pokes at it away from the body to help it to third man",1,1.4,1.04,1.4,1,1,82,72,7
28235,550215,"short of length around off, Dhawan stays back and gets a thick edge to third man for one",1,1.5,1.05,1.5,1,1,247,56,1
34102,550215,"short ball goes towards the leg side, Rohit got into a position to hook but didn't go ahead with the shot and it goes just over him. Not called a wide",1,1.6,1.06,1.6,0,0,0,0,0
28235,439952,"touch short of length around off, Dhawan helps it into the covers",1,2.1,2.01,2.1,0,0,236,153,2
28235,439952,"shorter and closer to off, Dhawan doesn't move his feet at all and swings and misses",1,2.2,2.02,2.2,0,0,0,0,0
28235,439952,width on the off side and Dhawan slams it through the covers for mid-off to keep it to one again,1,2.3,2.03,2.3,1,1,227,196,3
34102,439952,"short fine leg is in, he gets a short ball and pulls it fine on the leg side for four pretty easily",1,2.4,2.04,2.4,4,4,265,29,1
34102,439952,"again, and that's <strong>just</strong> over short fine leg now, Rabada fielder there. Rohit pulled the short ball again, didn't get enough height and Rabada jumped but it just escaped him",1,2.5,2.05,2.5,4,4,294,43,1
34102,439952,"right on the off stump now, Rohit defends it back with a straight bat",1,2.6,2.06,2.6,0,0,143,190,6
28235,550215,little bit of width on the off side and Dhawan guides it late to third man for one,1,3.1,3.01,3.1,1,1,240,43,1
34102,550215,"back of length on off again, Rohit defended it late to beat backward point and wanted one straightaway. Dhawan wanted to wait and watch if backward point got a hand to it or not and they eventually go for the single",1,3.2,3.02,3.2,1,1,83,80,7
28235,550215,"short ball towards the ribs, Dhawan pulls it awkwardly to square leg. Oh, the fielder gets a direct hit and they get one more",1,3.3,3.03,3.3,1,1,101,88,7
34102,550215,"another short ball, another pull, another four from Rohit! This time he makes sure it's far from short fine leg and sent it flying, to the fielder's left",1,3.4,3.04,3.4,4,4,334,84,2
34102,550215,"back of length towards middle and leg, he defends on the leg side",1,3.5,3.05,3.5,0,0,196,189,4
34102,550215,"143.4kph, short again and now Rohit goes on his toes to tuck it along the ground behind square on leg and keeps strike",1,3.6,3.06,3.6,1,1,271,89,2
34102,439952,"back of length outside off, Rohit defends with soft hands into the covers and says no. Dhawan wanted one but was sent back",1,4.1,4.01,4.1,0,0,143,192,6
34102,439952,"touch fuller and Rohit drives it nicely into the covers, straight to the fielder",1,4.2,4.02,4.2,0,0,137,231,5
34102,439952,"back of length, bit of width outside off and he slices it late to third man for one",1,4.3,4.03,4.3,1,1,76,73,7
28235,439952,"bit full around off, Dhawan pushes it down towards mid-off and AB has a shy at the stumps, misses and Dhawan makes it",1,4.4,4.04,4.4,1,1,206,251,4
34102,439952,"flicked uppishly again and this time he's given a catch to midwicket! It was angling in towards the pads, Rohit flicked and found du Plessis, who tumbled to his right for a low catch",1,4.5,4.05,4.5,0,0,229,197,3
253802,439952,how well he plays that flick! The ball was headed for the stumps and Kohli tucked it off the pads towards long leg to get off the mark,1,4.6,4.06,4.6,1,1,249,186,3
253802,550215,"short ball to welcome Kohli, he stays back and hops to keep the ball down with a defence",1,5.1,5.01,5.1,0,0,217,192,3
253802,550215,"drifts towards the pads, Kohli glances fine and it goes straight to short fine leg",1,5.2,5.02,5.2,0,0,227,175,3
253802,550215,"another mix up wasn't far away - Kohli drove the ball straight down the ground, Rabada got a leg to it and the ball popped up which made Kohli call for one, but Dhawan didn't want the one. Kohli also goes back by the time mid-off goes straight and stops it",1,5.3,5.03,5.3,0,0,186,237,4
253802,550215,comes forward a bit and defends the ball into the covers,1,5.4,5.04,5.4,0,0,135,157,7
253802,550215,"Kohli gets a glove and that went just wide of a diving QdK who ran to his left! The short ball put Kohli in an awkward position, he went ahead with the pull and got a glove which sent the ball in the air, QdK tried his best but was just wide",1,5.5,5.05,5.5,1,1,239,63,1
28235,550215,"back of length outside off, Dhawan cuts and finds point",1,5.6,5.06,5.6,0,0,242,142,2
253802,439952,"length delivery towards off stump, Kohli defends it back",1,6.1,6.01,6.1,0,0,183,197,4
253802,439952,"touch wider outside off, Kohli takes a tiny step forward and pushes into the covers",1,6.2,6.02,6.2,0,0,135,179,6
253802,439952,"back of length with some width, he defends it late to find one wide of backward point",1,6.3,6.03,6.3,1,1,141,132,7
28235,439952,"around the off stump from back of length, Dhawan defends off the back foot",1,6.4,6.04,6.4,0,0,221,191,3
28235,439952,"length delivery around the off stump, he defends into the covers",1,6.5,6.05,6.5,0,0,229,184,3
28235,439952,"touch fuller on the off stump, Dhawan gets a chance to drive this time but finds cover",1,6.6,6.06,6.6,0,0,240,206,3
253802,550215,"141.7kph, bit of inswing towards the off stump, Kohli defends it solidly with a short forward stride",1,7.1,7.01,7.1,0,0,190,190,4
253802,550215,"<b>just wide of point</b>! Kohli slashed at the widish delivery outside off, sent it in the air and Miller dived to his left at point but it was just wide",1,7.2,7.02,7.2,2,2,52,89,7
253802,550215,"pulls the short ball fine, and Morris gets to the ball in no time to stop it with his right hand",1,7.3,7.03,7.3,0,0,206,123,1
253802,550215,"some width outside off again, he cuts it wide of point for one this time",1,7.4,7.04,7.4,1,1,63,100,7
28235,550215,"goes short and wide on the off side, called a wide",1,7.5,7.05,7.5,0,1,0,0,0
28235,550215,so many catches flying around and now QdK has taken a <b>stunner</b>! Finally Rabada's short ball gets him a wicket - it was on the leg side and Dhawan pulled awkwardly and got the ball to pop up fine on the leg side. QdK took two steps before flying to his right and took it with only one hand!,1,7.5,7.06,7.5,0,0,146,125,8
277916,550215,length delivery on the off side and Rahane defends it back,1,7.6,7.07,7.6,0,0,184,192,4
253802,439952,"back of length around the off stump, Kohli tucks it to the leg side",1,8.1,8.01,8.1,0,0,130,193,6
253802,439952,"bit of inswing towards the off stump, Kohli covers his stumps and defends it back solidly",1,8.2,8.02,8.2,0,0,136,171,6
253802,439952,"some room on the off side now, Kohli punches it to extra cover",1,8.3,8.03,8.3,0,0,200,193,4
253802,439952,"slower ball at 121kph, it was short of length and cutting in, Kohli waited and defended to the leg side for a single",1,8.4,8.04,8.4,1,1,232,165,2
277916,439952,"brings it in with the angle towards the off stump, Rahane defends with hard hands and gets a thick edge towards point",1,8.5,8.05,8.5,0,0,114,154,7
277916,439952,"angled down the leg side now, Rahane shoulders his arms early enough to let it go",1,8.6,8.06,8.6,0,1,0,0,0
277916,439952,"angles a short ball in, Rahane tucks it off his pads towards square leg to get off the mark",1,8.6,8.07,8.6,1,1,243,87,1
277916,47492,"bit of room with the scrambled seam on the off side, Rahane pushes it into the covers for one",1,9.1,9.01,9.1,1,1,123,214,6
253802,47492,"short of length around off again, Kohli stays back and punches it on the off side",1,9.2,9.02,9.2,0,0,140,189,6
253802,47492,"back of length again, Kohli stays back and turns it towards deep square leg for one",1,9.3,9.03,9.3,1,1,326,146,2
277916,47492,just a little bit of width on off and Rahane cuts it late to third man,1,9.4,9.04,9.4,1,1,116,47,8
253802,47492,hint of outswing outside off and Kohli also guides it to third man for one,1,9.5,9.05,9.5,1,1,95,78,8
277916,47492,shortish on the off side and Rahane swats it to the leg side between mid-on and midwicket for one. Didn't get the middle of the bat though,1,9.6,9.06,9.6,1,1,285,206,3
277916,46942,"starts with a low full toss on the stumps, driven down to long-on for one",1,10.1,10.01,10.1,1,1,217,295,4
253802,46942,"fullish on off stump, driven into the covers and AB dives to his right to save one, the crowd loves it!",1,10.2,10.02,10.2,0,0,148,202,5
253802,46942,around off again and he pushes with soft hands this time for a quick one,1,10.3,10.03,10.3,1,1,132,184,6
277916,46942,"full and outside leg, sweeps it fine and straight to short fine leg",1,10.4,10.04,10.4,0,0,219,124,1
277916,46942,,1,10.5,10.05,10.5,1,1,239,296,4
253802,46942,"full on leg stump, driven down the ground to long-on for one",1,10.6,10.06,10.6,1,1,229,282,4
253802,47492,"back of length towards the stumps, helped to the leg side for one",1,11.1,11.01,11.1,1,1,257,204,3
277916,47492,"short ball, Rahane pulls and gets hardly any bat on that, just a bit of bottom edge and the ball lands on the pitch. Maybe beaten by pace a little bit",1,11.2,11.02,11.2,0,0,185,184,4
277916,47492,outside off now and Rahane is happy to guide to third man for one,1,11.3,11.03,11.3,1,1,102,55,8
253802,47492,"some width outside off again, Kohli also taps it to third man for one",1,11.4,11.04,11.4,1,1,115,133,7
277916,47492,short ball is pulled behind square and it falls wide and short of Morris at fine leg,1,11.5,11.05,11.5,1,1,309,74,2
253802,47492,goes back towards off and tucks the ball from outside off to midwicket for one,1,11.6,11.06,11.6,1,1,108,209,6
253802,46942,"flighted towards the leg stump, Kohli comes down and drives it to long on",1,12.1,12.01,12.1,1,1,306,102,2
277916,46942,pushes the fullish delivery on off into the covers with soft hands for one,1,12.2,12.02,12.2,1,1,308,103,2
253802,46942,"how well that was timed! Kohli comes down the ground to take the ball on the full, punches it down and in the air and checks the follow through, and it goes all the way for six over long off!",1,12.3,12.03,12.3,6,6,149,352,5
253802,46942,some turn now around off as Kohli closes the face of the bat to leg and gets an outside edge to point,1,12.4,12.04,12.4,0,0,147,146,7
253802,46942,drives this delivery down the ground for one,1,12.5,12.05,12.5,1,1,172,240,5
277916,46942,towards middle and leg now and it's helped to deep midwicket for one,1,12.6,12.06,12.6,1,1,224,190,3
277916,47492,"there's width, it was shortish too and Rahane flayed it on the off side between cover point and backward point for four! Beautifully timed to find the gap",1,13.1,13.01,13.1,4,4,9,187,6
277916,47492,"shorter and closer to the off stump, taps it to third man easily",1,13.2,13.02,13.2,1,1,63,108,7
253802,47492,"back of length outside off, Kohli stays back and punches it authoritatively wide of cover point for a powerful four. What a shot!",1,13.3,13.03,13.3,4,4,14,206,6
253802,47492,"touch back of length outside off, he defends with soft hands towards point for a quick single and they steal one",1,13.4,13.04,13.4,1,1,137,142,7
277916,47492,"short ball with good bounce towards Rahane's head, he pulls it easily to fine leg for one",1,13.5,13.05,13.5,1,1,278,105,2
253802,47492,"139.3kph, back of length just outside off, now Kohli taps it to third man for one",1,13.6,13.06,13.6,1,1,222,186,3
253802,46942,"full and outside off, he drives it nicely towards deep cover in the gap and gets two",1,14.1,14.01,14.1,2,2,62,216,6
253802,46942,fullish on the leg stump now and it's tucked to square leg for one,1,14.2,14.02,14.2,1,1,310,176,3
277916,46942,full around off and driven straight to cover,1,14.3,14.03,14.3,0,0,155,187,6
277916,46942,"goes back in the crease, looking to work it to leg but the ball straightens and takes a thick outside edge",1,14.4,14.04,14.4,0,0,157,193,5
277916,46942,bit too short now and Rahane cuts it off the back foot to sweeper cover for one,1,14.5,14.05,14.5,1,1,58,240,6
253802,46942,towards middle and leg and Kohli tucks it to square leg for one,1,14.6,14.06,14.6,1,1,253,185,3
253802,40618,"92.5kph, flattish around off, and it's pushed into the covers",1,15.1,15.01,15.1,0,0,142,168,6
253802,40618,keeps a touch low with turn outside off and it's sliced to cover point,1,15.2,15.02,15.2,0,0,137,156,7
253802,40618,looks for a single by pushing the ball into the covers but there's no time,1,15.3,15.03,15.3,0,0,147,181,6
253802,40618,"much straighter  and flatter, and Kohli defends it back",1,15.4,15.04,15.4,0,0,171,196,5
253802,40618,"long hop, it's a googly and Kohli rocks back to unleash a pull and he clears deep midwicket! Replays show the ball landed right on the boundary rope, just wide a of a diving Phangiso so it's a six",1,15.5,15.05,15.5,6,6,319,294,3
253802,40618,good length now around middle and it's pushed down to long on for one,1,15.6,15.06,15.6,1,1,213,304,4
253802,46942,"on length on the middle stump, Kohli puts his front foot forward and turns it to long on",1,16.1,16.01,16.1,1,1,192,303,4
277916,46942,"flighted and full outside off, driven nicely to deep cover for one",1,16.2,16.02,16.2,1,1,133,193,6
253802,46942,"shorter and wider outside off, Kohli goes on the back foot but finds the bottom of the edge while slamming it thought the covers but gets one",1,16.3,16.03,16.3,1,1,109,201,6
277916,46942,"good turn towards middle from leg, gets Rahane's outside edge towards point",1,16.4,16.04,16.4,0,0,149,138,7
277916,46942,bit too full outside off and it's driven off the front foot to sweeper cover,1,16.5,16.05,16.5,1,1,259,226,3
253802,46942,"flatter delivery with some turn, Kohli went back to help it to leg but the ball came slower than he expected and ended up defending it",1,16.6,16.06,16.6,0,0,222,189,3
277916,40618,"flighted and full on off, flicked to deep midwicket for one",1,17.1,17.01,17.1,1,1,258,198,3
253802,40618,"outside off with turn, Kohli lets it turn and then helped it with a late touch to the third man boundary for four",1,17.2,17.02,17.2,4,4,125,12,8
253802,40618,"fuller outside off, driven down to log off for one",1,17.3,17.03,17.3,1,1,139,298,5
277916,40618,"googly turning in from outside off, Rahane defends off the front foot and stops the ball as it's rolling towards the stumps",1,17.4,17.04,17.4,0,0,167,194,5
277916,40618,googly towards leg stump now and Rahane helps it along behind square leg for one,1,17.5,17.05,17.5,1,1,230,56,1
253802,40618,"flighted and full on leg, Kohli finds midwicket and says no for the single",1,17.6,17.06,17.6,0,0,219,204,3
277916,46942,presses forward and defends the length ball into the covers,1,18.1,18.01,18.1,0,0,145,180,6
277916,46942,"bit of flight outside off, Rahane lets it turn and cuts off the back foot to deep point for two",1,18.2,18.02,18.2,2,2,41,123,7
277916,46942,another front-foot defence from Rahane for the length delivery,1,18.3,18.03,18.3,0,0,151,183,6
277916,46942,straight-bat defence now off the front foot on the off side,1,18.4,18.04,18.4,0,0,183,194,4
277916,46942,"just a bit on middle and leg, Rahane sweeps against the turn and finds short fine leg",1,18.5,18.05,18.5,0,0,245,134,2
277916,46942,"bit too full on middle stump and it's turned down to long on for one, and that's India's 100",1,18.6,18.06,18.6,1,1,208,327,4
277916,44410,a dibbly-dobbly outside off and it's driven to cover,1,19.1,19.01,19.1,0,0,138,186,6
277916,44410,"back of length just outside off, worked down to long on for one",1,19.2,19.02,19.2,1,1,244,284,4
253802,44410,"too wide outside off, Kohli frees his arms with a big swing and a misfield from Amla at backward point gets them two",1,19.3,19.03,19.3,2,2,50,96,7
253802,44410,"just a bit of room now, Kohli helps the ball late to short third man and Rahane responds well for one",1,19.4,19.04,19.4,1,1,159,121,8
277916,44410,"bit of mix up as Rahane gets an bottom edge while driving the ball and it goes over Behardien, Rahane comes out of the crease, Kohli says no as AB dives at mid off and throws it back in no time",1,19.5,19.05,19.5,0,0,166,225,5
277916,44410,almost in the block hole outside off and it's helped to backward point,1,19.6,19.06,19.6,0,0,137,155,7
253802,439952,he reaches fifty with a single - pushed the ball down the ground to mid-off and took off immediately. He put in the dive too but there was no direct hit. Celebrates rather aggressively by punching his chest with his left hand and raises his bat,1,20.1,20.01,20.1,1,1,124,302,5
277916,439952,angling in towards the pads and it's flicked in the air to fine leg,1,20.2,20.02,20.2,1,1,263,50,1
253802,439952,"bit of width outside off, Kohli chops it late and wide of deep third man for one",1,20.3,20.03,20.3,1,1,88,79,7
277916,439952,"shuffles a bit towards off stump for the ball on leg, and he flicks it dangerously very fine on the leg side for four as Morris grimaces",1,20.4,20.04,20.4,4,4,239,9,1
277916,439952,on the other side now - got some width outside off and Rahane played at it away from the body to help it fine and beats a diving Steyn at third man,1,20.5,20.05,20.5,4,4,122,24,8
277916,439952,delivers from wide of the crease now to get some angle and Rahane defends it on off,1,20.6,20.06,20.6,0,0,146,177,6
253802,44410,pretty straight and it's flicked down to long on for one,1,21.1,21.01,21.1,1,1,287,193,3
277916,44410,"touch back of length outside off and Rahane helps it to short third man, sent back by Kohli for the single",1,21.2,21.02,21.2,0,0,214,185,3
277916,44410,errs towards the pads and it's worked off the legs to fine leg,1,21.3,21.03,21.3,1,1,285,107,2
253802,44410,short of length legcutter around middle and off and it's tucked to the leg side in the gap and Kohli calls for two,1,21.4,21.04,21.4,2,2,294,218,3
253802,44410,towards the pads again and it's flicked through midwicket for another single,1,21.5,21.05,21.5,1,1,225,201,3
277916,44410,attempts a yorker and the full toss on leg is flicked to deep square leg,1,21.6,21.06,21.6,1,1,311,251,3
277916,439952,"length delivery on the off stump, pushed down to mid on",1,22.1,22.01,22.1,0,0,205,253,4
277916,439952,"full and outside off, and what a handsome drive from Rahane! Puts his front foot forward, big back lift, gets on top of the ball and creams it through the covers even though there wasn't much room",1,22.2,22.02,22.2,4,4,57,311,5
277916,439952,errs down the leg side for a wide,1,22.3,22.03,22.3,0,1,0,0,0
277916,439952,"angling in towards off, driven down to mid on now",1,22.3,22.04,22.3,0,0,190,243,4
277916,439952,"touch short of length outside off, he plays it late and delicately to help it fine on the off side",1,22.4,22.05,22.4,1,1,128,38,8
253802,439952,just around the off stump and Kohli stops it with a defence,1,22.5,22.06,22.5,0,0,137,212,5
253802,439952,"fullish outside off and driven nicely to sweeper cover, seven from that over",1,22.6,22.07,22.6,1,1,46,222,6
253802,550215,"yes, it's a short ball towards leg stump, Kohli pulls it late while moving towards off and gets it fine before Tahir cuts it in",1,23.1,23.01,23.1,2,2,266,49,1
253802,550215,"shortish outside off now, and he helps it off the back foot to third man for one",1,23.2,23.02,23.2,1,1,136,131,7
277916,550215,"some room outside off, Rahane pokes his bat out and sends it to third man",1,23.3,23.03,23.3,1,1,86,64,8
253802,550215,"fullish outside off, Kohli defends it back with a straight bat",1,23.4,23.04,23.4,0,0,117,173,6
253802,550215,"back of length towards off, Kohli goes across a bit to defend it to leg and calls for one. But it's not far from Rabada's right and Rahane says no",1,23.5,23.05,23.5,0,0,223,180,3
253802,550215,"bangs it in at 144.4kph, Kohli pulls it nicely to deep midwicket for one",1,23.6,23.06,23.6,1,1,312,244,3
253802,439952,comes down the track and helps the ball from off to midwicket and goes back in the crease,1,24.1,24.01,24.1,0,0,209,186,3
253802,439952,,1,24.2,24.02,24.2,0,0,151,184,6
253802,439952,"beaten outside off! This one didn't nip in from outside off, maybe Kohli expected it and didn't move his feet. Only poked and missed",1,24.3,24.03,24.3,0,0,0,0,0
253802,439952,"angled towards middle and leg now, worked off the pads for one",1,24.4,24.04,24.4,1,1,237,41,1
277916,439952,"strolls down and drives the ball through the covers for one, and that's the 100 partnership",1,24.5,24.05,24.5,1,1,33,195,6
253802,439952,"short ball outside off, Kohli leaves and it's called a wide",1,24.6,24.06,24.6,0,1,0,0,0
253802,439952,fullish now outside off and it's pushed down to mid off,1,24.6,24.07,24.6,0,0,140,236,5
277916,46942,"on length on middle and leg, it's helped to midwicket",1,25.1,25.01,25.1,0,0,210,185,3
277916,46942,well outside off now and it's driven to sweeper cover for one,1,25.2,25.02,25.2,1,1,87,206,6
253802,46942,walks down the track and drives the fullish ball to long on,1,25.3,25.03,25.3,1,1,200,330,4
277916,46942,"bit too full on middle and leg again, driven down to long on again",1,25.4,25.04,25.4,1,1,222,234,4
