batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
39037,326016,"glides in, puts the ball delicately on a length outside off, shaping away as Azhar leans out and leaves alone",1,0.1,0.01,0.1,0,0,0,0,0
39037,326016,"touch fuller, 139kph/86mph and curling in this time, Azhar brings the bat down on a clip to leg and <i>just</i> gets some inside edge on it before the ball thuds into his front pad",1,0.2,0.02,0.2,0,0,199,199,4
39037,326016,"pitched up in the channel, on to the front foot and punched to cover",1,0.3,0.03,0.3,0,0,137,234,5
39037,326016,"full and shaping away, 143kph/89mph and Azhar is well forward this time, plays a firm cover drive but again picks out the fielder",1,0.4,0.04,0.4,0,0,130,183,6
39037,326016,"pitched up and checked on the drive wide of mid-off, Kohl seizes on it and there's again no run",1,0.5,0.05,0.5,0,0,129,229,5
39037,326016,"touch shorter, straightening in the corridor of Bamber Boozler, throws his hands up in the air (like he just don't care) and leaves - maiden to start with from Bhuvi",1,0.6,0.06,0.6,0,0,0,0,0
512191,625383,"starts with a full toss on the pads and Zaman misses out... Bumrah started to think about an lbw appeal but that was rank, missing by a couple of stumps",1,1.1,1.01,1.1,0,0,0,0,0
512191,625383,"good length on middle, 139kph and defended back to the bowler",1,1.2,1.02,1.2,0,0,150,194,6
512191,625383,"full, swinging but down the leg side and that's an easy call",1,1.3,1.03,1.3,0,1,0,0,0
512191,625383,"good pace, angled across from over the wicket on off stump, Zaman thick-edges past his stumps for the first run off the bat",1,1.3,1.04,1.3,1,1,103,65,8
39037,625383,on the stumps and nudged into a gap to get Azhar off the mark,1,1.4,1.05,1.4,1,1,237,211,3
512191,625383,"goes very full, 146kph/90mph and dug out on leg stump by the alert Zaman",1,1.5,1.06,1.5,0,0,143,194,6
512191,625383,"tight lines, Zaman happy to gets used to the feel of bat on ball, defends to the on side",1,1.6,1.07,1.6,0,0,156,186,6
39037,326016,edged but wide of second slip! Bhuvneshwar snakes one menacingly in the corridor outside off and Azhar gets just enough on a fend down to third man for a single,1,2.1,2.01,2.1,1,1,120,55,8
512191,326016,"dropped into the covers, this could be tight... but Jadhav's throw misses! Would have been gone with a direct hit, that was an adrenalin-fuelled call from Zaman but he survives",1,2.2,2.02,2.2,1,1,218,188,3
39037,326016,pitched up on middle and leg and worked down square for a safe single,1,2.3,2.03,2.3,1,1,233,151,2
512191,326016,"putting pressure on the field again, this was more calculated, whipped wide of mid-on and he beats the throw",1,2.4,2.04,2.4,1,1,126,201,6
39037,326016,"touch shorter, comes across on off stump and pushes the ball square",1,2.5,2.05,2.5,0,0,138,187,6
39037,326016,"length on off, 138kph/86mph and defended back towards the bowler",1,2.6,2.06,2.6,0,0,177,192,5
512191,625383,"on the hips, goes for the flick down the leg side, misses but gets the extra",1,3.1,3.01,3.1,0,1,0,0,0
512191,625383,"<del>got him, nicked to the keeper!</del> No! <b>Bumrah has bowled a no-ball!</b> Come back Fakhar Zaman, you can have another crack... He was lured into fishing at a quick, bouncy, length ball angled across him and Dhoni took the regulation edge; but they checked the replay and Bumrah was clearly over the line. Just look at Kohli's face! #Fuming",1,3.1,3.02,3.1,0,1,185,142,1
512191,625383,"ooh er, not sure that was where Bumrah wanted it, either... but he manages to nutmeg Zaman down the leg side and gets away with it. Zaman was trying to swing the free hit into Camberwell but missed",1,3.1,3.03,3.1,0,0,0,0,0
512191,625383,"doesn't get away with this one, chopped past the stumps again and it races fine for the first boundary",1,3.2,3.04,3.2,4,4,138,9,8
512191,625383,tucked down into the leg side and again they hustle through for the single,1,3.3,3.05,3.3,1,1,198,194,4
39037,625383,"short, 146kph but he uses the pace to his advantage, Azhar draws himself up and clubs a short-arm jab back past the bowler for four more",1,3.4,3.06,3.4,4,4,189,359,4
39037,625383,"better length from Bumrah, defended on off stump",1,3.5,3.07,3.5,0,0,133,174,6
39037,625383,"slides this down the leg side... eventful over, this one",1,3.6,3.08,3.6,0,1,0,0,0
39037,625383,pitched up and dabbed down short on the leg side,1,3.6,3.09,3.6,0,0,214,190,3
512191,326016,"angled across, 143kph/88mph, short of a length but slapped to backward point",1,4.1,4.01,4.1,0,0,238,166,3
512191,326016,fullish and pushed along the carpet towards mid-on,1,4.2,4.02,4.2,0,0,146,232,5
512191,326016,"banged in short, Zaman hooks... and gets a boundary off his helmet! They'll go down as leg byes, of course, but that's becoming a trademark shot for him. Beat the top edge but deflected away between keeper and slip",1,4.3,4.03,4.3,0,4,200,8,1
512191,326016,comes across on off stump and defended,1,4.4,4.04,4.4,0,0,222,168,3
512191,326016,"dug in back of a length, here comes Zaman - already a distinctive sight - dancing down and coshing a pull to deep square leg. Already looking to capitalise on that extra life",1,4.5,4.05,4.5,4,4,10,167,6
512191,326016,"good length on the stumps, defended solidly coming forwards",1,4.6,4.06,4.6,0,0,164,193,5
39037,625383,"bit of width, Azhar throws the plumbing at it, gets a thick edge and it <i>flies</i> fine of third man, that's four more. This time Kohli claps his bowler in encouragement, knowing that on another day the edge could have gone to hand",1,5.1,5.01,5.1,4,4,126,13,8
39037,625383,"fullish, comes forward and pings it to mid-off",1,5.2,5.02,5.2,0,0,138,236,5
39037,625383,"now that's not an attractive shot... Azhar swings like Babe Ruth but completely fails to connect, might have nipped back off the seam",1,5.3,5.03,5.3,0,0,0,0,0
39037,625383,slides this one down the leg side... another freebie from Bumrah,1,5.4,5.04,5.4,0,1,0,0,0
39037,625383,"slower ball from Bumrah, nicely bowled, played without timing into the covers",1,5.4,5.05,5.4,0,0,121,189,6
39037,625383,"that's got timing a-plenty, though, as Azhar steps across on off and whistles a glance through backward square, giving fine leg no chance",1,5.5,5.06,5.5,4,4,348,136,2
39037,625383,"good length on off, Azhar keeps his composure and defends once more",1,5.6,5.07,5.6,0,0,141,209,5
512191,326016,"shortish and worked off the hip, fielded on the edge of the ring but they scamper another quicker single",1,6.1,6.01,6.1,1,1,153,112,8
39037,326016,"pitched up and Azhar forgets his ""strong and stable"" mantra again and miscues a heave back towards the bowler",1,6.2,6.02,6.2,0,0,177,193,5
39037,326016,good length around off stump and pushed gently back down the track,1,6.3,6.03,6.3,0,0,136,184,6
