batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
34102,49758,"what a start. Rohit has played him a million times in the nets in the heat of Mumbai. But this is tripe. Length, short and wide. Rohit caresses it with his languid half-push at the ball. Finds the gap through point. All timing.",1,0.1,0.01,0.1,4,4,9,182,6
34102,49758,"better comeback. Back of a length outside off, sliding away in his usual style. Blocked to point",1,0.2,0.02,0.2,0,0,140,176,6
34102,49758,"straight, full. Accurate. Rohit defends",1,0.3,0.03,0.3,0,0,206,196,4
34102,49758,"back of a length on middle and leg, played down towards square leg",1,0.4,0.04,0.4,0,0,229,175,3
34102,49758,"back of a length outside off, some extra bounce. Not as much width but still wide. Cut to backward point",1,0.5,0.05,0.5,0,0,132,147,7
34102,49758,"excellent finish from Malinga. Back of a length outside off, left alone by Rohit. A five-minute over to start.",1,0.6,0.06,0.6,0,0,0,0,0
28235,49619,"lovely start from Lakmal. Nothing wrong with that. Back of a length, zoning in on the top of off. Punched to cover point from the back foot. A good stop prevents a run",1,1.1,1.01,1.1,0,0,248,178,3
28235,49619,that's not a good ball. Short and wide with just a sole point. Help yourself mate. Thanks. Cut through point with glee. Played that into the surface,1,1.2,1.02,1.2,4,4,340,111,2
28235,49619,"wow. Beauty. Good length on middle and off, the ball seams back in and cuts Dhawan in half. Just over off stump",1,1.3,1.03,1.3,0,0,0,0,0
28235,49619,"nice. Full delivery on a fourth-stump channel. This is quite full. Dhawan leaves. Nicely bowled. Keep it full, like Pakistan yesterday",1,1.4,1.04,1.4,0,0,0,0,0
28235,49619,"no no no. Got to learn quickly. Short and wide again, cut to point who fumbles what should have been a stop. Burst through his hands. Gunathilaka, he's a sensational fielder",1,1.5,1.05,1.5,2,2,325,151,2
28235,49619,"great end. On a length on off, good length. Dhawan stays on the back foot to defend into the point region",1,1.6,1.06,1.6,0,0,238,193,3
34102,49758,"good length on off, punched to mid-off. Nice length. But not much movement. Where has swing gone? It's cloudy. It's England",1,2.1,2.01,2.1,0,0,140,215,5
34102,49758,"too much width. Well to Rohit at least. Good length outside off, slashed to third man",1,2.2,2.02,2.2,1,1,122,48,8
28235,49758,"good length on middle and leg, so easy for Dhawan as he tickles the ball by square leg for a run.",1,2.3,2.03,2.3,1,1,140,171,6
34102,49758,"good length outside off, fourth-stump channel. Defended towards cover",1,2.4,2.04,2.4,0,0,130,183,6
34102,49758,"that's impeccable. Just need some movement, but none there. Fuller length on or just outside off, blocked into the off side",1,2.5,2.05,2.5,0,0,135,189,6
34102,49758,"tidy over. Good length outside off, punched up to mid-off from the back foot.",1,2.6,2.06,2.6,0,0,145,243,5
28235,49619,"there's that length. Just see if swing is there. None. Full, straight, defended. Nice.",1,3.1,3.01,3.1,0,0,171,193,5
28235,49619,"Kusal Mendis saves four. Good length outside off, carved to a short point who dives to his right to save four. Don't bowl there.",1,3.2,3.02,3.2,0,0,232,153,2
28235,49619,"nice. If it's outside off, it shouldn't be wide enough for a cut. Like this. Good length outside off, left alone.",1,3.3,3.03,3.3,0,0,0,0,0
28235,49619,"Shikhar wants one, Rohit doesn't. Close to off on a length, played by his feet. Asks Rohit, who yells ""noooo""",1,3.4,3.04,3.4,0,0,181,177,4
28235,49619,"nice length. Full on a fourth-stump line. much better length. Inside-edged into the pad. Excellent over, can he finish?",1,3.5,3.05,3.5,0,0,181,171,4
28235,49619,"a maiden. Fullish down leg, clipped to square leg. Still no swing. Not a good sign for cricket",1,3.6,3.06,3.6,0,0,136,179,6
34102,49758,"just a tad wide. And Rohit lays into a cut. Shortish and wide, slashed to third man for one.",1,4.1,4.01,4.1,1,1,63,82,7
28235,49758,<strong>just misses the off stump</strong>. Gets underneath Dhawan's bat too. A spearing yorker that would have knocked over a fourth stump just misses the off stump. Excellent change-up.,1,4.2,4.02,4.2,0,0,0,0,0
28235,49758,"there was just enough swing there. Comes back in the air. Another terrific yorker on middle and off, jammed out. Terrific bowling",1,4.3,4.03,4.3,0,0,220,187,3
28235,49758,"Dhawan steps out to convert a yorker into a full toss but this is Malinga. He's wily, delivers a slower ball outside off, pushed to cover",1,4.4,4.04,4.4,0,0,237,192,3
28235,49758,"fullish and wide outside off, driven on the up towards mid-off",1,4.5,4.05,4.5,0,0,214,232,4
28235,49758,"wow. Delectable. Malinga overpitches, his first bad ball of the over and Dhawan accepts. Crisply drills a drive through cover for four. Waited for that bad ball, that's good, patient batting",1,4.6,4.06,4.6,4,4,354,218,3
34102,49619,"there should not be one there. Lakmal agrees. Good length on off, dabbed away towards point who is in, but is too slow on the ball. Dhawan makes it easily. Think it was Gunathilaka",1,5.1,5.01,5.1,1,1,135,176,6
28235,49619,"136 kph, good length, top of off. Played to point from the crease. Tentative footwork.",1,5.2,5.02,5.2,0,0,231,142,2
28235,49619,"beautiful ball-striking. Shimmies down, gets a nice delivery - fullish and close to off. Dhawan strides forward and hammers a punchy drive through cover. All timing. Not an angry shot, thinking batting",1,5.3,5.03,5.3,4,4,354,209,3
28235,49619,"good change in length but it will cost him plenty. A bouncer on leg, hustles Dhawan for pace who wants to hit over square leg but the ball hurries onto him. Takes the leading edge and past the keeper for four",1,5.4,5.04,5.4,4,4,160,5,8
28235,49619,"that's Gunathilaka. Quality fielder. Good length outside off, carved towards backward point who dives to his right, but can't save one because he misfielded",1,5.5,5.05,5.5,1,1,230,137,2
34102,49619,"good end. But India take 10 off the over. Full and straight, defended back up the pitch",1,5.6,5.06,5.6,0,0,205,208,4
28235,49758,"good length outside off, too much width. Dhawan finds point with a cut",1,6.1,6.01,6.1,0,0,235,153,2
28235,49758,"a slower delivery, but it's slightly too full. Dhawan eases into his drive and picks out cover point. Nicely played",1,6.2,6.02,6.2,0,0,241,179,3
28235,49758,"no. Gets away with it again. Good length and wide outside off, slashed to point. Should have hit a gap. That's eight runs missed off two bad balls. Can't hit a gap every ball though",1,6.3,6.03,6.3,0,0,246,150,2
28235,49758,"half-stops. Full and wide outside off, crisply hit to cover who dives to his left. Gets a hand on it. Maybe a bobble off the pitch in front of him. Not easy to stop nonetheless",1,6.4,6.04,6.4,3,3,329,225,3
34102,49758,"133 kph, short. Bouncer down leg, helped down to fine leg. Nice change in length.",1,6.5,6.05,6.5,1,1,262,48,1
28235,49758,"better line. A tad too full. Fullish, straight. Driven through Rohit's legs for a run. Easy single but Rohit has to recover in time from the ball hit back at him.",1,6.6,6.06,6.6,1,1,213,236,4
28235,324358,"lovely run. Good length on off, not a bad ball at all. But Dhawan just taps towards cover and calls ""yea, yea"". Rohit responds. Dhawan doesn't even look at where the ball has gone. Sensational single.",1,7.1,7.01,7.1,1,1,221,172,3
34102,324358,"that, though, is not a well-judged run. Fullish on off, shovelled towards short mid-on. Pradeep gets there, turns around and misses the non-striker's stumps. <strong>Out if he hit.</strong> Should he have hit from so close?",1,7.2,7.02,7.2,1,1,201,192,4
28235,324358,"fullish outside off, carved to short point",1,7.3,7.03,7.3,0,0,237,169,3
28235,324358,"good length on off, very close to off. Dhawan takes that from his stumps and cuts down to third man. Three singles off four very good balls this over. This is what limited-overs cricket is about",1,7.4,7.04,7.4,1,1,263,60,1
34102,324358,"good length on off, just outside actually. Rohit inside-edges this into his pad.",1,7.5,7.05,7.5,0,0,165,176,6
34102,324358,"on the bounce to third man. That's what good singles do. If my good balls are going for one, I need to try something else, is the bowler's thought. He bowls it short and wide, and Rohit is all over it. Well, not completely but you get the drift. The cut lands on the bounce to third man",1,7.6,7.06,7.6,1,1,123,45,8
34102,49619,"good length outside off, excellent. High elbow defensive push to cover",1,8.1,8.01,8.1,0,0,126,188,6
34102,49619,"picks the length early and when he does, he's an awesome player. Knows all along that he wants to hit it over the infield. Back of a length on leg, Rohit pulls merrily over square leg. Poor line",1,8.2,8.02,8.2,4,4,355,188,3
34102,49619,"closer to off, pushed to mid-on. One more off a very good ball. This is a lesson for the lower-ranked teams.",1,8.3,8.03,8.3,1,1,227,213,4
28235,49619,"fuller than a good length on a fifth-stump line, carved to third man. Another good ball for a single",1,8.4,8.04,8.4,1,1,252,45,1
34102,49619,"fullish and wide outside off, left alone. A half-volley that",1,8.5,8.05,8.5,0,0,0,0,0
34102,49619,"width. Don't bowl there mate. Short and wide, Rohit leans on his cut and clatters the ball in front of point for four. Some loose bowling now, these two won't let 'em go",1,8.6,8.06,8.6,4,4,7,167,6
28235,324358,"excellent line. Length on off, top of off. Blocked with a high elbow",1,9.1,9.01,9.1,0,0,224,180,3
