batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
34102,47492,gentle outswinger to begin outside the off stump. Rohit thinks of playing it before withdrawing his bat,1,0.1,0.01,0.1,0,0,0,0,0
34102,47492,"some more swing away from Rohit. On a fuller length and moving towards a sixth-stump line, Rohit times his drive beautifully but straight to cover",1,0.2,0.02,0.2,0,0,121,196,6
34102,47492,"pulls his length back immediately. On a good length with the same gentle outswing, Rohit flirts at the ball and is beaten",1,0.3,0.03,0.3,0,0,0,0,0
34102,47492,"a bit too wide from Steyn this time, too full and too wide but Rohit is happy to leave",1,0.4,0.04,0.4,0,0,0,0,0
34102,47492,"again wider outside off, Rohit watches the swing carefully and shoulders arms.",1,0.5,0.05,0.5,0,0,0,0,0
34102,47492,"nicely played, pushed wider outside off and Rohit pushes a drive through cover, AB runs around swiftky from mid-off and fires a throw at the non-strikers end. Would have been interesting with a direct hit",1,0.6,0.06,0.6,1,1,117,221,6
34102,550215,"back of a length on middle and off, Rohit plays it watchfully with soft hands towards square leg. Dhawan sets off thinking a single is there on offer and is sent back in time",1,1.1,1.01,1.1,0,0,216,196,3
34102,550215,delectable timing there. Just leans on a drive and pushes the fuller length through cover. Lightning outfield but AB pulls it back,1,1.2,1.02,1.2,2,2,40,255,6
34102,550215,"good length there. Slightly fuller than a good length outside off, Rohit leaves",1,1.3,1.03,1.3,0,0,0,0,0
34102,550215,cleaned im up. What a strike. What an important strike that is. Too full and Rohit is slightly late on the flick. He is beaten for pace as the ball clips his pads and takes the off stump out. Huge wicket for SA.,1,1.4,1.04,1.4,0,0,0,0,0
277916,550215,"a bit too full again outside off, Rahane drives to cover with not much feet movement",1,1.5,1.05,1.5,0,0,124,177,6
277916,550215,"better stride this time from Rahane. Fuller length towards off stump, Rahane plays a good-looking on drive to mid-on",1,1.6,1.06,1.6,0,0,219,227,4
28235,47492,"excellent delivery, back of a length, hitting the deck hard. Dhawan fends it off awkwardly but the ball lands short of point",1,2.1,2.01,2.1,0,0,243,148,2
28235,47492,"hmm, not a great run there. Good length on off, Dhawan plays it with soft hands towards cover and calls for the run. Rahane responds immediately and makes a full-length dive too but would have still been interesting with a direct-hit",1,2.2,2.02,2.2,1,1,207,178,3
277916,47492,"good length, not much swing now. Well outside off though and Rahane gets a good stride forward and leaves",1,2.3,2.03,2.3,0,0,0,0,0
277916,47492,"almost a repeat. Just a bit shorter and wide, would have been cut under different circumstances but Rahane watchfully lets it go",1,2.4,2.04,2.4,0,0,0,0,0
277916,47492,"good stride again, fuller from Steyn, zoning in on that off stump line. Rahane presents the full face of the bat to block",1,2.5,2.05,2.5,0,0,146,190,6
277916,47492,"good length outside off, Rahane puts in a giant front-foot stride to shoulder his arms.",1,2.6,2.06,2.6,0,0,0,0,0
28235,550215,"just a little bit of inswing, Good length swinging back in from outside off. Dhawan looks to play his trademark punchy square drive but the movement takes the inside edge to square leg",1,3.1,3.01,3.1,0,0,168,154,7
28235,550215,"what a shot! You may not see a better cover drive. Not that full from Rabada but a tad too wide, Dhawan stays in his crease and creams the drive through extra cover",1,3.2,3.02,3.2,4,4,340,277,3
28235,550215,"better comeback. Back of a length on middle, Dhawan pats the ball to mid-on",1,3.3,3.03,3.3,0,0,164,174,6
28235,550215,"did that keep low or was Dhawan a bit too late on it? Fullish and wide, Dhawan is beaten on his attempted drive",1,3.4,3.04,3.4,0,0,0,0,0
28235,550215,"nicely bowled again, swinging in on a fullish length but aimed at off and middle, Dhawan plays the ball with the swing to mid-on",1,3.5,3.05,3.5,0,0,149,196,5
28235,550215,"<strong>huge appeal, not given</strong>. A bit too much doubt maybe. Good length on middle, swinging in and striking Dhawan slightly high in front of middle and leg",1,3.6,3.06,3.6,0,0,0,0,0
277916,47492,off the mark in a rather stylish method. Full again and swinging away from Rahane who throws his hands at it and gets the ball well over cover. Not much feet movement,1,4.1,4.01,4.1,4,4,5,205,6
277916,47492,"Steyn immediately corrects himself. Back of a length and closer to off, Rahane prods at it defensively with no feet movement and is comprehensively beaten.",1,4.2,4.02,4.2,0,0,0,0,0
277916,47492,"and again, swinging away from Rahane, just inside that tramline. Rahane looks to cut again but the technique is not there, minimal feet movement and is beaten again",1,4.3,4.03,4.3,0,0,0,0,0
277916,47492,"its either hit or miss at the moment. And this was hit, smashed away in the air over cover again. Just a tad wide and he did not bother keeping that down",1,4.4,4.04,4.4,4,4,9,211,6
277916,47492,"better stroke, more confident shot. Steyn corrects that line by bringing the ball closer to middle, and that isn't the line to this man. Rahane easily flicks off his pads through midwicket",1,4.5,4.05,4.5,4,4,343,251,3
277916,47492,"probling delivery towards off and middle, Rahane looks to find that gap again but clips it in the air, but lands short of mid-on",1,4.6,4.06,4.6,0,0,207,238,4
28235,550215,"excellent variation. A well-directed bouncer! Aimed at Dhawan's badge, who sways out of the line in time",1,5.1,5.01,5.1,0,0,0,0,0
28235,550215,"ominous signs these. Excellently driven but straight to extra cover, a bit too full there was Rabada",1,5.2,5.02,5.2,0,0,242,185,3
28235,550215,"drags back his length a touch, good length and outside off. Dhawan stands in his crease and punches the drive to extra cover again",1,5.3,5.03,5.3,0,0,253,188,3
28235,550215,"attempted yorker and it is well-executed. But a bit too wide outside off, Dhawan digs the yorker out to point",1,5.4,5.04,5.4,0,0,220,179,3
28235,550215,"and another! Good stuff this. Hustling Dhawan for pace too. But this one is aimed at off and middle, Dhawan gets his feet out of the way and squeezes the ball to cover",1,5.5,5.05,5.5,0,0,236,172,3
28235,550215,"overpitched now on middle, Dhawan drives nicely but hits it back straight at the bowler.",1,5.6,5.06,5.6,0,0,188,203,4
277916,46538,"poor lines, short and wide. Rahane throws his hands at it again but is beaten by the bounce this time. Not bothering to keep these shots down. Not bad shot selection to be honest",1,6.1,6.01,6.1,0,1,0,0,0
277916,46538,"more respectfully played by Rahane, but a much better delivery by Morkel. Good length on off which is defended into the off side",1,6.1,6.02,6.1,0,0,137,170,6
277916,46538,important stroke that. We have not seen enough of that so far. Rahane just opens the face of the bat and dabs the ball to third man,1,6.2,6.03,6.2,1,1,97,66,8
28235,46538,"143.7 kph, hitting the deck hard. Back of  a length outside off, Dhawan plays the ball with sift hands towards point but there is no single there",1,6.3,6.04,6.3,0,0,202,165,2
28235,46538,good pacey stuff from Morkel. Nice lines too. Dhawan watchfully defends to the off side,1,6.4,6.05,6.4,0,0,250,180,3
28235,46538,missed opportunity there. Drifts on Dhawan's pads who looks to flick but is struck above the knee roll. They will get a leg bye,1,6.5,6.06,6.5,0,1,143,131,7
277916,46538,again strays in line to the right-hander. Rahane leaves the ball as the ball drifts down leg,1,6.6,6.07,6.6,0,1,0,0,0
277916,46538,"slower delivery, 126 kph, may have been cross-seam too with the objective to finish off the over. Rahane gets forward and blocks",1,6.6,6.08,6.6,0,0,148,185,6
28235,550215,slightly shorter but wide and Dhawan chops his cut to point. Have to put these opportunities away,1,7.1,7.01,7.1,0,0,234,159,2
28235,550215,"141 kph, full and drifting on Dhawan's pads who is beaten on his attempted flick. the ball rolls to slip off his pads",1,7.2,7.02,7.2,0,0,0,0,0
28235,550215,fullish length but angled across the left-hander. Dhawan thinks of flashing at that but eventually lets the ball go through to de Kock,1,7.3,7.03,7.3,0,0,0,0,0
28235,550215,"beats the fielder and that is four. This was too full and too wide and this opportunity is punished. Dhawan creams the drive through cover, past a diving AB at mid-off",1,7.4,7.04,7.4,4,4,355,217,3
28235,550215,"much much better from Dhawan. Not a bad ball at all, good length outside off, Dhawan bunts the ball to AB at mid-off and calls immediately. They get it easily",1,7.5,7.05,7.5,1,1,229,201,3
277916,550215,"another single. Good stuff now from the pair. Fuller than a good length on middle, Rahane works the ball towards midwicket and there is an easy single to be had",1,7.6,7.06,7.6,1,1,250,219,3
277916,46538,good shot selection from Rahane. Keeping a tall Morkel down is arduously hard and therefore he chooses the safer option and goes over cover. Just a bit too short there,1,8.1,8.01,8.1,4,4,16,128,7
277916,46538,"fuller than a good length from Morkel but is too wide, may have been an offcutter. Rahane cuts nicely but to point.",1,8.2,8.02,8.2,0,0,115,156,7
277916,46538,"again wide, the length is full though and Rahane steers the ball to third man off the open face",1,8.3,8.03,8.3,1,1,66,97,7
28235,46538,"slower offcutter again at 128 ks, Dhawan is early into the flick but lands a few metres in front of square leg",1,8.4,8.04,8.4,0,0,129,198,6
28235,46538,"concerted effort not to offer Dhawan room outside off, tucking him for the length he wants. Dhawan can only clip the leg side-ish delivery to square leg",1,8.5,8.05,8.5,0,0,133,188,6
28235,46538,"excellent shot, very clever thinking too. With AB at a wide mid-off, all he needed to do was play a routine drive through mid-off and he executed nicely.",1,8.6,8.06,8.6,4,4,226,349,4
277916,550215,drifting down leg and the appeal is withdrawn before it gets loud. Good length and Rahane misses out on some runs through leg,1,9.1,9.01,9.1,0,0,0,0,0
277916,550215,wristily done but straight to square leg. A very Tendulkar-esque shot that. Works the ball from off to the man at square leg,1,9.2,9.02,9.2,0,0,238,177,3
277916,550215,"good-looking drive, Rahane pushes the fuller length to cover",1,9.3,9.03,9.3,0,0,124,196,6
277916,550215,inconsistent lines but the margin of difference is not a lot on these balls. Good length on off and Rahane stands tall and works the ball to square leg,1,9.4,9.04,9.4,0,0,230,192,3
277916,550215,the line is similar but its the difference in length that makes the shot possible. Short and sits up for Rahane to swivel-pull through backward square leg,1,9.5,9.05,9.5,4,4,350,247,3
277916,550215,"another nice shot. Back of a length, climbing on Rahane who arches his back and runs the ball down to third man to keep strike",1,9.6,9.06,9.6,1,1,96,72,8
277916,46538,"better from Morkel. Reverting back to his usual back of a length, splice-jarring. Rahane watchfully defends off the back foot",1,10.1,10.01,10.1,0,0,220,188,3
277916,46538,"well played from Rahane. Morkel sticks to that length, maybe a tad shorter also. Rahane sways out of the line and checks his pull to fine leg. Kept his eyes on the ball as he controlled that shot",1,10.2,10.02,10.2,1,1,286,54,1
28235,46538,"short and wide, cut out to third man",1,10.3,10.03,10.3,1,1,274,66,1
277916,46538,runs another one down to third man off the back foot,1,10.4,10.04,10.4,1,1,98,83,7
28235,46538,"<strong>151.7 kph</strong>, extremely quick stuff here from Morkel. Dhawan is late on the drive but gets it out to mid-on",1,10.5,10.05,10.5,0,0,153,235,5
28235,46538,138 kph now. Back of a length on leg and Dhawan nudges the ball off his hips to fine leg,1,10.6,10.06,10.6,1,1,234,198,3
28235,44932,"loosener, short outside off, rank long-hop. Dahwan rocks back early and pulls uppishly but over midwicket for four",1,11.1,11.01,11.1,4,4,19,266,6
28235,44932,"full toss now outside off, Dhawan remains calm as he drives to long-off for one",1,11.2,11.02,11.2,1,1,276,290,4
277916,44932,"another full toss, this one much lower. Rahane drives to long-on",1,11.3,11.03,11.3,1,1,264,317,4
28235,44932,"lands it nicely this time, no spin. Dhawan chops this back onto his pads from outside off",1,11.4,11.04,11.4,0,0,200,167,3
28235,44932,"too short and wide, Dhawan cuts out to sweeper cover",1,11.5,11.05,11.5,1,1,346,226,3
277916,44932,"excellent fielding to follow an excellent shot. Too short from JP, Rahane hangs back and punches a drive past cover. Behardien at sweeper cover never gives up, even on this outfield and hauls it back in. Sensational stuff",1,11.6,11.06,11.6,2,2,31,211,6
