com,fow,out,ovr,how,p
"cutter from Murtagh and its stops on Warner, the ball pops back to the bowler. Murtagh jumps up and takes the catch just above his head. No celebration from the bowler. Warner will be unhappy to have got out like that",73/1,219889,8.4,c &amp; b Murtagh 48 (38m 30b 5x4 2x6) SR: 160.00,David Warner
