Player,Player Link,Maidens,Overs,Runs,Wickets,Economy,Inns,Opposition,Ground,Start Date
AJ Finch,/ci/content/player/5334.html,0,2.0,13,0,6.50,2,South Africa,Basseterre,11 Jun 2016
B Stanlake,/ci/content/player/533042.html,0,3.0,13,0,4.33,2,Pakistan,Brisbane,13 Jan 2017
TM Head,/ci/content/player/530011.html,0,2.0,13,0,6.50,2,Pakistan,Adelaide,26 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,0,2.0,14,0,7.00,1,India,Melbourne,18 Jan 2015
GJ Maxwell,/ci/content/player/325026.html,0,2.0,14,0,7.00,2,England,Birmingham,10 Jun 2017
JP Faulkner,/ci/content/player/270484.html,0,3.0,15,0,5.00,1,Scotland,Hobart,14 Mar 2015
GJ Maxwell,/ci/content/player/325026.html,0,3.0,15,0,5.00,1,New Zealand,Hamilton,8 Feb 2016
SPD Smith,/ci/content/player/267192.html,0,2.0,16,0,8.00,2,India,Canberra,20 Jan 2016
AJ Finch,/ci/content/player/5334.html,0,3.0,16,0,5.33,1,West Indies,Bridgetown,21 Jun 2016
TM Head,/ci/content/player/530011.html,0,2.0,16,0,8.00,2,South Africa,Centurion,30 Sep 2016
SR Watson,/ci/content/player/8180.html,0,5.0,17,0,3.40,1,Pakistan,Adelaide,20 Mar 2015
MP Stoinis,/ci/content/player/325012.html,0,4.0,17,0,4.25,2,England,Leeds,11 Sep 2015
MR Marsh,/ci/content/player/272450.html,0,7.0,18,0,2.57,2,England,Perth,1 Feb 2015
GJ Maxwell,/ci/content/player/325026.html,0,5.0,18,0,3.60,2,India,Sydney,26 Mar 2015
MR Marsh,/ci/content/player/272450.html,0,4.0,18,0,4.50,1,South Africa,Providence,7 Jun 2016
TM Head,/ci/content/player/530011.html,0,4.0,18,0,4.50,1,Sri Lanka,Colombo (RPS),21 Aug 2016
SPD Smith,/ci/content/player/267192.html,0,2.0,19,0,9.50,2,England,Melbourne,14 Feb 2015
SPD Smith,/ci/content/player/267192.html,0,2.0,20,0,10.00,2,India,Sydney,23 Jan 2016
TM Head,/ci/content/player/530011.html,0,2.0,21,0,10.50,1,South Africa,Johannesburg,2 Oct 2016
GJ Maxwell,/ci/content/player/325026.html,0,3.0,22,0,7.33,1,England,Hobart,23 Jan 2015
GJ Maxwell,/ci/content/player/325026.html,0,3.0,22,0,7.33,1,India,Perth,12 Jan 2016
MP Stoinis,/ci/content/player/325012.html,0,4.0,22,0,5.50,1,New Zealand,Hamilton,5 Feb 2017
TM Head,/ci/content/player/530011.html,0,4.0,22,0,5.50,1,New Zealand,Birmingham,2 Jun 2017
SR Watson,/ci/content/player/8180.html,0,4.0,23,0,5.75,1,England,Sydney,16 Jan 2015
SR Watson,/ci/content/player/8180.html,0,4.0,23,0,5.75,1,New Zealand,Melbourne,29 Mar 2015
TM Head,/ci/content/player/530011.html,0,2.4,23,0,8.62,2,Pakistan,Melbourne,15 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,0,5.0,25,0,5.00,1,India,Sydney,26 Jan 2015
MR Marsh,/ci/content/player/272450.html,0,3.0,25,0,8.33,2,Afghanistan,Perth,4 Mar 2015
MC Henriques,/ci/content/player/5961.html,0,5.0,25,0,5.00,1,New Zealand,Birmingham,2 Jun 2017
MR Marsh,/ci/content/player/272450.html,0,3.0,26,0,8.66,2,Ireland,Belfast,27 Aug 2015
GJ Maxwell,/ci/content/player/325026.html,0,4.0,26,0,6.50,1,New Zealand,Wellington,6 Feb 2016
MR Marsh,/ci/content/player/272450.html,0,3.0,26,0,8.66,2,New Zealand,Canberra,6 Dec 2016
JW Hastings,/ci/content/player/228622.html,0,4.0,27,0,6.75,2,South Africa,Port Elizabeth,9 Oct 2016
MR Marsh,/ci/content/player/272450.html,0,5.0,28,0,5.60,1,England,Manchester,8 Sep 2015
TM Head,/ci/content/player/530011.html,0,10.0,28,0,2.80,2,Pakistan,Brisbane,13 Jan 2017
SR Watson,/ci/content/player/8180.html,0,4.0,29,0,7.25,2,India,Sydney,26 Mar 2015
TM Head,/ci/content/player/530011.html,0,6.0,29,0,4.83,2,West Indies,Basseterre,13 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,2,8.0,30,0,3.75,1,New Zealand,Melbourne,29 Mar 2015
GJ Maxwell,/ci/content/player/325026.html,0,3.0,30,0,10.00,1,New Zealand,Auckland,3 Feb 2016
MR Marsh,/ci/content/player/272450.html,0,8.0,30,0,3.75,2,West Indies,Basseterre,13 Jun 2016
TM Head,/ci/content/player/530011.html,0,7.0,31,0,4.42,2,New Zealand,Canberra,6 Dec 2016
JP Faulkner,/ci/content/player/270484.html,0,7.0,32,0,4.57,2,South Africa,Basseterre,11 Jun 2016
MA Starc,/ci/content/player/311592.html,0,8.0,32,0,4.00,2,West Indies,Bridgetown,26 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,2,10.0,32,0,3.20,2,Pakistan,Melbourne,15 Jan 2017
MR Marsh,/ci/content/player/272450.html,0,6.0,32,0,5.33,2,Pakistan,Melbourne,15 Jan 2017
SR Watson,/ci/content/player/8180.html,0,8.0,33,0,4.12,1,India,Melbourne,18 Jan 2015
GJ Maxwell,/ci/content/player/325026.html,0,4.0,33,0,8.25,2,England,Melbourne,14 Feb 2015
PJ Cummins,/ci/content/player/489889.html,0,6.0,33,0,5.50,1,England,Manchester,13 Sep 2015
GJ Maxwell,/ci/content/player/325026.html,0,6.0,33,0,5.50,1,India,Brisbane,15 Jan 2016
A Zampa,/ci/content/player/379504.html,0,5.0,33,0,6.60,1,South Africa,Cape Town,12 Oct 2016
A Zampa,/ci/content/player/379504.html,0,7.0,34,0,4.85,1,Sri Lanka,Colombo (RPS),21 Aug 2016
GJ Maxwell,/ci/content/player/325026.html,0,6.0,35,0,5.83,2,Sri Lanka,Sydney,8 Mar 2015
JL Pattinson,/ci/content/player/272465.html,1,6.0,36,0,6.00,1,England,Manchester,8 Sep 2015
MR Marsh,/ci/content/player/272450.html,0,5.0,36,0,7.20,1,West Indies,Bridgetown,21 Jun 2016
SM Boland,/ci/content/player/446548.html,2,10.0,36,0,3.60,2,South Africa,Port Elizabeth,9 Oct 2016
JP Faulkner,/ci/content/player/270484.html,0,10.0,39,0,3.90,1,Sri Lanka,Dambulla,31 Aug 2016
MA Starc,/ci/content/player/311592.html,0,7.0,40,0,5.71,2,England,Perth,1 Feb 2015
MC Henriques,/ci/content/player/5961.html,0,5.0,40,0,8.00,1,Sri Lanka,Colombo (RPS),24 Aug 2016
TM Head,/ci/content/player/530011.html,0,4.0,41,0,10.25,1,Sri Lanka,Colombo (RPS),24 Aug 2016
A Zampa,/ci/content/player/379504.html,0,7.0,41,0,5.85,1,New Zealand,Hamilton,5 Feb 2017
JW Hastings,/ci/content/player/228622.html,1,10.0,42,0,4.20,1,New Zealand,Wellington,6 Feb 2016
PJ Cummins,/ci/content/player/489889.html,1,10.0,44,0,4.40,1,India,Chennai,17 Sep 2017
JR Hazlewood,/ci/content/player/288284.html,0,6.5,45,0,6.58,2,England,Melbourne,14 Feb 2015
GJ Maxwell,/ci/content/player/325026.html,0,9.0,46,0,5.11,1,India,Melbourne,17 Jan 2016
JR Hazlewood,/ci/content/player/288284.html,0,9.0,46,0,5.11,2,West Indies,Basseterre,13 Jun 2016
JP Faulkner,/ci/content/player/270484.html,0,7.0,48,0,6.85,2,India,Canberra,20 Jan 2016
PJ Cummins,/ci/content/player/489889.html,1,10.0,48,0,4.80,2,Pakistan,Melbourne,15 Jan 2017
TM Head,/ci/content/player/530011.html,0,8.0,49,0,6.12,1,South Africa,Cape Town,12 Oct 2016
DJ Worrall,/ci/content/player/557298.html,0,7.2,50,0,6.81,2,South Africa,Centurion,30 Sep 2016
PJ Cummins,/ci/content/player/489889.html,0,10.0,52,0,5.20,1,India,Melbourne,18 Jan 2015
MR Marsh,/ci/content/player/272450.html,0,9.0,52,0,5.77,2,South Africa,Basseterre,11 Jun 2016
JW Hastings,/ci/content/player/228622.html,0,7.0,52,0,7.42,2,South Africa,Centurion,30 Sep 2016
MA Starc,/ci/content/player/311592.html,0,9.0,52,0,5.77,1,New Zealand,Birmingham,2 Jun 2017
A Zampa,/ci/content/player/379504.html,0,8.2,52,0,6.24,2,England,Birmingham,10 Jun 2017
JS Paris,/ci/content/player/501012.html,0,8.0,53,0,6.62,1,India,Perth,12 Jan 2016
MR Marsh,/ci/content/player/272450.html,0,9.0,53,0,5.88,1,India,Perth,12 Jan 2016
MR Marsh,/ci/content/player/272450.html,0,7.0,53,0,7.57,1,South Africa,Cape Town,12 Oct 2016
JP Faulkner,/ci/content/player/270484.html,0,10.0,54,0,5.40,2,India,Sydney,23 Jan 2016
A Zampa,/ci/content/player/379504.html,0,8.0,54,0,6.75,1,South Africa,Johannesburg,2 Oct 2016
PJ Cummins,/ci/content/player/489889.html,1,8.0,55,0,6.87,2,England,Birmingham,10 Jun 2017
JW Hastings,/ci/content/player/228622.html,0,6.2,56,0,8.84,2,England,Leeds,11 Sep 2015
JR Hazlewood,/ci/content/player/288284.html,0,10.0,56,0,5.60,1,Sri Lanka,Colombo (RPS),21 Aug 2016
SM Boland,/ci/content/player/446548.html,0,10.0,58,0,5.80,2,India,Sydney,23 Jan 2016
NM Lyon,/ci/content/player/272279.html,0,8.0,58,0,7.25,2,India,Sydney,23 Jan 2016
XJ Doherty,/ci/content/player/5017.html,0,7.0,60,0,8.57,2,Sri Lanka,Sydney,8 Mar 2015
KW Richardson,/ci/content/player/272262.html,1,8.0,61,0,7.62,1,India,Brisbane,15 Jan 2016
JP Faulkner,/ci/content/player/270484.html,0,10.0,62,0,6.20,1,Pakistan,Perth,19 Jan 2017
SM Boland,/ci/content/player/446548.html,0,9.0,63,0,7.00,1,India,Melbourne,17 Jan 2016
KW Richardson,/ci/content/player/272262.html,1,10.0,64,0,6.40,1,New Zealand,Auckland,3 Feb 2016
MR Marsh,/ci/content/player/272450.html,0,8.0,66,0,8.25,2,South Africa,Centurion,30 Sep 2016
MG Johnson,/ci/content/player/6033.html,1,6.0,68,0,11.33,2,New Zealand,Auckland,28 Feb 2015
JL Pattinson,/ci/content/player/272465.html,0,9.0,73,0,8.11,2,England,Leeds,11 Sep 2015
SM Boland,/ci/content/player/446548.html,0,10.0,74,0,7.40,1,India,Perth,12 Jan 2016
DJ Worrall,/ci/content/player/557298.html,0,9.0,78,0,8.66,2,South Africa,Durban,5 Oct 2016
JM Mennie,/ci/content/player/439288.html,0,10.0,82,0,8.20,1,South Africa,Johannesburg,2 Oct 2016
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,England,Sydney,16 Jan 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,England,Sydney,16 Jan 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,England,Sydney,16 Jan 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,England,Sydney,16 Jan 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,England,Sydney,16 Jan 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,India,Melbourne,18 Jan 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,India,Melbourne,18 Jan 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,India,Melbourne,18 Jan 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,India,Melbourne,18 Jan 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Melbourne,18 Jan 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,England,Hobart,23 Jan 2015
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,England,Hobart,23 Jan 2015
CL White,/ci/content/player/8291.html,-,DNB,-,-,-,1,England,Hobart,23 Jan 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,England,Hobart,23 Jan 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,England,Hobart,23 Jan 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,India,Sydney,26 Jan 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,England,Perth,1 Feb 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,England,Perth,1 Feb 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,England,Perth,1 Feb 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,England,Perth,1 Feb 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,England,Melbourne,14 Feb 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,England,Melbourne,14 Feb 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,England,Melbourne,14 Feb 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,England,Melbourne,14 Feb 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
SR Watson,/ci/content/player/8180.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,New Zealand,Auckland,28 Feb 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,Afghanistan,Perth,4 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,Afghanistan,Perth,4 Mar 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Afghanistan,Perth,4 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Afghanistan,Perth,4 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,Sri Lanka,Sydney,8 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,2,Sri Lanka,Sydney,8 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,Sri Lanka,Sydney,8 Mar 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Sri Lanka,Sydney,8 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Sri Lanka,Sydney,8 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,Scotland,Hobart,14 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,1,Scotland,Hobart,14 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Scotland,Hobart,14 Mar 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Scotland,Hobart,14 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Scotland,Hobart,14 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,Pakistan,Adelaide,20 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,1,Pakistan,Adelaide,20 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,Pakistan,Adelaide,20 Mar 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,Pakistan,Adelaide,20 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,Pakistan,Adelaide,20 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,India,Sydney,26 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,India,Sydney,26 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,2,India,Sydney,26 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,2,India,Sydney,26 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,India,Sydney,26 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,1,New Zealand,Melbourne,29 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,1,New Zealand,Melbourne,29 Mar 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,New Zealand,Melbourne,29 Mar 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,New Zealand,Melbourne,29 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,New Zealand,Melbourne,29 Mar 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,Ireland,Belfast,27 Aug 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,Ireland,Belfast,27 Aug 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,Ireland,Belfast,27 Aug 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,Ireland,Belfast,27 Aug 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,2,Ireland,Belfast,27 Aug 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,England,Southampton,3 Sep 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,England,Southampton,3 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,England,Southampton,3 Sep 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,England,Southampton,3 Sep 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,2,England,Southampton,3 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
SR Watson,/ci/content/player/8180.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,England,Lord's,5 Sep 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,England,Manchester,8 Sep 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,England,Manchester,8 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,England,Manchester,8 Sep 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,England,Manchester,8 Sep 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,1,England,Manchester,8 Sep 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,2,England,Leeds,11 Sep 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,England,Leeds,11 Sep 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,England,Leeds,11 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,England,Leeds,11 Sep 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,England,Leeds,11 Sep 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
JA Burns,/ci/content/player/326632.html,-,DNB,-,-,-,1,England,Manchester,13 Sep 2015
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,India,Perth,12 Jan 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,India,Perth,12 Jan 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,India,Perth,12 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,India,Perth,12 Jan 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Perth,12 Jan 2016
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,India,Brisbane,15 Jan 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,India,Brisbane,15 Jan 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,India,Brisbane,15 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,India,Brisbane,15 Jan 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Brisbane,15 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,India,Melbourne,17 Jan 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,India,Melbourne,17 Jan 2016
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,India,Melbourne,17 Jan 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,India,Melbourne,17 Jan 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,India,Melbourne,17 Jan 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,India,Canberra,20 Jan 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,India,Canberra,20 Jan 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,India,Canberra,20 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,India,Canberra,20 Jan 2016
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,2,India,Sydney,23 Jan 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,India,Sydney,23 Jan 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,India,Sydney,23 Jan 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,India,Sydney,23 Jan 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,India,Sydney,23 Jan 2016
SE Marsh,/ci/content/player/6683.html,-,DNB,-,-,-,1,New Zealand,Auckland,3 Feb 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,New Zealand,Auckland,3 Feb 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,New Zealand,Auckland,3 Feb 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,New Zealand,Auckland,3 Feb 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,New Zealand,Auckland,3 Feb 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,New Zealand,Wellington,6 Feb 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,New Zealand,Wellington,6 Feb 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,New Zealand,Wellington,6 Feb 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,New Zealand,Wellington,6 Feb 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,New Zealand,Wellington,6 Feb 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,New Zealand,Hamilton,8 Feb 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,New Zealand,Hamilton,8 Feb 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,New Zealand,Hamilton,8 Feb 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,New Zealand,Hamilton,8 Feb 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,New Zealand,Hamilton,8 Feb 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,West Indies,Providence,5 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,West Indies,Providence,5 Jun 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,West Indies,Providence,5 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,West Indies,Providence,5 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,West Indies,Providence,5 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,South Africa,Providence,7 Jun 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,1,South Africa,Providence,7 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,South Africa,Providence,7 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,South Africa,Providence,7 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,South Africa,Basseterre,11 Jun 2016
DA Warner,/ci/content/player/219889.html,-,DNB,-,-,-,2,South Africa,Basseterre,11 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,South Africa,Basseterre,11 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,South Africa,Basseterre,11 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,South Africa,Basseterre,11 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,2,West Indies,Basseterre,13 Jun 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,2,West Indies,Basseterre,13 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,2,West Indies,Basseterre,13 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,2,West Indies,Basseterre,13 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,2,West Indies,Basseterre,13 Jun 2016
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
SM Boland,/ci/content/player/446548.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
AJ Finch,/ci/content/player/5334.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
JP Faulkner,/ci/content/player/270484.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
MR Marsh,/ci/content/player/272450.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,1,South Africa,Bridgetown,19 Jun 2016
GJ Bailey,/ci/content/player/4451.html,-,DNB,-,-,-,1,West Indies,Bridgetown,21 Jun 2016
UT Khawaja,/ci/content/player/215155.html,-,DNB,-,-,-,1,West Indies,Bridgetown,21 Jun 2016
MS Wade,/ci/content/player/230193.html,-,DNB,-,-,-,1,West Indies,Bridgetown,21 Jun 2016
