Player,Player Link,Minutes,Runs,Balls Faced,Fours,Sixes,Strike Rate,Inns,Opposition,Ground,Start Date
GJ Maxwell,/ci/content/player/325026.html,16,13,7,1,1,185.71,1,Pakistan,Adelaide,26 Jan 2017
MR Marsh,/ci/content/player/272450.html,24,12*,13,0,0,92.30,2,India,Perth,12 Jan 2016
DA Warner,/ci/content/player/219889.html,25,12,18,2,0,66.66,1,England,Perth,1 Feb 2015
MJ Clarke,/ci/content/player/4578.html,37,12,18,1,0,66.66,1,New Zealand,Auckland,28 Feb 2015
DA Warner,/ci/content/player/219889.html,14,12,7,1,1,171.42,1,India,Sydney,26 Mar 2015
SPD Smith,/ci/content/player/267192.html,30,12,28,1,0,42.85,2,England,Manchester,13 Sep 2015
DA Warner,/ci/content/player/219889.html,28,12,11,2,0,109.09,2,New Zealand,Auckland,3 Feb 2016
MA Starc,/ci/content/player/311592.html,11,12,8,1,1,150.00,2,Sri Lanka,Dambulla,28 Aug 2016
A Zampa,/ci/content/player/379504.html,21,12,19,1,0,63.15,1,South Africa,Centurion,30 Sep 2016
JR Hazlewood,/ci/content/player/288284.html,18,11*,11,2,0,100.00,2,South Africa,Providence,7 Jun 2016
MR Marsh,/ci/content/player/272450.html,15,11,15,1,0,73.33,1,Ireland,Belfast,27 Aug 2015
GJ Bailey,/ci/content/player/4451.html,12,11,9,0,1,122.22,1,South Africa,Basseterre,11 Jun 2016
MA Starc,/ci/content/player/311592.html,6,11,5,2,0,220.00,1,New Zealand,Sydney,4 Dec 2016
MS Wade,/ci/content/player/230193.html,13,11,5,1,1,220.00,1,New Zealand,Canberra,6 Dec 2016
GJ Bailey,/ci/content/player/4451.html,36,10,25,1,0,40.00,2,England,Sydney,16 Jan 2015
MJ Clarke,/ci/content/player/4578.html,16,10,12,1,0,83.33,1,India,Sydney,26 Mar 2015
GJ Bailey,/ci/content/player/4451.html,11,10,7,0,0,142.85,1,India,Canberra,20 Jan 2016
MR Marsh,/ci/content/player/272450.html,16,10,12,1,0,83.33,1,South Africa,Basseterre,11 Jun 2016
TM Head,/ci/content/player/530011.html,23,10,17,1,0,58.82,2,Sri Lanka,Colombo (RPS),21 Aug 2016
DA Warner,/ci/content/player/219889.html,21,10,12,1,0,83.33,2,Sri Lanka,Dambulla,28 Aug 2016
MA Starc,/ci/content/player/311592.html,15,10,8,0,1,125.00,1,Pakistan,Brisbane,13 Jan 2017
JP Faulkner,/ci/content/player/270484.html,13,9*,9,2,0,100.00,2,India,Melbourne,18 Jan 2015
MR Marsh,/ci/content/player/272450.html,24,9*,19,0,0,47.36,2,West Indies,Providence,5 Jun 2016
BJ Haddin,/ci/content/player/5560.html,17,9,12,1,0,75.00,1,England,Perth,1 Feb 2015
DA Warner,/ci/content/player/219889.html,16,9,12,1,0,75.00,1,Sri Lanka,Sydney,8 Mar 2015
JA Burns,/ci/content/player/326632.html,26,9,18,0,0,50.00,2,England,Manchester,8 Sep 2015
GJ Bailey,/ci/content/player/4451.html,23,9,18,2,0,50.00,2,South Africa,Johannesburg,2 Oct 2016
UT Khawaja,/ci/content/player/215155.html,41,9,20,2,0,45.00,2,Pakistan,Perth,19 Jan 2017
MS Wade,/ci/content/player/230193.html,-,9,10,1,0,90.00,2,India,Chennai,17 Sep 2017
PJ Cummins,/ci/content/player/489889.html,-,9,7,1,0,128.57,2,India,Chennai,17 Sep 2017
MS Wade,/ci/content/player/230193.html,8,8*,5,0,1,160.00,2,Sri Lanka,Dambulla,31 Aug 2016
JP Faulkner,/ci/content/player/270484.html,15,8*,14,0,0,57.14,2,Sri Lanka,Pallekele,4 Sep 2016
JW Hastings,/ci/content/player/228622.html,6,8*,6,2,0,133.33,2,Sri Lanka,Pallekele,4 Sep 2016
SPD Smith,/ci/content/player/267192.html,18,8*,6,2,0,133.33,2,New Zealand,Birmingham,2 Jun 2017
MR Marsh,/ci/content/player/272450.html,17,8,9,0,0,88.88,1,Afghanistan,Perth,4 Mar 2015
MJ Clarke,/ci/content/player/4578.html,10,8,11,0,0,72.72,2,Pakistan,Adelaide,20 Mar 2015
AJ Finch,/ci/content/player/5334.html,11,8,11,1,0,72.72,2,India,Perth,12 Jan 2016
JW Hastings,/ci/content/player/228622.html,21,8,9,2,0,88.88,2,New Zealand,Auckland,3 Feb 2016
SPD Smith,/ci/content/player/267192.html,16,8,10,0,0,80.00,2,South Africa,Providence,7 Jun 2016
MR Marsh,/ci/content/player/272450.html,17,8,13,1,0,61.53,2,South Africa,Providence,7 Jun 2016
DA Warner,/ci/content/player/219889.html,29,8,17,0,0,47.05,2,Sri Lanka,Colombo (RPS),21 Aug 2016
SPD Smith,/ci/content/player/267192.html,21,8,11,2,0,72.72,1,South Africa,Centurion,30 Sep 2016
A Zampa,/ci/content/player/379504.html,14,8,11,0,1,72.72,2,South Africa,Johannesburg,2 Oct 2016
MS Wade,/ci/content/player/230193.html,8,8,6,1,0,133.33,1,Pakistan,Adelaide,26 Jan 2017
AJ Finch,/ci/content/player/5334.html,29,8,18,0,0,44.44,2,New Zealand,Birmingham,2 Jun 2017
PJ Cummins,/ci/content/player/489889.html,51,7*,30,1,0,23.33,1,New Zealand,Auckland,28 Feb 2015
BJ Haddin,/ci/content/player/5560.html,22,7*,7,1,0,100.00,1,India,Sydney,26 Mar 2015
JP Faulkner,/ci/content/player/270484.html,15,7,6,1,0,116.66,1,Afghanistan,Perth,4 Mar 2015
SE Marsh,/ci/content/player/6683.html,30,7,14,0,0,50.00,1,India,Sydney,23 Jan 2016
MS Wade,/ci/content/player/230193.html,13,7,7,0,0,100.00,2,South Africa,Cape Town,12 Oct 2016
DA Warner,/ci/content/player/219889.html,19,7,18,1,0,38.88,1,Pakistan,Brisbane,13 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,11,7,7,1,0,100.00,2,New Zealand,Auckland,30 Jan 2017
JP Faulkner,/ci/content/player/270484.html,6,6*,4,1,0,150.00,2,England,Sydney,16 Jan 2015
DJ Worrall,/ci/content/player/557298.html,13,6*,4,1,0,150.00,1,South Africa,Centurion,30 Sep 2016
A Zampa,/ci/content/player/379504.html,24,6*,8,0,0,75.00,2,South Africa,Cape Town,12 Oct 2016
SR Watson,/ci/content/player/8180.html,22,6,11,0,0,54.54,1,England,Southampton,3 Sep 2015
GJ Maxwell,/ci/content/player/325026.html,7,6,6,1,0,100.00,2,India,Perth,12 Jan 2016
MS Wade,/ci/content/player/230193.html,17,6,10,0,0,60.00,2,India,Melbourne,17 Jan 2016
AJ Finch,/ci/content/player/5334.html,4,6,6,1,0,100.00,1,India,Sydney,23 Jan 2016
GJ Bailey,/ci/content/player/4451.html,13,6,14,0,0,42.85,1,India,Sydney,23 Jan 2016
GJ Maxwell,/ci/content/player/325026.html,13,6,10,1,0,60.00,2,New Zealand,Wellington,6 Feb 2016
JW Hastings,/ci/content/player/228622.html,23,6,19,0,0,31.57,2,New Zealand,Hamilton,8 Feb 2016
SPD Smith,/ci/content/player/267192.html,10,6,10,1,0,60.00,2,West Indies,Providence,5 Jun 2016
MC Henriques,/ci/content/player/5961.html,12,6,7,0,0,85.71,2,Sri Lanka,Colombo (RPS),21 Aug 2016
UT Khawaja,/ci/content/player/215155.html,11,6,6,1,0,100.00,2,Sri Lanka,Pallekele,4 Sep 2016
DA Warner,/ci/content/player/219889.html,10,6,5,1,0,120.00,1,South Africa,Port Elizabeth,9 Oct 2016
MA Starc,/ci/content/player/311592.html,8,6,5,0,0,120.00,1,Pakistan,Adelaide,26 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,16,5*,5,1,0,100.00,2,New Zealand,Hamilton,8 Feb 2016
JP Faulkner,/ci/content/player/270484.html,15,5*,7,0,0,71.42,2,Sri Lanka,Colombo (RPS),21 Aug 2016
MA Starc,/ci/content/player/311592.html,5,5*,7,0,0,71.42,2,Sri Lanka,Colombo (RPS),21 Aug 2016
JW Hastings,/ci/content/player/228622.html,19,5*,7,0,0,71.42,2,Sri Lanka,Dambulla,28 Aug 2016
A Zampa,/ci/content/player/379504.html,4,5*,6,1,0,83.33,2,Sri Lanka,Dambulla,28 Aug 2016
A Zampa,/ci/content/player/379504.html,-,5*,4,0,0,125.00,2,India,Chennai,17 Sep 2017
GJ Bailey,/ci/content/player/4451.html,12,5,11,0,0,45.45,2,India,Melbourne,18 Jan 2015
SPD Smith,/ci/content/player/267192.html,14,5,9,1,0,55.55,1,England,Melbourne,14 Feb 2015
AC Agar,/ci/content/player/505120.html,16,5,15,0,0,33.33,2,England,Manchester,8 Sep 2015
PJ Cummins,/ci/content/player/489889.html,3,5,5,0,0,100.00,2,England,Manchester,8 Sep 2015
SPD Smith,/ci/content/player/267192.html,15,5,12,0,0,41.66,1,England,Leeds,11 Sep 2015
DA Warner,/ci/content/player/219889.html,20,5,10,1,0,50.00,2,India,Perth,12 Jan 2016
SE Marsh,/ci/content/player/6683.html,7,5,8,1,0,62.50,2,New Zealand,Auckland,3 Feb 2016
MS Wade,/ci/content/player/230193.html,6,5,3,1,0,166.66,1,West Indies,Basseterre,13 Jun 2016
A Zampa,/ci/content/player/379504.html,14,5,6,0,0,83.33,1,West Indies,Bridgetown,26 Jun 2016
A Zampa,/ci/content/player/379504.html,17,5,16,0,0,31.25,2,Sri Lanka,Colombo (RPS),24 Aug 2016
MS Wade,/ci/content/player/230193.html,14,5,10,1,0,50.00,1,South Africa,Centurion,30 Sep 2016
A Zampa,/ci/content/player/379504.html,4,5,4,1,0,125.00,1,South Africa,Port Elizabeth,9 Oct 2016
JP Faulkner,/ci/content/player/270484.html,13,5,12,0,0,41.66,1,Pakistan,Brisbane,13 Jan 2017
MS Wade,/ci/content/player/230193.html,13,5,6,0,0,83.33,1,Pakistan,Sydney,22 Jan 2017
TM Head,/ci/content/player/530011.html,16,5,15,1,0,33.33,2,New Zealand,Auckland,30 Jan 2017
TM Head,/ci/content/player/530011.html,-,5,6,0,0,83.33,2,India,Chennai,17 Sep 2017
JP Faulkner,/ci/content/player/270484.html,6,4*,3,0,0,133.33,1,West Indies,Basseterre,13 Jun 2016
NM Lyon,/ci/content/player/272279.html,7,4*,6,0,0,66.66,2,Sri Lanka,Colombo (RPS),24 Aug 2016
MC Henriques,/ci/content/player/5961.html,7,4,11,0,0,36.36,2,England,Hobart,23 Jan 2015
SPD Smith,/ci/content/player/267192.html,17,4,11,0,0,36.36,1,New Zealand,Auckland,28 Feb 2015
AJ Finch,/ci/content/player/5334.html,14,4,9,0,0,44.44,1,Afghanistan,Perth,4 Mar 2015
MP Stoinis,/ci/content/player/325012.html,5,4,5,0,0,80.00,1,England,Leeds,11 Sep 2015
GJ Maxwell,/ci/content/player/325026.html,4,4,4,1,0,100.00,1,West Indies,Bridgetown,26 Jun 2016
AJ Finch,/ci/content/player/5334.html,16,4,7,0,0,57.14,2,Sri Lanka,Colombo (RPS),24 Aug 2016
MC Henriques,/ci/content/player/5961.html,20,4,16,0,0,25.00,2,Sri Lanka,Colombo (RPS),24 Aug 2016
JP Faulkner,/ci/content/player/270484.html,19,4,13,0,0,30.76,2,Sri Lanka,Dambulla,28 Aug 2016
JW Hastings,/ci/content/player/228622.html,5,4,3,1,0,133.33,1,South Africa,Port Elizabeth,9 Oct 2016
SM Boland,/ci/content/player/446548.html,9,4,4,0,0,100.00,2,South Africa,Cape Town,12 Oct 2016
MR Marsh,/ci/content/player/272450.html,30,4,17,0,0,23.52,1,Pakistan,Brisbane,13 Jan 2017
SPD Smith,/ci/content/player/267192.html,3,4,2,1,0,200.00,1,Pakistan,Adelaide,26 Jan 2017
AJ Finch,/ci/content/player/5334.html,12,4,7,0,0,57.14,2,New Zealand,Auckland,30 Jan 2017
SD Heazlett,/ci/content/player/826679.html,27,4,11,0,0,36.36,2,New Zealand,Auckland,30 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,5,4,5,1,0,80.00,2,New Zealand,Hamilton,5 Feb 2017
PJ Cummins,/ci/content/player/489889.html,8,4,7,0,0,57.14,1,England,Birmingham,10 Jun 2017
MG Johnson,/ci/content/player/6033.html,6,3*,3,0,0,100.00,1,Sri Lanka,Sydney,8 Mar 2015
SM Boland,/ci/content/player/446548.html,4,3*,3,0,0,100.00,1,South Africa,Centurion,30 Sep 2016
MG Johnson,/ci/content/player/6033.html,22,3,10,0,0,30.00,1,England,Perth,1 Feb 2015
GJ Maxwell,/ci/content/player/325026.html,20,3,7,0,0,42.85,2,South Africa,Providence,7 Jun 2016
MS Wade,/ci/content/player/230193.html,17,3,13,0,0,23.07,2,Sri Lanka,Pallekele,4 Sep 2016
AJ Finch,/ci/content/player/5334.html,8,3,8,0,0,37.50,1,New Zealand,Melbourne,9 Dec 2016
MA Starc,/ci/content/player/311592.html,9,3,5,0,0,60.00,1,Pakistan,Melbourne,15 Jan 2017
MA Starc,/ci/content/player/311592.html,11,3,3,0,0,100.00,2,New Zealand,Auckland,30 Jan 2017
MP Stoinis,/ci/content/player/325012.html,-,3,10,0,0,30.00,2,India,Chennai,17 Sep 2017
SR Watson,/ci/content/player/8180.html,10,2*,5,0,0,40.00,2,New Zealand,Melbourne,29 Mar 2015
MS Wade,/ci/content/player/230193.html,6,2*,2,0,0,100.00,1,Ireland,Belfast,27 Aug 2015
JL Pattinson,/ci/content/player/272465.html,19,2*,8,0,0,25.00,2,England,Manchester,8 Sep 2015
JW Hastings,/ci/content/player/228622.html,8,2*,3,0,0,66.66,1,India,Sydney,23 Jan 2016
A Zampa,/ci/content/player/379504.html,2,2*,2,0,0,100.00,1,New Zealand,Sydney,4 Dec 2016
GJ Bailey,/ci/content/player/4451.html,23,2,17,0,0,11.76,1,England,Perth,1 Feb 2015
AJ Finch,/ci/content/player/5334.html,11,2,5,0,0,40.00,2,Pakistan,Adelaide,20 Mar 2015
GJ Maxwell,/ci/content/player/325026.html,4,2,6,0,0,33.33,1,Ireland,Belfast,27 Aug 2015
JA Burns,/ci/content/player/326632.html,10,2,7,0,0,28.57,1,England,Leeds,11 Sep 2015
GJ Bailey,/ci/content/player/4451.html,11,2,10,0,0,20.00,2,New Zealand,Auckland,3 Feb 2016
SPD Smith,/ci/content/player/267192.html,12,2,12,0,0,16.66,2,New Zealand,Wellington,6 Feb 2016
MS Wade,/ci/content/player/230193.html,11,2,9,0,0,22.22,2,New Zealand,Wellington,6 Feb 2016
A Zampa,/ci/content/player/379504.html,12,2,11,0,0,18.18,2,New Zealand,Hamilton,8 Feb 2016
SM Boland,/ci/content/player/446548.html,11,2,12,0,0,16.66,2,New Zealand,Hamilton,8 Feb 2016
UT Khawaja,/ci/content/player/215155.html,12,2,7,0,0,28.57,2,South Africa,Providence,7 Jun 2016
MS Wade,/ci/content/player/230193.html,14,2,11,0,0,18.18,2,South Africa,Providence,7 Jun 2016
MR Marsh,/ci/content/player/272450.html,13,2,8,0,0,25.00,1,South Africa,Durban,5 Oct 2016
AJ Finch,/ci/content/player/5334.html,1,2,3,0,0,66.66,1,South Africa,Port Elizabeth,9 Oct 2016
GJ Bailey,/ci/content/player/4451.html,11,2,8,0,0,25.00,2,South Africa,Cape Town,12 Oct 2016
MS Wade,/ci/content/player/230193.html,5,2,3,0,0,66.66,1,England,Birmingham,10 Jun 2017
NM Coulter-Nile,/ci/content/player/261354.html,-,2,5,0,0,40.00,2,India,Chennai,17 Sep 2017
MA Starc,/ci/content/player/311592.html,3,1*,1,0,0,100.00,2,England,Hobart,23 Jan 2015
DA Warner,/ci/content/player/219889.html,1,1*,1,0,0,100.00,1,England,Lord's,5 Sep 2015
JP Faulkner,/ci/content/player/270484.html,1,1*,1,0,0,100.00,2,India,Perth,12 Jan 2016
JP Faulkner,/ci/content/player/270484.html,3,1*,1,0,0,100.00,1,South Africa,Basseterre,11 Jun 2016
NM Coulter-Nile,/ci/content/player/261354.html,3,1*,1,0,0,100.00,1,West Indies,Basseterre,13 Jun 2016
B Stanlake,/ci/content/player/533042.html,21,1*,6,0,0,16.66,1,Pakistan,Brisbane,13 Jan 2017
PJ Cummins,/ci/content/player/489889.html,2,1*,1,0,0,100.00,1,Pakistan,Adelaide,26 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,15,1*,5,0,0,20.00,1,England,Birmingham,10 Jun 2017
GJ Maxwell,/ci/content/player/325026.html,4,1,3,0,0,33.33,1,New Zealand,Auckland,28 Feb 2015
MG Johnson,/ci/content/player/6033.html,6,1,7,0,0,14.28,1,New Zealand,Auckland,28 Feb 2015
GJ Bailey,/ci/content/player/4451.html,8,1,7,0,0,14.28,1,Ireland,Belfast,27 Aug 2015
MS Wade,/ci/content/player/230193.html,6,1,2,0,0,50.00,1,England,Lord's,5 Sep 2015
MA Starc,/ci/content/player/311592.html,2,1,4,0,0,25.00,2,England,Manchester,8 Sep 2015
JP Faulkner,/ci/content/player/270484.html,3,1,3,0,0,33.33,1,India,Sydney,23 Jan 2016
DA Warner,/ci/content/player/219889.html,7,1,5,0,0,20.00,2,South Africa,Providence,7 Jun 2016
TM Head,/ci/content/player/530011.html,5,1,2,0,0,50.00,1,West Indies,Basseterre,13 Jun 2016
DA Warner,/ci/content/player/219889.html,5,1,4,0,0,25.00,2,Sri Lanka,Colombo (RPS),24 Aug 2016
SE Marsh,/ci/content/player/6683.html,20,1,8,0,0,12.50,2,Sri Lanka,Dambulla,28 Aug 2016
AJ Finch,/ci/content/player/5334.html,5,1,5,0,0,20.00,2,South Africa,Johannesburg,2 Oct 2016
JM Mennie,/ci/content/player/439288.html,12,1,2,0,0,50.00,2,South Africa,Johannesburg,2 Oct 2016
GJ Bailey,/ci/content/player/4451.html,4,1,6,0,0,16.66,1,South Africa,Port Elizabeth,9 Oct 2016
MR Marsh,/ci/content/player/272450.html,6,1,3,0,0,33.33,1,New Zealand,Sydney,4 Dec 2016
PSP Handscomb,/ci/content/player/334337.html,10,1,2,0,0,50.00,1,Pakistan,Adelaide,26 Jan 2017
A Zampa,/ci/content/player/379504.html,8,1,5,0,0,20.00,2,New Zealand,Hamilton,5 Feb 2017
HWR Cartwright,/ci/content/player/557295.html,-,1,8,0,0,12.50,2,India,Chennai,17 Sep 2017
SPD Smith,/ci/content/player/267192.html,-,1,5,0,0,20.00,2,India,Chennai,17 Sep 2017
MA Starc,/ci/content/player/311592.html,1,0*,0,0,0,-,2,England,Sydney,16 Jan 2015
MA Starc,/ci/content/player/311592.html,2,0*,0,0,0,-,1,England,Perth,1 Feb 2015
MA Starc,/ci/content/player/311592.html,1,0*,0,0,0,-,1,England,Melbourne,14 Feb 2015
XJ Doherty,/ci/content/player/5017.html,2,0*,1,0,0,0.00,1,Sri Lanka,Sydney,8 Mar 2015
NM Coulter-Nile,/ci/content/player/261354.html,4,0*,0,0,0,-,1,England,Lord's,5 Sep 2015
JW Hastings,/ci/content/player/228622.html,1,0*,0,0,0,-,2,India,Melbourne,17 Jan 2016
JW Hastings,/ci/content/player/228622.html,6,0*,0,0,0,-,1,India,Canberra,20 Jan 2016
JR Hazlewood,/ci/content/player/288284.html,1,0*,0,0,0,-,2,New Zealand,Auckland,3 Feb 2016
JR Hazlewood,/ci/content/player/288284.html,2,0*,0,0,0,-,1,West Indies,Bridgetown,26 Jun 2016
CP Tremain,/ci/content/player/553800.html,6,0*,6,0,0,0.00,2,South Africa,Johannesburg,2 Oct 2016
PJ Cummins,/ci/content/player/489889.html,16,0*,1,0,0,0.00,1,New Zealand,Sydney,4 Dec 2016
GJ Bailey,/ci/content/player/4451.html,6,0*,1,0,0,0.00,1,New Zealand,Canberra,6 Dec 2016
MA Starc,/ci/content/player/311592.html,3,0*,0,0,0,-,1,New Zealand,Melbourne,9 Dec 2016
JR Hazlewood,/ci/content/player/288284.html,9,0*,3,0,0,0.00,1,Pakistan,Melbourne,15 Jan 2017
MA Starc,/ci/content/player/311592.html,4,0*,0,0,0,-,1,Pakistan,Sydney,22 Jan 2017
GJ Maxwell,/ci/content/player/325026.html,1,0,2,0,0,0.00,2,England,Sydney,16 Jan 2015
CL White,/ci/content/player/8291.html,2,0,2,0,0,0.00,2,England,Hobart,23 Jan 2015
AJ Finch,/ci/content/player/5334.html,2,0,3,0,0,0.00,1,England,Perth,1 Feb 2015
SR Watson,/ci/content/player/8180.html,1,0,1,0,0,0.00,1,England,Melbourne,14 Feb 2015
MG Johnson,/ci/content/player/6033.html,3,0,1,0,0,0.00,1,England,Melbourne,14 Feb 2015
MR Marsh,/ci/content/player/272450.html,3,0,2,0,0,0.00,1,New Zealand,Auckland,28 Feb 2015
MA Starc,/ci/content/player/311592.html,2,0,3,0,0,0.00,1,New Zealand,Auckland,28 Feb 2015
JP Faulkner,/ci/content/player/270484.html,1,0,1,0,0,0.00,1,Sri Lanka,Sydney,8 Mar 2015
MA Starc,/ci/content/player/311592.html,1,0,0,0,0,-,1,Sri Lanka,Sydney,8 Mar 2015
AJ Finch,/ci/content/player/5334.html,7,0,5,0,0,0.00,2,New Zealand,Melbourne,29 Mar 2015
JA Burns,/ci/content/player/326632.html,9,0,10,0,0,0.00,2,England,Manchester,13 Sep 2015
JP Faulkner,/ci/content/player/270484.html,1,0,1,0,0,0.00,1,India,Canberra,20 Jan 2016
MS Wade,/ci/content/player/230193.html,2,0,2,0,0,0.00,1,India,Canberra,20 Jan 2016
GJ Maxwell,/ci/content/player/325026.html,7,0,3,0,0,0.00,2,New Zealand,Auckland,3 Feb 2016
MR Marsh,/ci/content/player/272450.html,5,0,4,0,0,0.00,2,New Zealand,Auckland,3 Feb 2016
GJ Bailey,/ci/content/player/4451.html,3,0,1,0,0,0.00,2,New Zealand,Wellington,6 Feb 2016
GJ Maxwell,/ci/content/player/325026.html,2,0,2,0,0,0.00,2,New Zealand,Hamilton,8 Feb 2016
GJ Maxwell,/ci/content/player/325026.html,3,0,2,0,0,0.00,2,West Indies,Providence,5 Jun 2016
NM Coulter-Nile,/ci/content/player/261354.html,11,0,7,0,0,0.00,2,South Africa,Providence,7 Jun 2016
A Zampa,/ci/content/player/379504.html,4,0,1,0,0,0.00,2,South Africa,Providence,7 Jun 2016
AJ Finch,/ci/content/player/5334.html,4,0,1,0,0,0.00,1,West Indies,Basseterre,13 Jun 2016
MA Starc,/ci/content/player/311592.html,3,0,1,0,0,0.00,2,Sri Lanka,Colombo (RPS),24 Aug 2016
UT Khawaja,/ci/content/player/215155.html,3,0,2,0,0,0.00,2,Sri Lanka,Dambulla,31 Aug 2016
TM Head,/ci/content/player/530011.html,2,0,2,0,0,0.00,1,South Africa,Port Elizabeth,9 Oct 2016
SM Boland,/ci/content/player/446548.html,3,0,3,0,0,0.00,1,South Africa,Port Elizabeth,9 Oct 2016
SPD Smith,/ci/content/player/267192.html,2,0,2,0,0,0.00,2,South Africa,Cape Town,12 Oct 2016
JM Mennie,/ci/content/player/439288.html,3,0,2,0,0,0.00,2,South Africa,Cape Town,12 Oct 2016
CP Tremain,/ci/content/player/553800.html,7,0,3,0,0,0.00,2,South Africa,Cape Town,12 Oct 2016
AJ Finch,/ci/content/player/5334.html,2,0,1,0,0,0.00,1,New Zealand,Sydney,4 Dec 2016
SPD Smith,/ci/content/player/267192.html,10,0,7,0,0,0.00,1,New Zealand,Melbourne,9 Dec 2016
MR Marsh,/ci/content/player/272450.html,3,0,2,0,0,0.00,1,New Zealand,Melbourne,9 Dec 2016
SPD Smith,/ci/content/player/267192.html,1,0,1,0,0,0.00,1,Pakistan,Brisbane,13 Jan 2017
MR Marsh,/ci/content/player/272450.html,4,0,1,0,0,0.00,1,Pakistan,Melbourne,15 Jan 2017
PJ Cummins,/ci/content/player/489889.html,6,0,3,0,0,0.00,1,Pakistan,Melbourne,15 Jan 2017
JR Hazlewood,/ci/content/player/288284.html,26,0,0,0,0,-,2,New Zealand,Auckland,30 Jan 2017
PSP Handscomb,/ci/content/player/334337.html,2,0,2,0,0,0.00,2,New Zealand,Hamilton,5 Feb 2017
GJ Maxwell,/ci/content/player/325026.html,3,0,3,0,0,0.00,2,New Zealand,Hamilton,5 Feb 2017
JP Faulkner,/ci/content/player/270484.html,3,0,3,0,0,0.00,2,New Zealand,Hamilton,5 Feb 2017
MA Starc,/ci/content/player/311592.html,2,0,3,0,0,0.00,1,England,Birmingham,10 Jun 2017
A Zampa,/ci/content/player/379504.html,4,0,3,0,0,0.00,1,England,Birmingham,10 Jun 2017
XJ Doherty,/ci/content/player/5017.html,-,DNB,-,-,-,-,2,England,Sydney,16 Jan 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,England,Sydney,16 Jan 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,India,Melbourne,18 Jan 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,India,Melbourne,18 Jan 2015
GS Sandhu,/ci/content/player/499660.html,-,DNB,-,-,-,-,2,India,Melbourne,18 Jan 2015
GS Sandhu,/ci/content/player/499660.html,-,DNB,-,-,-,-,2,England,Hobart,23 Jan 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,England,Hobart,23 Jan 2015
GJ Maxwell,/ci/content/player/325026.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
SPD Smith,/ci/content/player/267192.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
BJ Haddin,/ci/content/player/5560.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
JP Faulkner,/ci/content/player/270484.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
XJ Doherty,/ci/content/player/5017.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
MR Marsh,/ci/content/player/272450.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
GJ Bailey,/ci/content/player/4451.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
JR Hazlewood,/ci/content/player/288284.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
AJ Finch,/ci/content/player/5334.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
MA Starc,/ci/content/player/311592.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
DA Warner,/ci/content/player/219889.html,-,TDNB,-,-,-,-,-,India,Sydney,26 Jan 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,England,Perth,1 Feb 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,England,Melbourne,14 Feb 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,1,Afghanistan,Perth,4 Mar 2015
MJ Clarke,/ci/content/player/4578.html,-,DNB,-,-,-,-,1,Afghanistan,Perth,4 Mar 2015
MG Johnson,/ci/content/player/6033.html,-,DNB,-,-,-,-,1,Afghanistan,Perth,4 Mar 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,1,Afghanistan,Perth,4 Mar 2015
MA Starc,/ci/content/player/311592.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
MG Johnson,/ci/content/player/6033.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
GJ Maxwell,/ci/content/player/325026.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
PJ Cummins,/ci/content/player/489889.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
BJ Haddin,/ci/content/player/5560.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
SPD Smith,/ci/content/player/267192.html,-,DNB,-,-,-,-,2,Scotland,Hobart,14 Mar 2015
JR Hazlewood,/ci/content/player/288284.html,-,DNB,-,-,-,-,2,Pakistan,Adelaide,20 Mar 2015
MG Johnson,/ci/content/player/6033.html,-,DNB,-,-,-,-,2,Pakistan,Adelaide,20 Mar 2015
