batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
219889,516561,"length ball outside off, angling away, left alone",1,0.1,0.01,0.1,0,0,0,0,0
219889,516561,"short of a length, stops a touch, pushed in front of square",1,0.2,0.02,0.2,0,0,222,219,4
219889,516561,"looks for the pull from outside off, but it is not short enough, and the bottom half of the bat sends it to mid-on",1,0.3,0.03,0.3,0,0,160,199,5
219889,516561,"fuller, shaping in, defended to mid-off. That's the length he needs to bowl",1,0.4,0.04,0.4,0,0,218,231,4
219889,516561,"top edge on the swivel-pull, but it doesn't carry to fine leg",1,0.5,0.05,0.5,1,1,76,106,7
5334,516561,wide down the leg side. Just maybe got used to bowling to the left-hand batsman,1,0.6,0.06,0.6,0,1,0,0,0
5334,516561,"full and swinging away, driven wide of mid-off where Hassan makes a half stop. Should have done better really. Concedes an extra run",1,0.6,0.07,0.6,2,2,94,246,6
219889,319746,"short, not much sting behind it, chest high for Warner and he pulls him away for four. Early lesson for Shapoor to not get carried away with the WACA bounce",1,1.1,1.01,1.1,4,4,12,138,7
219889,319746,"short of a length, into the body, tucked away off the hip",1,1.2,1.02,1.2,1,1,95,56,8
5334,319746,"on a good length, slight seam away from around off, defended from the crease",1,1.3,1.03,1.3,1,1,230,206,3
219889,319746,"inside edge. Good length ball, seams in a touch, takes the inside edge, goes fine of the square fine leg. Dawlat Z fields this with the foot",1,1.4,1.04,1.4,2,2,132,16,8
219889,319746,"short of a length, into the body, kisses the thigh pad on the way through, and Afsar makes a good save down the leg side",1,1.5,1.05,1.5,0,1,148,94,8
5334,319746,"wide length ball, Finch drives hard at it, gets a thick edge that flies by point",1,1.6,1.06,1.6,1,1,68,76,7
5334,516561,"on a length, just outside off, swings away a touch, defended to mid-on",1,2.1,2.01,2.1,0,0,203,226,4
5334,516561,"another outswinger, just outside off, defended off the outer half of the bat",1,2.2,2.02,2.2,0,0,124,139,7
5334,516561,"on a length, outside off, straightens a touch, defended again",1,2.3,2.03,2.3,0,0,202,235,4
5334,516561,"fuller, almost a half-volley, driven down the ground, Dawlat puts the dive in to prevent any runs",1,2.4,2.04,2.4,0,0,194,250,4
5334,516561,"wider on the crease, and bowls an inswinger. Shaping in towards the middle of the off stump. Defended back to him",1,2.5,2.05,2.5,0,0,172,192,5
5334,516561,"beautiful over. Perfect seam and swing bowling. A few outswingers, then inswinger from wide on the crease, and ends up with a sucker punch of an outswinger. Full, just outside off, Finch thinks he can drive at it, but it is not quite as full as he expects. Which means there is time for the ball to move and take the edge through to first slip where Nawroz Mangal takes a smart low catch",1,2.6,2.06,2.6,0,0,173,138,8
219889,319746,"gets the length right by bowling full, but concedes a wide down leg",1,3.1,3.01,3.1,0,1,0,0,0
219889,319746,"on a length, angling in towards top of off, defended from the crease",1,3.1,3.02,3.1,0,0,187,239,4
219889,319746,"<b>appeal for a strangle down the leg side</b>. Full, angling down leg, there is a sound as it passes the batsman, there is a deflection too, but just the fact that it has died through to the keeper suggests it has gone off the pad and not the bat. Replays confirm the suspicion",1,3.2,3.03,3.2,0,0,0,0,0
219889,319746,"don't bowl short, SZ. Warner pulls this over midwicket for four. And a soft short ball. Not a mean bouncer",1,3.3,3.04,3.3,4,4,9,192,6
219889,319746,"full this time, but too straight, and has been defended to mid-on",1,3.4,3.05,3.4,0,0,149,231,5
219889,319746,"full, really full, Warner plays from the crease, waiting for the short ball. Defends in front of his body. To mid-off",1,3.5,3.06,3.5,0,0,213,242,4
219889,319746,"length ball, Warner stays back to muscle a punch shot, but hits it straight to mid-off",1,3.6,3.07,3.6,0,0,234,226,4
267192,516561,"this is fullish and widish, and has been left alone",1,4.1,4.01,4.1,0,0,0,0,0
267192,516561,"seams away a touch, short of a length, from outside off it goes further away. Left alone",1,4.2,4.02,4.2,0,0,0,0,0
267192,516561,"full outswinger, he moves across to push this wide of mid-off for one",1,4.3,4.03,4.3,1,1,124,223,5
219889,516561,"nearly a wicket. Sharpish pace, a length ball, angling away, beats Warner's attempt to punch this through cover. Beats him for pace with the skid-through bounce",1,4.4,4.04,4.4,0,0,0,0,0
219889,516561,"nearly again. This time the sucker delivery. Floated outside off, slight swing away. No feet from Warner as he drives. Beaten",1,4.5,4.05,4.5,0,0,0,0,0
219889,516561,"outswinger, but too straight, and clipped away off the toes for three",1,4.6,4.06,4.6,3,3,15,179,6
219889,319746,"full, angling in, gets some extra bounce, hits him on the thigh pad",1,5.1,5.01,5.1,0,0,0,0,0
219889,319746,"full, straight and fast, defended to mid-on",1,5.2,5.02,5.2,0,0,144,239,5
219889,319746,"short of a length, outside off, punched away, to cover-point",1,5.3,5.03,5.3,0,0,254,182,3
219889,319746,"full, into the pads, pushed wide of mid-on for a single",1,5.4,5.04,5.4,1,1,120,225,5
267192,319746,leading edge as Smith goes across the stumps to work to leg. It rolls along the ground to cover,1,5.5,5.05,5.5,0,0,118,178,6
267192,319746,"good decision by umpire Gough. Short of a length, rib-high, Smith has moved across, and the ball has gone over the fourth stump. Not called a wide",1,5.6,5.06,5.6,0,0,0,0,0
219889,516561,"full and wide. Just inside the tram line. Warner goes after it, and is beaten. No feet",1,6.1,6.01,6.1,0,0,0,0,0
219889,516561,"more accurate, gets some shape back in to the left-hand batsman. Squares Warner up in defence",1,6.2,6.02,6.2,0,0,244,180,3
219889,516561,"this time he gets a shortish length with a hint of width, and he has punched this past point for three",1,6.3,6.03,6.3,3,3,346,195,3
267192,516561,"short of a length, on around middle, but for Smith that means leg because he moves across. He has worked this around the corner and timed it superbly for three",1,6.4,6.04,6.4,3,3,346,184,3
219889,516561,"full and outside off, pushed away from the body. Not in control as he pushes this to cover",1,6.5,6.05,6.5,0,0,246,175,3
219889,516561,"short of a length, just outside off, defended to cover",1,6.6,6.06,6.6,0,0,248,192,3
267192,311427,"full outswinger but starts a touch too wide, and is called too",1,7.1,7.01,7.1,0,1,0,0,0
