batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
219889,506612,"good length and slanted across the off stump, Warner simply watches it through to Watling",1,0.1,0.01,0.1,0,0,0,0,0
219889,506612,"Warner yells ""wait on"" as he stands tall to this short ball and punches straight to mid-off",1,0.2,0.02,0.2,0,0,234,198,3
219889,506612,"Warner yells ""wait on"" again. He presses forward to this very full one outside off and drives straight to mid-off",1,0.3,0.03,0.3,0,0,212,249,4
219889,506612,"good length, 135.7ks, seaming away off the surface. Warner gropes and misses outside off",1,0.4,0.04,0.4,0,0,0,0,0
219889,506612,"slanting into the pads, picked up and flicked to square-ish long leg",1,0.5,0.05,0.5,1,1,93,54,8
5334,506612,"very full and outside off, 137.9ks, Finch moves forward, gets closer to the pitch and push-drives it in the gap between extra cover and mid-off",1,0.6,0.06,0.6,1,1,75,251,6
5334,277912,"good length and angling away outside off, gets forward and pushes the ball to mid-off",1,1.1,1.01,1.1,0,0,140,208,5
5334,277912,"very full and outside off, Finch gets his front foot moving again. Tapped to the left of mid-off for another single",1,1.2,1.02,1.2,1,1,127,231,5
219889,277912,"and this outside edge flies just wide of Neesham at second slip. The fielder dives full-length to his left and just <strong>finger-tips it away</strong>. Good length, angled in, and bends away outside off, takes the outside edge. Warner pushes at it away from the body, and gets away",1,1.3,1.03,1.3,4,4,266,26,1
219889,277912,"even fuller and angled in, defended back to the bowler",1,1.4,1.04,1.4,0,0,222,191,3
219889,277912,"back of a length, angled in, the swings away, a thick outside edge streaks away to point",1,1.5,1.05,1.5,0,0,244,153,2
219889,277912,"full and largely holds its line in the channel, Warner covers his off stump and shoulders arms",1,1.6,1.06,1.6,0,0,0,0,0
5334,506612,"good length and hurtles back in, top-of-off line, inches forward and plays it back to the bowler",1,2.1,2.01,2.1,0,0,155,195,5
5334,506612,"very full and outside off, moves forward again, good stride, tapped into the covers",1,2.2,2.02,2.2,0,0,123,185,6
5334,506612,"Williamson dives to his right from mid-off, and stops this stroke. Full and outside off, front-foot drive down the ground",1,2.3,2.03,2.3,1,1,154,260,5
219889,506612,"very full on middle, push-driven straight down the ground, Warner did not over-hit it. Williamson moves back and to his left from mid-off to cut this off",1,2.4,2.04,2.4,3,3,222,336,4
5334,506612,"bouncer outside off, bursts off the surface, Finch lets it go outside off. Watling leaps and takes the ball over his head",1,2.5,2.05,2.5,0,0,0,0,0
5334,506612,"back of a length and ducks back in off the surface, Finch plays across the line. He is caught on the move. Off the top of the pad, and lobs in front of second slip",1,2.6,2.06,2.6,0,0,0,0,0
219889,277912,"Warner steps out and across, Boult shortens his length and gets it to swing in. Bounces over a fourth stump down leg. Leg-side wide",1,3.1,3.01,3.1,0,1,0,0,0
219889,277912,"dug short and outside off, shimmies out again, pushed to the covers",1,3.1,3.02,3.1,0,0,235,194,3
219889,277912,"back of a length and outside off, punched to cover",1,3.2,3.03,3.2,1,1,253,212,3
5334,277912,"short of a length, Finch is on the move again, hopping and failing to make contact with a flick",1,3.3,3.04,3.3,0,0,156,188,6
5334,277912,"good length and swings back in slightly, Finch attempts a crease-bound cut and is beaten. Boult goes through the gate",1,3.4,3.05,3.4,0,0,0,0,0
5334,277912,jabbed into the covers,1,3.5,3.06,3.5,0,0,135,209,6
5334,277912,"back of a length, 140.3ks, swerves back into Finch again. He is on the move again. Rapped on the thigh. The batsman was playing across and late on the shot too",1,3.6,3.07,3.6,0,0,0,0,0
219889,506612,"that's a <strong>gem from Henry</strong>. Beats the outside, and nearly shaves the off stump. Too good to even kiss the edge, too good to even kiss the stump. Good length - shapes like an inswinger - pitches on leg, and then viciously seams away, opening up the left-hander. That's the magic ball",1,4.1,4.01,4.1,0,0,0,0,0
219889,506612,"back of a length and outside off, leaps and jabs to the covers",1,4.2,4.02,4.2,0,0,241,194,3
219889,506612,blasted through mid-off. Full - not a half-volley outside off - gets forward and flat-bats it with all his might down the ground,1,4.3,4.03,4.3,4,4,229,353,4
219889,506612,"back of a length on leg stump, slightly cramps him for room. Fended to midwicket",1,4.4,4.04,4.4,0,0,139,185,6
219889,506612,"just short of a good length and outside off, chopped to cover",1,4.5,4.05,4.5,0,0,218,191,3
219889,506612,"fuller and outside off, flat-bats a drive in the air, drops in front of cover",1,4.6,4.06,4.6,1,1,243,269,4
219889,277912,"back of a length and outside off, swatted with a flat bat to mid-off",1,5.1,5.01,5.1,1,1,215,248,4
5334,277912,"short and wide outside off, Finch jumps all over it, cracking a cut between point and the covers",1,5.2,5.02,5.2,4,4,18,124,7
5334,277912,"short, comes back in a bit, attempts a flick, takes the pad, and lobs wide of the slips",1,5.3,5.03,5.3,0,1,140,38,8
219889,277912,"back of a length and slanting away, dabbed to point from outside off",1,5.4,5.04,5.4,0,0,240,153,2
219889,277912,"full and outside off, gets forward and pushes it to Williamson at extra cover",1,5.5,5.05,5.5,1,1,233,213,3
5334,277912,"short and angled down leg, past the glance",1,5.6,5.06,5.6,0,1,0,0,0
5334,277912,"Finch hits through the line and lofts a four. Good length and outside off, takes it on the up and drills it over mid-off",1,5.6,5.07,5.6,4,4,96,337,5
219889,506612,"short on the leg stump, 139.9ks, flapped away square through the leg side",1,6.1,6.01,6.1,1,1,134,137,7
5334,506612,"pretty full on off, defended",1,6.2,6.02,6.2,0,0,169,189,5
5334,506612,"good length on off, forward and firmly punched to mid-off",1,6.3,6.03,6.3,0,0,150,239,5
5334,506612,"short and angled in on off, hops and pushes down to mid-on",1,6.4,6.04,6.4,1,1,219,234,4
219889,506612,"dug short and outside off, 140ks, Warner read the length early. Skipping back and nailing a pull over square leg. Kumar Dharmasena swerves out of the way, and evades it",1,6.5,6.05,6.5,4,4,15,130,7
219889,506612,"low full-toss outside off, punched straight to mid-off",1,6.6,6.06,6.6,1,1,218,251,4
219889,277912,"Warner runs down the track, shows the ace early. Banged in on middle, Warner leaps and forces the ball to the covers",1,7.1,7.01,7.1,1,1,233,214,3
5334,277912,"back of a length and swings in, Finch aims a cut, and drags an inside edge to midwicket",1,7.2,7.02,7.2,0,0,211,178,3
5334,277912,"pitched further up, and angling away outside off, Finch covers his off stump and lets it be",1,7.3,7.03,7.3,0,0,0,0,0
5334,277912,"an appeal for leg-before from Boult. He chats with Williamson. The time's up. Back of a length and swings back in, Finch leaps and is struck above the knee-roll. That's definitely missing the stumps. It pitched outside leg and darted in, and was <strong>sailing over the stumps</strong>",1,7.4,7.04,7.4,0,0,0,0,0
5334,277912,"veering into the leg stump, off the pad and rolls behind square",1,7.5,7.05,7.5,0,1,236,153,2
219889,277912,"short and just outside off, short-armed away to square leg",1,7.6,7.06,7.6,1,1,41,188,6
219889,506612,"full and wide outside off, Warner throws his hands at it and carves it up and over point. Warner's feet were stapled to the crease",1,8.1,8.01,8.1,2,2,335,130,2
219889,506612,"back of a length and outside off, flat-batted to the covers",1,8.2,8.02,8.2,1,1,260,183,3
5334,506612,"big bouncer outside off, Finch drops his wrists on it.  Wide called by the square-leg umpire",1,8.3,8.03,8.3,0,1,0,0,0
5334,506612,"pitches outside off and nips away outside off, Finch is on the move as he drives and is lavishly beaten",1,8.3,8.04,8.3,0,0,0,0,0
5334,506612,"good length and seams away outside off, Finch is on the move again. He drives and sends an outside edge flying to the left of first slip. Just one slip in place",1,8.4,8.05,8.4,2,2,149,26,8
5334,506612,"full and in the channel, left alone now",1,8.5,8.06,8.5,0,0,0,0,0
5334,506612,"another bouncer outside off, Finch is upright as the ball soars over him to Watling. Second wide of the over",1,8.6,8.07,8.6,0,1,0,0,0
5334,506612,glanced off the pads to fine leg,1,8.6,8.08,8.6,0,2,239,27,1
219889,277912,"full and angled into the leg stump, diverted to square leg",1,9.1,9.01,9.1,0,1,137,148,7
5334,277912,"short on the stumps, stabbed back to the bowler",1,9.2,9.02,9.2,0,0,219,197,3
5334,277912,"back of a length and comes back in on off stump, hops and forces the ball wide of mid-on",1,9.3,9.03,9.3,1,1,230,227,4
219889,277912,"short and outside off, 137ks, Warner controls a pull to deep square leg",1,9.4,9.04,9.4,1,1,41,128,7
5334,277912,"back of a length and outside off, jabbing punch to extra cover",1,9.5,9.05,9.5,0,0,139,221,5
5334,277912,"short of a good length and angling away outside off, Finch leans back and square-cuts away",1,9.6,9.06,9.6,2,2,63,81,7
219889,502714,"slides a short ball across the batsman, cut away but straight to point",1,10.1,10.01,10.1,0,0,234,124,2
219889,502714,"just short of Neesham at short third man. Too full for the cut, Warner still went through with it and managed to get a thick edge that raced past the man there for a boundary",1,10.2,10.02,10.2,4,4,238,18,1
219889,502714,gets to the pitch of the ball and hammers it straight to Williamson at cover,1,10.3,10.03,10.3,0,0,233,211,3
219889,502714,"this is much better, slower through the air and lands it at length on middle, Warner stretches forward and blocks",1,10.4,10.04,10.4,0,0,208,186,3
219889,502714,"flatter one on middle and leg, worked with the spin to midwicket",1,10.5,10.05,10.5,0,0,133,192,6
219889,502714,worked off his hip to square leg. Warner's just played a series of dots. Wow,1,10.6,10.06,10.6,1,1,119,131,7
219889,232364,,1,11.1,11.01,11.1,1,1,317,103,2
5334,232364,"length ball that slides into middle and leg, worked to mid-on as they sneak in a single. Warner trusted his partner's call and took off in a jiffy",1,11.2,11.02,11.2,1,1,232,222,4
219889,232364,"digs a short ball into the body, not alarming bounce, neither was the pace that threatening. Warner gets on top of the bounce and deflects it wide of square leg",1,11.3,11.03,11.3,1,1,67,107,7
5334,232364,"half-volley on the pads, flicked with the angle to deep fine leg. The fielder there didn't have to move an inch",1,11.4,11.04,11.4,1,1,324,122,2
219889,232364,"back of length delivery on off stump, he hops back and bunts it to short cover",1,11.5,11.05,11.5,0,0,236,211,3
219889,232364,"superb hand-eye coordination. Picks the length so early. Stayed back in the crease, waited for it and flayed it behind point. Those wrists. Superb. Square third man was a mere spectator.",1,11.6,11.06,11.6,4,4,343,121,2
5334,502714,"drifts this back into middle and leg, Finch attempts a sweep and manages a glove. <b> The keeper fluffs a relatively simple chance. </b> Wide called",1,12.1,12.01,12.1,0,1,188,143,1
5334,502714,"tossed up on middle, he gets forward and pats it to the off side",1,12.1,12.02,12.1,0,0,149,209,5
5334,502714,"so the dropped chance didn't cost them much. Finch looks to play a predetermined sweep. Was across a long way even before the ball was delivered, so he was in no position to sweep that full delivery. He swung through way too early as well as the ball sneaked through to crash into the leg stump. Timely wicket for New Zealand. Australia were starting to run away with this.",1,12.2,12.03,12.2,0,0,0,0,0
267192,502714,"some purchase off the pitch. This one turn's away from off stump, but Smith is half forward as he defends",1,12.3,12.04,12.3,0,0,144,147,7
267192,502714,worked off his hip to deep square and gets off the mark,1,12.4,12.05,12.4,1,1,320,141,2
219889,502714,"steps out but can't get to the pitch of the ball, dabbed back down the pitch",1,12.5,12.06,12.5,0,0,173,196,5
219889,502714,worked with the spin to long-on for an easy single,1,12.6,12.07,12.6,1,1,106,315,5
219889,232364,"length ball angling away, bunted wide of cover",1,13.1,13.01,13.1,1,1,221,243,4
267192,232364,"short of length delivery around the sixth stump outside off, Smith watches it through to the keeper",1,13.2,13.02,13.2,0,0,0,0,0
267192,232364,delightful straight drive. Too full and the confidence from the first ODI speaks. He shuffles across just a touch and drills it down the ground past mid-on. Super timing,1,13.3,13.03,13.3,4,4,236,352,4
267192,232364,gets across and squeezes this full delivery to Williamson at cover,1,13.4,13.04,13.4,0,0,124,218,6
267192,232364,"this is too full, he doesn't get underneath it. Jams his bat down to keep that out though",1,13.5,13.05,13.5,0,0,137,201,6
267192,232364,"excellent stop by the skipper. Throws himself to his left to pull off a one-handed stop. That was travelling, saved three runs.",1,13.6,13.06,13.6,1,1,134,226,5
267192,502714,"drifting into middle and leg, worked off his hip past square leg",1,14.1,14.01,14.1,1,1,257,160,2
219889,502714,gets across and wrists that one to midwicket,1,14.2,14.02,14.2,0,0,117,188,6
219889,502714,"flighted over his eye line on middle, Warner eases it back past the bowler as they jog the single",1,14.3,14.03,14.3,1,1,197,306,4
267192,502714,"this is fired full on middle from around the stumps, he stretches forward and blocks",1,14.4,14.04,14.4,0,0,201,201,4
267192,502714,makes a bit of room and punches that in-drifter to long-off,1,14.5,14.05,14.5,1,1,136,330,5
219889,502714,solid wrist work again as he eases it to wide long-on for an easy single to keep strike. Sensible stuff,1,14.6,14.06,14.6,1,1,140,333,5
219889,232364,"full delivery angling away, squeezed between cover and point",1,15.1,15.01,15.1,1,1,254,191,3
267192,232364,"this one nips away off the seam from length outside off, left alone",1,15.2,15.02,15.2,0,0,0,0,0
267192,232364,"hops across to punch it into the gap at point, but this one jags back in to hit the inside edge and roll to the leg side",1,15.3,15.03,15.3,0,0,226,205,3
267192,232364,"this is superb from Southee. This one's pitched up. The ball deviates away a wee bit, and Smith watches it through to the keeper",1,15.4,15.04,15.4,0,0,0,0,0
267192,232364,"shapes to cut but realises the ball's too full for him to slash, lets it go instead",1,15.5,15.05,15.5,0,0,0,0,0
267192,232364,"gets half-forward and bunts it towards cover, which is a little deep, and they get a single easily",1,15.6,15.06,15.6,1,1,127,189,6
267192,502714,"eased with the spin to long-off, too full from Santner on that occasion",1,16.1,16.01,16.1,1,1,131,324,5
219889,502714,steps out but this one drifts away to beat the flick and hit him on the right thigh. Excellent from Santner. That's more like it.,1,16.2,16.02,16.2,0,0,0,0,0
219889,502714,gets to the pitch of the ball and dabs a tossed up delivery back down to the bowler,1,16.3,16.03,16.3,0,0,159,195,5
219889,502714,"quicker one on middle and leg, tucked to square leg",1,16.4,16.04,16.4,0,0,139,120,8
219889,502714,"slow turn back in, Warner was standing outside leg in anticipation of a full ball, just works it wide of square leg this time",1,16.5,16.05,16.5,1,1,121,131,7
267192,502714,shaped to drive but ended up defending solidly once he realised he was beaten in flight,1,16.6,16.06,16.6,0,0,124,187,6
219889,232364,"low full toss, Warner could have actually swung across but instead waits and waits for it and ends up nearly yorking himself as he digs that out",1,17.1,17.01,17.1,0,0,220,242,4
219889,232364,mistimes an attempted drive to short cover. Pressure building? This has been an excellent comeback. Warner's timing has suddenly gone awry,1,17.2,17.02,17.2,0,0,214,249,4
219889,232364,"once again no control whatsoever with that pull, just lobbed past the vacant square leg region",1,17.3,17.03,17.3,1,1,36,134,7
267192,232364,"the ball stops on him a touch as he looks to drive firmly, gets a thick inside edge back to the bowler",1,17.4,17.04,17.4,0,0,159,191,5
267192,232364,"punched to Williamson's right at cover, they manage to pinch a run",1,17.5,17.05,17.5,1,1,135,214,5
219889,232364,"check-drives to cover. This one's bowled at length, once again looked like the ball stopped on him a touch",1,17.6,17.06,17.6,0,0,248,203,3
267192,502714,eased with the spin to long-off as they jog the single,1,18.1,18.01,18.1,1,1,147,329,5
219889,502714,"sweeps and gets a bottom edge which is enough to beat short fine leg. Half-century for him, not a typically robust innings but he'll still take it. Coming back to the fielding effort, it could have been a better one from Trent Boult. Shouldn't have been more than two.",1,18.2,18.02,18.2,4,4,144,12,8
219889,502714,worked wide of short fine leg,1,18.3,18.03,18.3,1,1,102,117,7
267192,502714,"short and wide, he rocks back and cracks it into the gap at deep point",1,18.4,18.04,18.4,2,2,49,118,7
267192,502714,"gives it generous amount of flight on off, Smith gets forward and blocks",1,18.5,18.05,18.5,0,0,128,182,6
267192,502714,"drifts in from wide of the crease, Smith bunts it to mid-off, where a misfield allows a single that shouldn't have been",1,18.6,18.06,18.6,1,1,131,224,5
267192,55395,"floats a length ball on middle and leg, turned to midwicket",1,19.1,19.01,19.1,0,0,229,204,3
267192,55395,"driven firmly to mid-on, tight line on middle",1,19.2,19.02,19.2,0,0,220,248,4
267192,55395,"gets across and whips it to deep midwicket. Smith's get-off-strike shot, says Mark Taylor.",1,19.3,19.03,19.3,1,1,315,203,3
219889,55395,"angles a full delivery in from around the stumps, pushed to cover. Calls 'no' immediately",1,19.4,19.04,19.4,0,0,233,199,3
219889,55395,"hint of width, punched to sweeper cover",1,19.5,19.05,19.5,1,1,335,198,3
