batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
24611,557298,flicks it to the leg side for a brace,1,0.1,0.01,0.1,2,2,0,0,0
24611,557298,tucked to mid-wicket,1,0.2,0.02,0.2,0,0,0,0,0
24611,557298,defends it down the pitch off the backfoot,1,0.3,0.03,0.3,0,0,0,0,0
24611,557298,"bowls it on off stump, defended back down the pitch",1,0.4,0.04,0.4,0,0,0,0,0
24611,557298,"fires it wide outside off, Porterfield lets it go to the keeper",1,0.5,0.05,0.5,0,0,0,0,0
24611,557298,"drags his length back and gets significant bounce, Porterfield doesn't bother going after it and lets it go to the wicketkeeper",1,0.6,0.06,0.6,0,0,0,0,0
303427,228622,"bowls it way outside off, not bothered with by the batsman",1,1.1,1.01,1.1,0,1,0,0,0
303427,228622,"fuller ball, driven straight to cover",1,1.1,1.02,1.1,0,0,0,0,0
303427,228622,left alone outside off,1,1.2,1.03,1.2,0,0,0,0,0
303427,228622,comes forward and defends it down the pitch,1,1.3,1.04,1.3,0,0,0,0,0
303427,228622,"good length ball, beats the outside edge on its way to the wicketkeeper",1,1.4,1.05,1.4,0,0,0,0,0
303427,228622,works it square towards third man for a single,1,1.5,1.06,1.5,1,1,0,0,0
24611,228622,played off the backfoot and ball goes down the pitch,1,1.6,1.07,1.6,0,0,0,0,0
303427,557298,"short and wide from Worrall, cut away to deep backward point",1,2.1,2.01,2.1,1,1,0,0,0
24611,557298,defended off the backfoot and the ball goes down the pitch,1,2.2,2.02,2.2,0,0,0,0,0
24611,557298,flicked away to the man at midwicket,1,2.3,2.03,2.3,0,0,0,0,0
24611,557298,comes forward and blocks it down the pitch,1,2.4,2.04,2.4,0,0,0,0,0
24611,557298,"fires it down the leg side, looks to flick it but wears it on the pad",1,2.5,2.05,2.5,0,1,0,0,0
303427,557298,comes forward to defend and the ball goes straight down the ground,1,2.6,2.06,2.6,0,0,0,0,0
24611,228622,"played off the backfoot past the bowler. The outfield is quick, which allows them to take three",1,3.1,3.01,3.1,3,3,0,0,0
303427,228622,"some movement there, beats the outside edge, and the ball goes to the keeper",1,3.2,3.02,3.2,0,0,0,0,0
303427,228622,"good length ball outside off, fends it off to short cover without much movement of the feet",1,3.3,3.03,3.3,0,0,0,0,0
303427,228622,"played off the backfoot, and ball rolls down the ground",1,3.4,3.04,3.4,0,0,0,0,0
303427,228622,"good length outside off, played beautifully through the covers, and ball races to the boundary. Driven crisply",1,3.5,3.05,3.5,4,4,0,0,0
303427,228622,played off the backfoot and the ball rolls down the ground,1,3.6,3.06,3.6,0,0,0,0,0
24611,557298,"good length ball on middle stump, doesn't move his feet much but manages to work it to covers",1,4.1,4.01,4.1,0,0,0,0,0
24611,557298,"played off the backfoot, straight to the cover fielder",1,4.2,4.02,4.2,0,0,0,0,0
24611,557298,"length ball on off, works it to covers",1,4.3,4.03,4.3,0,0,0,0,0
24611,557298,defends it off the front foot back to the bowler,1,4.4,4.04,4.4,0,0,0,0,0
24611,557298,"good length, nudges it to the leg side",1,4.5,4.05,4.5,0,0,0,0,0
24611,557298,sliced to third man for a brace,1,4.6,4.06,4.6,2,2,0,0,0
303427,228622,beaten! Doesn't move his feet at all as he tries to drive and the ball shoots past the inside edge,1,5.1,5.01,5.1,0,0,0,0,0
303427,228622,"short of a length and darting back in to him, keeps low as well and Stirling is beaten",1,5.2,5.02,5.2,0,0,0,0,0
303427,228622,steered to third man for a single,1,5.3,5.03,5.3,1,1,0,0,0
24611,228622,gets it away to backward point off the backfoot,1,5.4,5.04,5.4,0,0,0,0,0
24611,228622,"width on offer, slashes at it and gets it away to third man",1,5.5,5.05,5.5,1,1,0,0,0
