batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
326632,308251,"over the wicekt, good length on the stumps to begin with, Burns tucks one in front of square",1,0.1,0.01,0.1,1,1,229,154,2
5334,308251,"bit of inswing this time, 79mph, Finch prods it watchfully towards midwicket",1,0.2,0.02,0.2,0,0,221,203,3
5334,308251,"again the ball dips back at Finch, who's walking across his stumps, Willey appeals for lbw as the ball skips away fine to the boundary",1,0.3,0.03,0.3,0,4,245,12,1
5334,308251,"on the pads, the ball shaping and this time Finch just gets a tickle of bat on it to pick up four to long leg",1,0.4,0.04,0.4,4,4,242,15,1
5334,308251,"Willey shifts his line across to middle and off, there's an appeal for lbw, maybe some bat involved but the ball loops short of slip",1,0.5,0.05,0.5,0,0,0,0,0
5334,308251,"a much better lbw shout, Willey straightening the ball on leg stump... but Dharmasena decides it was missing leg",1,0.6,0.06,0.6,0,0,0,0,0
326632,351588,"starts on a decent line outside off, Burns watches it through to the keeper",1,1.1,1.01,1.1,0,0,0,0,0
326632,351588,"touch short, tapped in front of square and they take the single, Finch slipped over, preventing a second",1,1.2,1.02,1.2,1,1,87,154,7
5334,351588,"back of a length outside off, 89mph and blocked with a straight bat",1,1.3,1.03,1.3,0,0,183,199,4
5334,351588,"in the channel, Finch dabs it softly towards backward point",1,1.4,1.04,1.4,0,0,121,149,7
5334,351588,"sharp from Wood, 92mph and the ball goes thudding into Finch's knee roll, Wood exercises his lungs but umpire Gough gives a shake of the head - probably going down leg, a touch high too",1,1.5,1.05,1.5,0,0,0,0,0
5334,351588,"pitched up on the stump, Finch plays a regal-looking on drive but sends it straight to mid-on",1,1.6,1.06,1.6,0,0,217,255,4
326632,308251,"length ball, shaping back in, Burns defends watchfully",1,2.1,2.01,2.1,0,0,170,198,5
326632,308251,"another appeal, Burns beaten past the inside edge, 82mph and rapped on the thigh pad in front of middle and off... Too high",1,2.2,2.02,2.2,0,0,0,0,0
326632,308251,"on the stumps, slightly back of a length, flicked off the thigh pad behind square",1,2.3,2.03,2.3,0,1,246,146,2
5334,308251,"short and slightly wide and there's room for Finch to crush the ball through the covers, looks like four all the way until James Taylor whirs into the picture and dives to scoop it back with an inch to spare",1,2.4,2.04,2.4,3,3,24,225,6
326632,308251,"angled across, Burns prods at it... and plays on to his stumps! An unconvincing stay from Burns, didn't really get a feel for ball on bat and this time a fraction of inward movement results in a drag-on. The ball was not quite there to cut, no real conviction in the shot",1,2.5,2.05,2.5,0,0,185,162,2
267192,308251,short over off stump and Smith taps to the leg side,1,2.6,2.06,2.6,0,0,210,200,4
5334,351588,"shortish, on the stumps and tucked through backward square for a single",1,3.1,3.01,3.1,1,1,287,74,2
267192,351588,"full and straight, pinged back smoothly along the ground, Moeen makes a diving stop to his left at mid-on",1,3.2,3.02,3.2,0,0,199,233,4
267192,351588,"back of a length, 90mph and worked away through square leg",1,3.3,3.03,3.3,1,1,303,109,2
5334,351588,full and straight and punched back to mid-on,1,3.4,3.04,3.4,0,0,198,249,4
5334,351588,"goes wide and spears the ball in on the stumps, jabbed towards square leg",1,3.5,3.05,3.5,0,0,241,192,3
5334,351588,"back of a length on off stump, 87mph and Finch rocks back to pull one down to fine leg",1,3.6,3.06,3.6,1,1,265,57,1
5334,308251,"Willey floats the ball up towards Finch's toes, he punches to mid-on, who's set back and there's room for a quick single",1,4.1,4.01,4.1,1,1,213,244,4
267192,308251,"length delivery, angled across the right-hander from over the wicket, no stroke",1,4.2,4.02,4.2,0,0,0,0,0
267192,308251,"touch shorter and on leg stump, 78mph, tucked away through backward square",1,4.3,4.03,4.3,1,1,279,93,2
5334,308251,"pushed across, fullish and tempting the drive, Finch narrows his eyes and watches it through",1,4.4,4.04,4.4,0,0,0,0,0
5334,308251,"full on the pads, Finch flicks at it and the ball rolls away behind square",1,4.5,4.05,4.5,0,1,0,0,0
267192,308251,"nice shape on this, gentle pace swinging back in at Smith, who's more than comfortable with the ball on his pads and glances another single through backward square",1,4.6,4.06,4.6,1,1,314,130,2
267192,351588,"fullish outside off, Smith comes forward and shows it a straight bat",1,5.1,5.01,5.1,0,0,160,229,5
267192,351588,"length outside off, squares Smith up a touch and a thick edge flies wide of slip down to third man",1,5.2,5.02,5.2,1,1,116,48,8
5334,351588,"89mph darting in on off stump, Wood appeals as the ball rattles the front pad... but only after it had clipped the inside edge",1,5.3,5.03,5.3,0,0,0,0,0
5334,351588,dabbed into the leg side and they take on Rashid's arm - a direct hit would have been interesting but I think Finch had rumbled through okay,1,5.4,5.04,5.4,1,1,249,241,4
267192,351588,pitched up outside off and driven to mid-off,1,5.5,5.05,5.5,0,0,105,191,6
267192,351588,"length ball outside off, 90mph, Smith waves his wand and manages a thick inside edge through backward square",1,5.6,5.06,5.6,1,1,260,132,2
267192,308251,slides down the leg side,1,6.1,6.01,6.1,0,1,0,0,0
267192,308251,"lovely line from Willey, enticing Smith into an expansive drive and he plays around it on the up",1,6.1,6.02,6.1,0,0,0,0,0
267192,308251,"pinned in front, Smith falling over his feet - gone! A corking delivery, right up in the blockhole and Smith failed to get bat on it this time as he swung across the line, hit on the back foot plumb in front of middle and off, the ball curving back beautifully... Thinks about a review but instead decides to take his medicine and head for the dressing room",1,6.2,6.03,6.2,0,0,0,0,0
4451,308251,"pushed across, this one goes on with the arm and whooshes past the outside edge. Lovely bowling",1,6.3,6.04,6.3,0,0,0,0,0
4451,308251,"off-stump line, this time Bailey covers it and defends",1,6.4,6.05,6.4,0,0,0,0,0
4451,308251,"slanted towards the slips on a length, hits the seam and straightens a tough but wide enough for Bailey to leave",1,6.5,6.06,6.5,0,0,0,0,0
4451,308251,"oh dear, what's Bailey done... he plants his front foot and raises his bat out of the way, hit bang on the knee roll. Dharmasena takes a few moments to mull it over before shaking his head. Probably didn't come back enough and England elect not to review, knowing it needed to be red-red-red to overturn the decision",1,6.6,6.07,6.6,0,0,0,0,0
5334,351588,"pitched up in the channel and Finch tries to boom it down the ground, carves out a slice of fresh air!",1,7.1,7.01,7.1,0,0,0,0,0
5334,351588,"length ball around off stump, this time Finch defends",1,7.2,7.02,7.2,0,0,197,197,4
5334,351588,"fuller, Finch gets forward and checks a drive into the off side",1,7.3,7.03,7.3,0,0,104,189,6
5334,351588,"beauty from Wood, 91mph on a full length and it jags away past the outside edge as Finch feels for it",1,7.4,7.04,7.4,0,0,0,0,0
5334,351588,"robust response, the ball seaming back in, stands up tall and crunches a drive through the covers, no one is catching that",1,7.5,7.05,7.5,4,4,14,234,6
5334,351588,"slightly back of a length outside off, lets this one zip through",1,7.6,7.06,7.6,0,0,0,0,0
4451,308251,"another full in-ducker from Willey, nearly skewers Bailey in the manner of Smith, just manages to get his bat down in time and squeeze it behind square",1,8.1,8.01,8.1,1,1,253,50,1
5334,308251,"pushed across outside off, Finch lets it go",1,8.2,8.02,8.2,0,0,0,0,0
5334,308251,"goes on with the arm, Finch feels for it and nicks off! Willey fell over in his follow through and had to appeal from the floor - but it's Australia who looking unsteady on their feet, three down for spit. Willey has been mixing up inswingers with bother-balls in the channel, Finch wasn't quite sure what was coming and just got a thin snick through to Bairstow",1,8.3,8.03,8.3,0,0,179,149,8
325026,308251,"slighty full outside off, Maxwell comes forward and lets it go",1,8.4,8.04,8.4,0,0,0,0,0
325026,308251,"tight to off stump, holding its line, again left alone",1,8.5,8.05,8.5,0,0,0,0,0
325026,308251,brilliant stop in the covers! Full delivery and Maxwell leathered a drive that was grabbed on the bounce by a leaping Taylor,1,8.6,8.06,8.6,1,1,111,186,6
325026,351588,"fired in towards the stumps, Maxwell prods at it and gets an inside edge through the leg side",1,9.1,9.01,9.1,1,1,243,143,2
4451,351588,"length ball, left alone outside off",1,9.2,9.02,9.2,0,0,0,0,0
4451,351588,"good length, shaping away as Bailey again leaves with a flourish",1,9.3,9.03,9.3,0,0,0,0,0
4451,351588,comes across and steers one through backward point... and Wood has overstepped,1,9.4,9.04,9.4,1,2,65,91,7
325026,351588,"full and straight and swung back down the ground, Maxwell was aiming for cow corner, it came off the bat sticker but still had enough on it to beat mid-off and run to the boundary - only the third of the innings so far",1,9.4,9.05,9.4,4,4,117,344,5
