batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
226492,288284,dabs a good length ball towards short midwicket and they hare through for a single before mid-on can prevent it,1,0.1,0.01,0.1,1,1,209,194,3
37737,288284,"good length angling down leg side, McCullum stays in his crease and tries to turn towards the leg side but misses and is hit on the pad",1,0.2,0.02,0.2,0,0,0,0,0
37737,288284,"he goes after Hazlewood second ball! Staying in his crease and pulling at a ball that isn't short enough, beaten on the bottom edge",1,0.3,0.03,0.3,0,0,0,0,0
37737,288284,"he's going after the bowling all right, charges a good length ball outside off and swings wildly, he had moved towards leg to make room and was too far away from the ball",1,0.4,0.04,0.4,0,0,0,0,0
37737,288284,McCullum slashes again at  good length ball outside off that seams away a bit and misses again,1,0.5,0.05,0.5,0,0,0,0,0
37737,288284,"the crowd gives McCullum a cheer as he finally makes contact, but it is with a defensive turn towards square leg",1,0.6,0.06,0.6,0,0,236,173,3
226492,272262,"hits a good length just outside off and the ball holds its line, Guptill defends inside the line from his crease and is beaten",1,1.1,1.01,1.1,0,0,0,0,0
226492,272262,"Guptill is beaten now, he stands in his crease and drives at a good length ball that straightens off the pitch, was looking to hit it through covers",1,1.2,1.02,1.2,0,0,0,0,0
226492,272262,"short of a length this time with width outside off, Guptill hits it hard off the back foot but can't beat cover point",1,1.3,1.03,1.3,0,0,112,176,6
226492,272262,"short of a length and straighter, Guptill stays back and defends on the off side",1,1.4,1.04,1.4,0,0,123,158,7
226492,272262,played off the back foot towards cover,1,1.5,1.05,1.5,0,0,125,194,6
226492,272262,"good length angling into Guptill from outside off, Richardson begins with a maiden after Guptill plays that off the back foot to point",1,1.6,1.06,1.6,0,0,130,179,6
37737,288284,"135 kph, good length on a wicket to wicket line, McCullum has no room to do anything but defend, he plays towards point, he looks quite jittery out there, itching to hit one out of the middle",1,2.1,2.01,2.1,0,0,127,148,7
37737,288284,"no length or room to use again, McCullum stays back and tries to cut but can't beat point",1,2.2,2.02,2.2,0,0,125,150,7
37737,288284,"he's nailed this! McCullum charges down the track, and slightly towards the leg side to make room, that gives him space to free his arms and he baseball-bats the short of a length ball over the wide long-on boundary",1,2.3,2.03,2.3,6,6,326,340,4
37737,288284,"and again! He stays back this time to a short of a length ball and pulls hard, one-bounce four to deep backward square leg. The counterattack is on.",1,2.4,2.04,2.4,4,4,345,131,2
37737,288284,"charge, stay back, and now charge again. McCullum is down the pitch in a flash and pulling a short of a length ball fiercely through midwicket",1,2.5,2.05,2.5,4,4,342,251,3
37737,288284,"all systems go now! Hazlewood bangs it in short and McCullum hooks, it's the top edge but the boundaries behind the batsmen are so short that the ball lands in the stands beyond fine leg",1,2.6,2.06,2.6,6,6,232,2,1
226492,272262,"Guptil has hit it on to the roof, has he? That is a monstrous hit! Using his long reach to get under a fullish ball, clearing his front foot towards leg and slamming it far back over the bowler's head. They've lost the ball, have they? It is on the roof. Mighty from Guptill. They have found it now.",1,3.1,3.01,3.1,6,6,240,357,4
226492,272262,"good length with some nip into the right-hander, Guptill nudges off his pads towards square leg",1,3.2,3.02,3.2,0,0,226,154,2
226492,272262,"good length outside off, Guptill punches to wide mid off and runs",1,3.3,3.03,3.3,1,1,119,220,6
37737,272262,"McCullum charges again and moves outside leg, but the ball is full outside off so he lets it go, was too far away from him to try and hit",1,3.4,3.04,3.4,0,0,0,0,0
37737,272262,"tries to flay the ball through point with a hard cut but bottom edges it into the ground, the length was not short enough outside off to cut",1,3.5,3.05,3.5,0,0,128,155,7
37737,272262,"full and straight, McCullum stands in his crease and drives it flat and low across the ground - a daisy cutter - and the ball falls a few feet short of mid off",1,3.6,3.06,3.6,0,0,145,249,5
226492,288284,"that's odd, a front foot defence. Well I guess the ball merited it, good length and just outside off. It hasn't always stopped these batsmen from attacking it through.",1,4.1,4.01,4.1,0,0,161,185,5
226492,288284,"two in a row now, Guptill moves forward and blocks a good length ball angling into him",1,4.2,4.02,4.2,0,0,148,186,6
226492,288284,this time he gets beaten by a short of a length ball that seams away from the right-hander as he tries to slap the ball through cover,1,4.3,4.03,4.3,0,0,0,0,0
