batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
277916,311592,"good length, angling across the right-hander from over the wicket, the line is a bit wide so the batsman can let it go",1,0.1,0.01,0.1,0,0,0,0,0
277916,311592,"good length on a tight line just outside off, Rahane strides forward and shoulders arms once again",1,0.2,0.02,0.2,0,0,0,0,0
277916,311592,"short of a length pitching outside off and angling away with decent bounce too, Rahane lets it go again. No deadly inswing into the right-hander yet for Starc",1,0.3,0.03,0.3,0,0,0,0,0
277916,311592,"Rahane comes forward to one that's fuller and much straighter and dabs it close towards midwicket, a bit of hesitation while running between the wickets but India are away ...",1,0.4,0.04,0.4,1,1,220,198,3
28235,311592,"Dhawan is beaten prodding half-heartedly at one that pitches outside off and held its line, he looked extremely iffy playing that",1,0.5,0.05,0.5,0,0,0,0,0
28235,311592,"slightly wider outside off from Starc, so it's a bit easier for Dhawan to leave",1,0.6,0.06,0.6,0,0,0,0,0
277916,288284,"Hazlewood's first ball from over the wicket is a poor one, full and down leg side, too far away for Rahane to glance, but he tries anyway",1,1.1,1.01,1.1,0,1,0,0,0
277916,288284,"the second one is down the leg side too, not as far as the previous one but still wide enough for Rahane not to connect with the glance",1,1.1,1.02,1.1,0,1,0,0,0
277916,288284,"three in a row down the leg side from Hazlewood, giving Haddin a real workout early in the day, Haddin makes a small appeal too but that wasn't close to the bat",1,1.1,1.03,1.1,0,1,0,0,0
277916,288284,"he's bowled one on the off side! On a good length too, and Rahane lets it go",1,1.1,1.04,1.1,0,0,0,0,0
277916,288284,"good length and straight, Rahane stays in his crease and blocks",1,1.2,1.05,1.2,0,0,245,198,3
277916,288284,"an appeal for lbw from Hazlewood after he pitches on a great length outside off and nips the ball back into the right-hander, beating Rahane on the inside edge and hitting the top of the front pad. Too high, I think",1,1.3,1.06,1.3,0,0,0,0,0
277916,288284,"wider outside the off stump, left alone",1,1.4,1.07,1.4,0,0,0,0,0
277916,288284,"fuller and straighter, Rahane moves forward and pushes the ball towards mid-on",1,1.5,1.08,1.5,0,0,191,243,4
277916,288284,"that's a ripper, pitched on a good length outside off after angling into the right-hander and seamed away off the pitch, Rahane began to poke at it of the front foot but sort of checked his shot as it moved away from him",1,1.6,1.09,1.6,0,0,0,0,0
28235,311592,some people in the crowd give Dhawan a cheer as he tucks a length ball off his hips behind square,1,2.1,2.01,2.1,1,1,106,57,8
277916,311592,"Starc bowls it wide outside the off stump, Rahane plays no shot",1,2.2,2.02,2.2,0,0,0,0,0
277916,311592,Rahane presses forward to a fuller ball around middle and off and dabs on the leg side,1,2.3,2.03,2.3,0,0,224,196,3
277916,311592,"and Rahane does got for his shots, flaying at a full ball outside off, he wanted to hit that over cover but the ball flew off the outside edge towards third man",1,2.4,2.04,2.4,1,1,81,52,8
28235,311592,"a full ball angling into the left-hander, Dhawan moves forward and plays a checked drive to extra cover",1,2.5,2.05,2.5,0,0,224,249,4
28235,311592,"short of a length with a little width outside off, Dhawan lets it go",1,2.6,2.06,2.6,0,0,0,0,0
277916,288284,"Hazlewood begins his second over with a pinpoint yorker, Rahane does well to keep it out. Big improvement from the start of his first over",1,3.1,3.01,3.1,0,0,120,151,7
277916,288284,"length ball outside off stump, Rahane lets it go",1,3.2,3.02,3.2,0,0,0,0,0
277916,288284,"good length without much room for the right-hander, Rahane stays in his crease and blocks",1,3.3,3.03,3.3,0,0,229,196,3
277916,288284,"strays on to the pads this time, Rahane flicks the ball down to long leg",1,3.4,3.04,3.4,2,2,306,76,2
277916,288284,that's rocketed to the square leg boundary! Rahane leaned across to a full ball on his pads and flicked it behind square with stupendous timing,1,3.5,3.05,3.5,4,4,347,121,2
