batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
215155,290948,"Amir starts with a full ball on the pads, eased towards deep midwicket by Usman Khawaja, doesn't go all the way to the rope but there's time to take three",1,0.1,0.01,0.1,3,3,38,229,6
219889,290948,"length ball on middle and leg stump, Warner looks to defend to the leg side, off the outside half of the bat and the ball dribbles to the off side, Warner squared up there",1,0.2,0.02,0.2,0,0,220,178,3
219889,290948,"pitched up and just outside off, Warner bunts it towards cover and sprints through for a single",1,0.3,0.03,0.3,1,1,229,190,3
215155,290948,"length ball angling in towards leg, sliding down perhaps? and height also a question as he is struck above the knee roll, Khawaja looking to work it towards fine leg, misses, runs a leg bye, there's a mild lbw appeal, turned down, then a conference to figure out whether to review, it isn't",1,0.4,0.04,0.4,0,1,135,114,8
219889,290948,length ball from Amir is pushed back towards the bowler,1,0.5,0.05,0.5,0,0,187,193,4
219889,290948,"Amir keeps it tidy around off, dabbed towards cover for another dot to close out the opening over",1,0.6,0.06,0.6,0,0,224,192,3
215155,259551,"back of a length ball on middle and leg, Khawaja gets deep in the crease and tucks that behind backward square",1,1.1,1.01,1.1,1,1,127,69,8
219889,259551,"shortish ball, heading for the ribs, Warner is in awkward position as he tries to fend that away, off the glove and down the leg side",1,1.2,1.02,1.2,4,4,118,22,8
219889,259551,"this time Junaid strays on to the pads, worked towards midwicket for a couple",1,1.3,1.03,1.3,2,2,67,139,7
219889,259551,"length ball on middle and off, watchful defence from Warner",1,1.4,1.04,1.4,0,0,182,197,4
219889,259551,"back of a length ball on off, squeezed out towards cover point, Warner shouts 'wait' and they decide against the single",1,1.5,1.05,1.5,0,0,209,179,3
219889,259551,"Junaid gets this way to swing a touch, but the line is poor, harmlessly down the leg side",1,1.6,1.06,1.6,0,1,0,0,0
219889,259551,"better from Junaid, pitched up and outside off, driven towards cover by Warner, 'wait on' is the call",1,1.6,1.07,1.6,0,0,236,192,3
215155,290948,strides forward and across to this length ball outside off and pushes it into covers,1,2.1,2.01,2.1,0,0,236,187,3
215155,290948,"short of a length, holding its line, left alone in the channel outside off",1,2.2,2.02,2.2,0,0,0,0,0
215155,290948,"fuller ball at nearly 143 clicks, angling in on the pads, clipped away as he just uses the pace to work it between midwicket and mid-on",1,2.3,2.03,2.3,3,3,89,283,5
219889,290948,"good length ball just outside off, dabs it with soft hands off the backfoot before charging across for the single as the ball goes towards mid-off. Sharp single",1,2.4,2.04,2.4,1,1,215,185,3
215155,290948,"fuller ball on the fourth-stump channel, pushes it straight back to the bowler who gathers it one-handed on the follow-through",1,2.5,2.05,2.5,0,0,183,202,4
