batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
41434,288284,"starts off with a length ball sliding down leg, looked like it clipped Hafeez's pad on the way through to wade. Umpire didn't hear something. Rough call, Pakistan are away",1,0.1,0.01,0.1,0,1,0,0,0
41434,288284,"beauty! Draws him forward by bowling this full outside off, the ball nips away to beat the edge by a whisker. That just zipped through",1,0.1,0.02,0.1,0,0,0,0,0
41434,288284,"too full, Hafeez gets forward and tentatively pushes it to the point fielder. May have found the gap had he tried to play it with a lot more authority. Was just feeling bat on ball there",1,0.2,0.03,0.2,0,0,115,160,7
41434,288284,"in the lovely off stump channel, invites the drive but Hafeez lets it go. Some away movement and carry. Wade takes this sideways near the face",1,0.3,0.04,0.3,0,0,0,0,0
41434,288284,"bowls this full and jags this one off the deck from outside off, Hafeez shoulders arms",1,0.4,0.05,0.4,0,0,0,0,0
41434,288284,"gentle tap off the front foot to the man coming in from cover, just looked up, eye contact with his partner and they were off for the run. Excellent call from Hafeez",1,0.5,0.06,0.5,1,1,149,187,6
227762,288284,hops back into the crease and blocks the length ball on middle first up,1,0.6,0.07,0.6,0,0,205,186,3
41434,533042,"too full and shaping away from off, eased into the gap between cover and mid-off",1,1.1,1.01,1.1,1,1,116,238,5
227762,533042,"gets this to shape away, but too short and angled past the sixth stump or so, Sharjeel leaves and the keeper collects it on the bounce",1,1.2,1.02,1.2,0,0,0,0,0
227762,533042,"beaten by a ripper! Short of length but there's steep bounce, Sharjeel pokes and misses by one that slants across at an angle he doesn't really want to be facing",1,1.3,1.03,1.3,0,0,0,0,0
227762,533042,"thumped down the ground past mid-on. Too full and Sharjeel, who was camping inside the crease, crashed it. Not quite off the middle but still got enough on it",1,1.4,1.04,1.4,4,4,165,359,5
227762,533042,just short of square leg. This one's Sharjeel's trademark one-legged whip off his hip. Lucky for him that it didn't carry to Handscomb,1,1.5,1.05,1.5,0,0,120,182,6
227762,533042,"sees this in his arc and lofts this over cover, far from the middle. The timing was off but he just managed to hit this over the infield for a couple",1,1.6,1.06,1.6,2,2,274,264,4
